"GeneNames"	"value1"	"value2"	"log2(Fold_change)"	"log2(Fold_change) normalized"	"z-score"	"p-value"	"q-value(Benjamini et al. 1995)"	"q-value(Storey et al. 2003)"	"Signature(p-value < 0.001)"
NM_212645	178930	35145	2.3480039346927	2.09983048297937	290.43132311786	0	0	0	TRUE
NM_212937	38119	144094	-1.91842808596509	-2.16660153767842	-289.69516584502	0	0	0	TRUE
NM_212657	45606	156207	-1.77616356014826	-2.0243370118616	-288.863751095397	0	0	0	TRUE
NM_001017588	83197	1374	5.92007759790595	5.67190414619262	287.991699249233	0	0	0	TRUE
NM_213024	164738	30052	2.45464046642399	2.20646701471065	287.457990477311	0	0	0	TRUE
NM_213519	108482	9565	3.50354690290494	3.25537345119161	286.925257672193	0	0	0	TRUE
NM_201514	125371	15232	3.04102638307523	2.79285293136189	286.72118624383	0	0	0	TRUE
NM_001137666	165234	30781	2.42439857171342	2.17622512000009	285.437370391939	0	0	0	TRUE
NM_001326405	134112	18809	2.83394327805985	2.58576982634651	284.597088333102	0	0	0	TRUE
NM_001161336	136352	19713	2.79011660867083	2.54194315695749	284.252236973961	0	0	0	TRUE
NM_212703	20754	109642	-2.40133922532614	-2.64951267703948	-284.193702725504	0	0	0	TRUE
NM_001045488	87054	3944	4.46417913223209	4.21600568051875	281.81943575978	0	0	0	TRUE
NM_001089544	8267	81132	-3.29483526107843	-3.54300871279176	-279.998562709666	0	0	0	TRUE
NM_213180	8107	80677	-3.31491738968972	-3.56309084140305	-279.819177964543	0	0	0	TRUE
NM_214722	236065	64775	1.86567514180671	1.61750169009338	279.407792980608	0	0	0	TRUE
NM_131069	322527	110509	1.5452560698458	1.29708261813246	276.906333879015	0	0	0	TRUE
NM_199782	56083	165922	-1.56486976002931	-1.81304321174265	-276.591152871048	0	0	0	TRUE
NM_214723	33960	129893	-1.9354153213057	-2.18358877301903	-276.384636195311	0	0	0	TRUE
NM_001017797	526890	229861	1.19674009064899	0.94856663893566	275.080230642012	0	0	0	TRUE
NM_001004601	395757	153153	1.36964124134004	1.12146778962671	273.450842978527	0	0	0	TRUE
NM_001003622	2589	63827	-4.62369996940864	-4.87187342112197	-271.244287688195	0	0	0	TRUE
NM_180965	3176	64746	-4.34950824843473	-4.59768170014807	-270.361471674634	0	0	0	TRUE
NM_199428	406120	161369	1.33154262229283	1.0833691705795	269.378313275463	0	0	0	TRUE
NM_001109866	2601	62245	-4.5808196490134	-4.82899310072673	-267.484175183411	0	0	0	TRUE
NM_001034986	73900	2380	4.95654088572557	4.70836743401224	266.260500555952	0	0	0	TRUE
NM_201318	81542	196961	-1.2722947440318	-1.52046819574514	-265.892456302804	0	0	0	TRUE
NM_213130	113593	15310	2.89132774569117	2.64315429397784	265.078590077515	0	0	0	TRUE
NM_001130697	138693	24989	2.47252990048315	2.22435644876982	265.063220779098	0	0	0	TRUE
NM_201477	9010	76386	-3.08370923468318	-3.33188268639652	-265.016771476669	0	0	0	TRUE
NM_001100032	69887	976	6.16199916025139	5.91382570853806	263.908995063829	0	0	0	TRUE
NM_001099239	135769	24321	2.48087965405106	2.23270620233772	262.856894571793	0	0	0	TRUE
NM_213192	72206	457	7.3037807481771	7.05560729646377	262.589531104324	0	0	0	TRUE
NM_001256780	3068	61139	-4.31672256749614	-4.56489601920947	-262.334832738418	0	0	0	TRUE
NM_201336	69656	177363	-1.34838554437072	-1.59655899608406	-261.461074190603	0	0	0	TRUE
NM_001110403	1306401	765505	0.771114094313234	0.5229406425999	257.608814255242	0	0	0	TRUE
NM_173222	64672	165828	-1.35847449401362	-1.60664794572695	-253.962983567803	0	0	0	TRUE
NM_212603	382633	156220	1.29238213786158	1.04420868614824	253.7281392891	0	0	0	TRUE
NM_001115114	32758	116149	-1.82605755034604	-2.07423100205938	-253.01045254555	0	0	0	TRUE
NM_001004639	140530	28732	2.29014782057938	2.04197436886604	252.804452337944	0	0	0	TRUE
NM_212909	16270	84740	-2.38082887769136	-2.6290023294047	-248.784939869718	0	0	0	TRUE
NM_213279	235621	76274	1.6272048613954	1.37903140968206	248.039142744935	0	0	0	TRUE
NM_183074	128337	24850	2.36861940745565	2.12044595574232	247.478620622677	0	0	0	TRUE
NM_001076559	150275	34498	2.12302038997549	1.87484693826216	247.086152923031	0	0	0	TRUE
NM_130948	22451	94488	-2.07335141221018	-2.32152486392352	-244.682498393258	0	0	0	TRUE
NM_001077355	84104	187309	-1.15517389918534	-1.40334735089868	-244.228077722185	0	0	0	TRUE
NM_131335	235241	77637	1.59932325193474	1.3511498002214	244.005085580243	0	0	0	TRUE
NM_198140	390617	166588	1.22947025661345	0.981296804900119	243.56527806887	0	0	0	TRUE
NM_001076652	535035	256626	1.0599659262199	0.811792474506565	242.93620184009	0	0	0	TRUE
NM_130939	6925	62293	-3.16918407730097	-3.4173575290143	-241.85029493209	0	0	0	TRUE
NM_194400	62505	2529	4.62733265864783	4.37915920693449	241.121937709714	0	0	0	TRUE
NM_131081	72444	5703	3.66707326916417	3.41889981745084	239.361146507217	0	0	0	TRUE
NM_131109	63631	215	8.20924932456084	7.96107587284751	237.747723374541	0	0	0	TRUE
NM_001017603	60194	2418	4.63773353991579	4.38956008820246	236.756964205851	0	0	0	TRUE
NM_131059	290323	111495	1.38067985598403	1.1325064042707	236.013522246295	0	0	0	TRUE
NM_001030247	22838	90911	-1.99301855280986	-2.24119200452319	-234.948939107142	0	0	0	TRUE
NM_205613	16651	79457	-2.25456550062442	-2.50273895233775	-234.407626543944	0	0	0	TRUE
NM_130922	42164	121967	-1.53240721413519	-1.78058066584852	-234.19073799965	0	0	0	TRUE
NM_001114586	57664	2025	4.83167710315419	4.58350365144085	233.968653608024	0	0	0	TRUE
NM_001013533	63633	153060	-1.26625026010718	-1.51442371182051	-233.686077271251	0	0	0	TRUE
NM_001083105	54987	615	6.48236035700769	6.23418690529436	233.444871456335	0	0	0	TRUE
NM_213278	211240	68913	1.61603497754493	1.3678615258316	233.394874817051	0	0	0	TRUE
NM_001077535	54952	140463	-1.35394625889832	-1.60211971061165	-233.24681451209	0	0	0	TRUE
NM_001301359	84614	10888	2.95815741549884	2.7099839637855	231.856367690768	0	0	0	TRUE
NM_213364	179908	298745	-0.731655226783168	-0.979828678496502	-231.831230457177	0	0	0	TRUE
NM_199986	238296	84278	1.49952675177548	1.25135330006215	231.417785936589	0	0	0	TRUE
NM_131513	63353	151098	-1.25399972141083	-1.50217317312416	-230.794103466579	0	0	0	TRUE
NM_001044959	7440	58892	-2.98469714251293	-3.23287059422626	-229.687469624719	0	0	0	TRUE
NM_001002378	315995	129687	1.28486786163014	1.03669440991681	229.186040507174	0	0	0	TRUE
NM_200029	172105	50183	1.77801838673002	1.52984493501668	229.074303071047	0	0	0	TRUE
NM_200298	4419	51621	-3.54616625332713	-3.79433970504047	-228.98519964929	0	0	0	TRUE
NM_001145554	6023	55376	-3.20070668258245	-3.44888013429579	-228.875700745671	0	0	0	TRUE
NM_201484	84010	11213	2.90538874914149	2.65721529742816	228.609955094988	0	0	0	TRUE
NM_001079998	7857	59398	-2.91836388909535	-3.16653734080868	-228.551649168511	0	0	0	TRUE
NM_001142543	92794	14563	2.67172394113043	2.42355048941709	228.196173650561	0	0	0	TRUE
NM_001080033	159324	44690	1.8339396558311	1.58576620411777	226.251583860067	0	0	0	TRUE
NM_001044779	1835	44176	-4.58941082485749	-4.83758427657083	-225.402800657226	0	0	0	TRUE
NM_001033595	465484	224194	1.05398391065038	0.805810458937047	225.126000561428	0	0	0	TRUE
NM_001004674	233207	84051	1.47227420428991	1.22410075257658	225.006445150884	0	0	0	TRUE
NM_200881	234500	84825	1.46702649269176	1.21885304097843	224.867210294047	0	0	0	TRUE
NM_130926	66969	152329	-1.1856252939192	-1.43379874563253	-223.823102820747	0	0	0	TRUE
NM_182882	50332	625	6.33147592612319	6.08330247440986	223.712839211435	0	0	0	TRUE
NM_001044324	573256	298522	0.94134229303851	0.693168841325176	219.208133784258	0	0	0	TRUE
NM_130995	66405	148662	-1.16267214305265	-1.41084559476598	-218.438914894341	0	0	0	TRUE
NM_001017824	60607	4894	3.63039842548616	3.38222497377283	217.964474040374	0	0	0	TRUE
NM_213510	77761	163360	-1.07093609421435	-1.31910954592769	-217.533723023981	0	0	0	TRUE
NM_131047	17638	74463	-2.07783676057388	-2.32601021228721	-217.456284421395	0	0	0	TRUE
NM_198876	56309	3976	3.82397586806639	3.57580241635306	214.789459413734	0	0	0	TRUE
NM_001003501	81134	12565	2.69089594547022	2.44272249375689	214.349454530883	0	0	0	TRUE
NM_131002	139434	38437	1.85901475157569	1.61084129986235	214.06536052192	0	0	0	TRUE
NM_213515	123460	30811	2.00252628419855	1.75435283248521	213.979948215748	0	0	0	TRUE
NM_001080580	56599	4165	3.76438816281685	3.51621471110351	213.951469056637	0	0	0	TRUE
NM_001015060	359812	164605	1.12823514298701	0.880061691273675	213.350072072633	0	0	0	TRUE
NM_001013520	46777	371	6.97823634166241	6.73006288994908	213.299157523455	0	0	0	TRUE
NM_001128529	15530	69027	-2.15210295458441	-2.40027640629774	-213.288235418246	0	0	0	TRUE
NM_201475	228008	86087	1.40521714661167	1.15704369489834	212.754368494216	0	0	0	TRUE
NM_213113	185972	63637	1.54714769478758	1.29897424307425	210.452098200321	0	0	0	TRUE
NM_131189	21149	77777	-1.87875413927901	-2.12692759099234	-210.356928485828	0	0	0	TRUE
NM_200096	10785	58881	-2.44877599698198	-2.69694944869532	-210.241875527346	0	0	0	TRUE
NM_001013273	15577	67296	-2.11110334603643	-2.35927679774977	-208.475340177432	0	0	0	TRUE
NM_001077806	6607	49424	-2.90314452625036	-3.1513179779637	-208.024978199165	0	0	0	TRUE
NM_200259	8497	53385	-2.65140896356848	-2.89958241528182	-207.801583760928	0	0	0	TRUE
NR_138543	122267	32313	1.91984846693033	1.671675015217	205.836903117883	0	0	0	TRUE
NM_214714	446535	224943	0.989213787714956	0.741040336001622	205.05762719785	0	0	0	TRUE
NM_001312870	95281	20174	2.23969139207528	1.99151794036194	204.789278111236	0	0	0	TRUE
NM_001044996	60588	6679	3.18132806388956	2.93315461217623	204.291366599121	0	0	0	TRUE
NM_001100144	45064	209	7.75232862415867	7.50415517244533	204.132775964094	0	0	0	TRUE
NM_201468	306650	136639	1.16622362931155	0.918050177598212	204.087875443276	0	0	0	TRUE
NM_001080041	20086	72888	-1.8594910252671	-2.10766447698043	-202.467131203813	0	0	0	TRUE
NM_001006096	48812	3214	3.92479403112713	3.6766205794138	202.05609713782	0	0	0	TRUE
NM_001288658	2055	36808	-4.1628090625342	-4.41098251424753	-201.998699258001	0	0	0	TRUE
