	DMSO_egg	DMSO_1cell	DMSO_4cell	DMSO_64cell	DMSO_sphere	DMSO_shield	NAI_egg	NAI_1cell	NAI_4cell	NAI_64cell	NAI_sphere	NAI_shield
NM_201579	8.897746924069999	8.870059435189999	8.52502966082	8.10537260255	8.40071796008	8.96805156575	9.07186164888	9.0339081927	8.597454955169999	8.10611000592	8.25680896768	8.8835227921
NM_201577	6.71096143657	6.28623005773	7.230116355610001	7.41816226906	7.32744349632	6.93539267937	6.58902529816	6.739620496560001	7.27635438123	7.467870098530001	7.060210509	7.008534300630001
NM_001080173	1.8964701435	2.1331942697599997	2.09313065562	2.6076832439	1.8704604143799999	3.5639967363699996	1.9911036474400001	1.85888324033	2.32238440115	2.87755393203	2.34821709945	3.14606590612
NM_001080171	0.9919497332549999	1.3820564011899998	1.79134760185	2.0587862797599996	2.4521176803099998	4.00235858867	0.799054402115	1.73131818707	1.8797446022400002	2.2659446229299998	2.24913912311	3.98243817229
NM_001080170	4.60792121982	4.9211027217400005	4.74483431524	4.54753185758	5.18123957958	4.30694178	4.43157087299	4.89915143319	4.74678370538	4.51856154869	4.99108742266	4.73147694587
NM_001080177	2.9867429534900003	3.46412990453	3.8774747119699997	3.9100644203300003	4.237795590169999	5.23627388972	2.8230569184	3.65136381354	3.76919223833	4.02604818487	3.8023891459800003	4.65588352002
NM_001080176	8.70989974493	8.466107613710001	8.52309081323	8.594271967080001	7.14629359563	1.766332288	8.674811099269998	8.49326870245	8.6236161896	8.622778336289999	7.56727724236	2.5778023919999997
NM_001012389	0.488829254572	0.592967855689	0.6988059619670001	1.03694857202	1.22285506219	2.7722929359099995	0.42806581737300003	0.7313188654449999	0.710087316488	1.3827616977500001	1.62906730211	2.82604744918
NM_001080174	3.4256786533	3.94963578371	4.614518492609999	4.63763710218	4.53659712296	1.3812986761200001	3.4509255317500003	4.41087191476	4.595951482169999	4.65595505229	4.34038621672	1.5298932237
NM_213395	2.3872144042700003	2.7343035855299997	3.33381771676	3.37550858901	2.24287164258	1.79207108795	2.32445947751	2.87871699431	3.2660383515799998	3.5620495890099995	2.07089137027	1.6155544929700003
NM_001012386	0.39368691892200003	0.895769703239	0.517566225941	1.04512522923	6.07322073222	6.7959373351400005	0.43132709802599994	0.52528632086	0.537668939999	1.98124483657	7.25060752025	6.97085813141
NM_213397	0.306067208264	0.341697544974	0.535337664161	0.586041453423	0.700501931775	2.5796555320900003	0.408218878751	0.48685255111500003	0.5484962207680001	0.5823513596559999	0.721050703732	1.4923721874
NM_001012384	3.3358953425999998	3.9020552965900004	4.57214810084	4.460543910919999	4.638461907719999	2.18319703298	3.14585684049	4.09769943632	4.32170362621	4.33399566421	4.51855607172	2.1024887430900003
NM_001012383	4.54232935417	4.54128761575	5.07685210205	5.10312113289	5.118676178219999	1.14352962901	4.6886708383	4.86890196177	5.34347750935	5.284887777200001	5.1354205555300005	2.24649538196
NM_001012382	2.8600589511799996	2.57477012039	2.63969155756	2.7852063436	2.9474660684200003	0.537685869192	2.50986370016	2.7884877647799997	2.86217253556	3.0906999709500003	2.9557909254799997	1.34511675903
NM_213393	5.01711766436	4.96646132599	5.4977614816900005	5.8699622602999995	6.127665988080001	5.42612180781	5.17529284869	4.99742670047	5.457014202080001	5.8981495737300005	6.2544935188	5.49285306222
NM_153659	5.18523548785	5.34526373361	6.26988507984	6.98768963407	7.996849575950001	8.29480975341	5.3182818056	5.72239201701	6.699761301030001	7.47236388217	8.212856445589999	8.74466176828
NM_153658	0.7202397759899999	0.955826523969	1.21384173869	1.17603003074	1.4704475556799999	0.22793904642700002	0.552410331679	1.0291040586700002	1.23992412401	1.0796842169499998	1.23469161541	0.29505856019
NM_001193381	3.5614615078900003	2.99754902233	3.5061396866800005	3.9549640594199995	3.7972773127199995	3.3449385090599995	3.6694601683599997	3.4828167329000004	3.73137605564	4.075436487019999	3.7822620096199997	2.96464875314
NM_001013536	9.14889202959	9.00745536766	8.57593197286	8.31740657193	7.839339510089999	6.236140733119999	9.17759773015	8.85003204583	8.47938223241	8.08651541609	7.995650904780001	6.740802928940001
NM_153653	2.4214318976499998	3.54826538055	4.0898022317	4.68095256551	4.5327169614	2.0306201976700002	2.46679496139	3.33252543754	4.35063606808	4.93010970655	4.52573916418	2.6548325052
NM_153652	0.555107784804	0.5182701449620001	0.9765786428290001	1.1565638292	1.15107163015	1.34871787397	0.595966106194	0.734027141338	1.17988921235	1.3204468309100001	1.11871897387	0.988502613911
NM_153655	5.70105421539	6.0250748409899995	5.64037997804	5.64636557247	5.552992165680001	5.84293201235	5.84031027725	5.92134467265	6.23256528233	6.17337802574	5.79015415009	6.034916448169999
NM_153654	0.909457787553	1.1330090163600002	1.90748004428	2.14359943022	2.2485536903	0.41027181557899994	0.860905720709	1.33244171245	1.75920749914	2.12459434477	1.7199216820599996	0.700892694148
NM_001351662	1.26346454594	1.48282039841	1.98388323698	2.02759515712	2.33775936181	1.23733464577	1.25987123373	1.79888801785	2.09621380925	2.1893108395299996	2.23933175607	1.3728622559
NM_001002037	5.74886000028	4.62491897993	6.06989962987	6.65838718036	6.68275302048	6.208764159969999	5.6454016938	5.78125184885	5.994861026540001	6.393863002030001	6.4383288371	6.27059676804
NM_001013534	3.40990982163	3.6707402574800003	3.12873848047	3.10302066175	3.18397083069	1.06325079377	3.32994865653	3.37352214698	3.1955667641400005	3.1598447798900002	2.95839087482	1.1909976511799998
NM_001044768	2.01908506192	2.74296984843	3.4800083166300007	3.51348763484	3.9705479518	3.82573062565	1.9321598664200001	2.92417753773	3.4328174440400003	3.31051421033	3.82331961896	4.185802981869999
NM_001044769	3.12395230666	3.3174448659799998	3.77593906577	3.85864528883	4.05242703492	2.9298918247099994	2.89180239449	3.33061161035	3.66979478945	3.92430481867	3.92753779261	3.0537446312700003
NM_001044766	1.6083717207600001	0.938742035237	1.3945909038799997	1.78738174822	1.4786344091999999	0.239203180876	1.79491181008	1.55062707434	1.62074463155	1.46914381317	1.26249645086	0.34725536126
NM_001044767	7.11895451121	7.03113039398	6.372753046230001	5.988620235599999	5.45058833633	3.7691336016	6.9607591197500005	6.51328529633	5.90117974398	5.4617585658	4.5633270945	3.47412046773
NM_001044764	3.38382751857	3.29942232264	3.5861599168800002	3.6299840155300003	2.88980044592	0.441902527145	3.3316748734	3.1729117602200003	3.6734697472500004	3.75845821931	2.94860586712	0.656086516628
NM_001044762	5.33596637584	5.2370521307999995	5.4443407953400005	5.10173066321	5.18819669309	4.20780341921	5.10921892404	5.27920583395	5.14572473611	4.75599939394	4.48529837056	3.27986696324
NM_198803	0.554117065465	0.502128057893	0.466316918355	0.506303153216	0.557028799859	6.349304978069999	0.549727256459	0.5609490865169999	0.580265835003	0.776227560368	3.41024008318	6.95011816033
NM_001013530	2.3566948901900004	2.43977927065	2.80050010487	3.08123430563	3.8063352760300004	1.95967130366	2.18224907746	3.0716491274	2.86495296741	3.27259697782	3.7144100915800005	2.37541831782
NM_001079665	3.0480271115400006	3.5472093574	4.25769414101	4.20869544262	4.01799581134	1.31594423561	2.9623230125599997	3.6632267175199997	3.97831414246	4.44091895317	3.8773019799800004	1.32467527119
NM_145118	5.483837010169999	5.57772187339	5.9862362647000005	5.58956279936	6.58731387765	6.06829576503	5.5740156593400005	6.1623129696	5.89837337077	5.569841168709999	6.00439515347	6.16916166962
NM_001309803	0.6100380610320001	0.657920330392	0.951715104537	0.970692201112	0.888183516256	1.26893523624	0.798064273526	0.9127461207500001	1.01413484119	1.09306172177	0.6952549687440001	0.989420842738
NM_131461	0.520157284837	0.40076611750200003	0.332884211862	0.2997067988	0.319202174545	1.1631828218	0.559371824471	0.48798089331200006	0.436071061118	0.47188947000299997	0.5666290478279999	1.15971442684
NM_001017609	1.7289165881400002	1.4851061110600001	3.2629154763	4.19035454669	3.73551113308	1.38692564481	1.8362592661400001	2.62710716628	3.0439290722099996	4.1235873217500005	3.8372212727599995	1.6205531446700001
NM_001017608	2.70344132759	3.0998798585400005	5.65540431903	6.623972541640001	6.2570951777	6.013240977000001	3.00657770862	4.6236481520099995	5.53838359066	6.807111363860001	6.4743568508800005	6.04637939213
NM_001017604	4.9185310200800005	4.9212116226	5.214980282119999	5.22490961748	4.09177125174	2.2632974666	4.80415048304	4.889211034080001	4.99892091018	5.06381002195	3.7893927045	2.18124247212
NM_001017607	3.54388136675	3.9602958536800004	3.89278976308	3.69231387379	3.42052262991	0.654994982483	3.81270476573	3.99454292921	4.13629009695	3.77878018439	3.3696477035400005	0.950995341724
NM_001017601	5.61845087427	4.8064934173000005	6.38652481543	7.02763311108	6.454478915	7.335711687330001	6.05275259709	6.2419871340699995	6.78122602729	7.48321522109	6.64181002405	6.8697869124599995
NM_001017600	4.48843515667	4.81855275873	4.958367154049999	5.22368560417	5.00479556231	6.786863735700001	4.602078595169999	4.62300047841	5.14170618285	5.3209484089	5.07661205839	6.313400572869999
NM_001017603	3.1744957333099997	3.49394680861	3.6452499029400003	3.11387714428	3.63045283069	7.6592329890799995	3.4444281508	3.93856159584	3.29749831078	2.9495179481	3.06786528006	7.1001725346399995
NM_001017602	1.71940786466	1.20202795563	1.02791812643	1.13431969877	0.642453961533	0.481397627574	1.60766477614	1.31462669891	1.36887997534	1.21059663644	0.80970964036	0.580113787478
NM_001171029	3.5272466816100003	3.6542342046300007	4.10939074896	3.9138055741800004	4.39240438574	1.51118508051	3.41615484135	3.80677203512	4.55056209204	4.1583720369999995	4.05033795898	1.36002943285
NM_001098392	10.03236312	10.1715185073	9.752277695539998	9.335443205	9.86610117459	5.525979117009999	10.167568210599999	10.274856909299999	9.82598048603	9.02954161511	9.76102024947	7.20516304783
NM_001113342	3.80130978795	4.22792514837	3.40092192615	3.02078840218	4.1328483800199995	3.7517987964499997	3.4971836908599996	3.74525691986	2.8585641502	2.96615557417	3.58043585539	3.00220360473
NM_001098390	0.28434486467500003	0.49241639404	1.2196051141500002	1.9258576982599998	2.26083562192	2.5245776992200004	0.24999593125300001	1.04616468936	1.6773880168000002	2.5864757032	2.16345662907	2.4266322879700004
NM_001098391	1.3824688448500002	1.44153887778	2.35415602481	2.77564968855	2.7585977259099996	1.83263609428	1.44208106833	1.70998912977	2.3749654524	3.1223513054	2.7905249661299996	1.7781366538799999
NM_001080689	3.8872977667699997	4.24692023633	3.4355664438700004	3.25090767425	4.0175026983899995	2.9381630057700003	3.27633825853	3.21243311206	3.20877197486	3.01580424472	3.63974330237	2.91977979061
NM_001080684	3.3263015924299997	3.5033148884199994	3.79689596996	4.22947222991	3.3717823814599996	3.3056192411299996	3.2627918125	3.33349097339	3.7942592105800004	4.21092049727	3.4935347689699996	2.38979010174
NM_001080686	5.771126874	6.2021570523800005	5.86166911834	5.5692550592	5.42950292258	3.60783756192	5.70842264665	5.22220686727	5.89454656857	5.51392781957	5.44350594879	3.95555966508
NM_001080683	4.31353483138	4.361205603769999	5.08824931797	5.251872730390001	4.9334293583	4.5334704087999995	4.3626960506	4.8755527588800005	5.24066686983	5.40973814681	4.94157251257	4.14884310087
NM_212694	5.72558728151	5.38603708852	5.61761152397	5.39296633395	4.92428604943	1.61932044937	5.58435515397	5.63640895092	5.598034886460001	5.2782886608599995	4.9060445859	1.6746954237600002
NM_001076749	2.7269394346799998	1.96935252178	3.28437202298	4.21464772684	4.08297027533	4.479236912609999	2.57920675135	2.63482331273	2.8726722295599996	3.1139360432300003	4.36583260893	4.5630584496
NM_001102621	4.23113979342	4.21742637005	4.55603893644	4.40157095795	4.1811219112	2.58067451509	4.388443544709999	4.47847988612	4.52693113496	4.6756590755400005	4.1406884026499995	3.3226095581299995
NM_212692	6.896274696439999	6.88315222518	6.49143483676	6.283210628200001	6.48244699837	6.11663238246	6.87909071656	6.9063881916	6.923870126719999	6.60062929377	6.60814528717	6.7194061319500005
NM_212691	4.7607605002	4.975039547130001	5.672543781290001	5.8967097833399995	5.97017022443	6.99159382945	4.67656461155	5.22789241385	5.53846897755	5.58267750194	5.7134674173599995	6.53696957739
NM_001282139	2.4793960766	2.54497071955	3.22255757626	4.05642697959	3.2546743599299996	1.7866934181999998	2.7135197758999996	2.7974393791	3.49020248616	4.27077812809	3.72848963263	1.96859524538
NM_001003781	4.18447594242	4.22684418324	4.76547623962	4.94178898611	4.910225827340001	1.5527697390700002	4.2380071067500005	4.75554448924	4.67821388326	4.61854026734	4.83956689429	2.00884783231
NM_001003780	4.57867160296	4.39793352963	4.39261734401	4.292484587	3.9323661699800003	2.8748358466900004	4.12110114177	4.36107366416	4.08107149233	3.9872885572400003	3.6637025748400003	2.2986631198299996
NM_001020598	4.14855427361	4.3958574902	5.1867441022800005	5.52266736076	5.68398297215	6.08214814427	4.00756119241	4.9215856786800005	4.90759513073	5.45140295725	5.587265936690001	5.80395394867
NM_001003784	5.21951257813	5.346751316140001	5.4227161565	5.30203481595	5.30241413115	4.66143514323	5.0502965066300005	5.36179657352	5.51043250637	5.5648408404900005	5.6180345124099995	5.298805220219999
NM_001044837	4.86610123311	5.92201900912	6.1748905272300005	6.17129170143	6.097038486490001	2.70936192978	4.51786462364	5.84680605507	6.410950133459999	6.1309957951100005	6.10149781189	2.7382338868400002
NM_001044834	0.385180937961	0.338396371024	0.47590230882	0.5621168550600001	1.0061972939100001	2.4883437829400004	0.419688364951	0.36510215886799996	0.48226891962800006	0.596630718068	0.7475327820190001	2.0543194835599996
NM_001202541	0.293297882485	0.613634255624	0.567167439462	0.6110116787950001	0.8798303560299998	0.26715125958700003	0.330989648513	0.958466847333	0.664897598239	0.8172620792990001	0.88792382846	0.21206428926800003
NM_001044832	2.39765595873	2.36475080832	3.2471673687299996	3.7198618522300007	3.27289789314	4.461708002780001	2.24074105208	2.71383724619	2.86839871625	3.39716781959	2.9985026297900004	3.97374664633
NM_001044833	1.7962496783500002	2.68801460898	2.87297483684	2.9042195376	3.59287640655	5.507845829380001	1.7831930308900001	2.7400660187299994	2.87050283522	3.03626761093	3.1874687491600002	5.15071889124
NM_001045419	5.8700585383899995	5.96795161139	5.39343971072	4.79294146813	5.0770973395	4.4416526884500005	5.871848560169999	5.7322503758800005	4.86661906282	4.30119563373	4.5416125330199995	4.07294729944
NM_001076744	0.766945171981	0.938729937634	1.4029714953499999	1.7156240979799997	2.05633750635	0.424989684249	0.590141660626	1.09590057514	1.3342680822600002	1.67359322398	1.9438293276700003	0.823223914127
NM_001045416	1.7236438102	1.2641090594600002	1.79429555692	1.9243735865	1.90211720815	2.6212935720900004	1.6978680430200002	1.41935665831	1.9644248502400001	1.9766713507099998	2.2315991179	2.5496172703
NM_001045414	1.11319585755	1.41368817905	1.97212840243	1.9224487970900002	1.3700759529799997	0.555660198861	1.02401412371	1.8614280267099999	1.85469899338	1.8899584146500001	1.48179375541	0.47755528328100005
NM_001045413	1.12772845623	1.7119602776299998	1.84287772348	1.92253328357	1.9131204467900003	5.49114846285	1.0387210925	1.08873747453	1.71484809163	1.9916834445400002	2.01298347975	4.71831784291
NM_001045412	5.2741056695	5.46829312798	5.3427176518	4.95828757149	5.01327344077	4.908453065480001	5.13633848836	5.385874873740001	5.06030251469	4.61707531021	4.76015709826	4.510914576459999
NM_001045410	1.64356545775	2.03139005964	2.65819413104	2.92263304049	2.9432574627499997	2.75647551396	1.57171260604	2.2009024935599997	3.08150243588	3.53196907494	3.4147112416400005	3.16971735348
NM_001007448	0.7938325719789999	0.954804906927	1.33015979609	1.3914727237600002	1.41125601255	0.933759118739	0.7577724685289999	1.14892744012	1.32476555933	1.43972661451	1.41230380197	0.870127495955
NM_001007449	2.9717207672900003	3.6441565252900006	4.288214182869999	4.34742731543	4.546681862280001	1.5924491792700002	2.81362188889	3.87227508888	4.12919680475	4.35072807729	4.3623286965900006	1.97311786635
NM_001007442	4.18464688916	4.89642921338	5.71798624324	5.4138666331300005	5.99619590053	4.274815919090001	4.24376762117	5.410482447250001	5.45988757212	5.546239362990001	5.828005779830001	4.449310888069999
NM_001007443	0.597091984857	1.1119938941299998	1.45130176176	1.69155474631	1.7844763685099998	0.6070803134030001	0.531499402325	1.09734239284	1.41363128494	1.85659941809	1.58211838201	0.607436682406
NM_001007440	3.51053742013	4.05420374555	5.94707382699	6.379894747280001	6.144426253659999	2.26424727091	3.6864945925300003	5.24635974453	6.01127196773	6.5146599924199995	5.77994816243	2.9470764855900002
NM_001007441	2.9294962037	2.9050485466400002	4.38623320861	5.02691309003	5.12065291023	4.96713825557	2.9331609603500004	3.8767564382099997	4.40570509425	5.16326599968	5.25331644189	5.052883066050001
NM_001007446	6.18147919345	6.16805742619	6.07310112221	5.99111218209	6.11198698533	6.5155950962	6.2284698047300004	6.17857999435	6.3709498427	6.18143293584	6.12566602055	6.7444835224599995
NM_001007447	2.56963180163	3.0667212772099997	4.21107100427	4.529402664	4.09197454676	1.26883009466	2.58691797552	3.6352398955800003	3.98372588291	4.302000258450001	3.79720171487	1.36405491236
NM_001007445	4.2072217488999994	4.0490056736	4.01286056542	4.24821831455	4.3422479556499995	3.51228339105	4.30373564089	3.9125853672800006	4.31219494461	4.27310601526	4.53669938775	4.2496834763199995
