	DMSO_egg	DMSO_1cell	DMSO_4cell	DMSO_64cell	DMSO_sphere	DMSO_shield	NAI_egg	NAI_1cell	NAI_4cell	NAI_64cell	NAI_sphere	NAI_shield
NM_001326468	1.6497246320200003	2.50520251247	2.58834185699	2.8518546249	2.71607221315	2.7888801214599996	1.7096848253	2.4125062875	2.6676609929799997	2.9739959878400004	2.67881478773	2.5710117432
NM_001122972	3.7944385482699996	3.4432728478	2.7440871336900003	2.54616327858	1.68679420995	2.90373730755	4.00249359754	2.67411813551	2.73931229482	2.50080091544	1.8325722221599998	2.0493017086000003
NM_001326460	2.1031622042900002	1.76248730601	2.46068705335	2.44798368733	2.46936752199	3.6486349537000002	1.9662580307799997	2.2393678290400003	2.50137962964	2.506988648	2.51574683616	3.5944125796199997
NM_001044334	3.5053948081599997	3.0358833301300003	3.21190704199	3.4665223983800004	3.1418910821900004	2.05674442427	3.1223569057700002	2.93178966236	3.3310440977900004	3.6142848829100003	3.3022170948400005	2.05769939006
NM_001020566	1.31145878186	1.3993593286100001	2.35792269993	2.7257083591500004	2.1143595441	0.8346297596760001	1.32519108576	2.03157761898	2.2973052596200003	3.10409987475	2.26261769981	0.7979635235789999
NM_001020567	3.635936798	3.95922859945	3.3954265796900005	3.3126799820599997	3.83348767141	2.7730838006700003	3.49950897107	3.7661152413599996	3.49853767476	3.3555401932700004	3.6313381475099997	3.2592266266000003
NM_001020563	1.3191863541700002	1.49086073523	1.50148472481	1.6171312458200002	1.1098029836399999	0.6815913476809999	1.17621133719	1.26615279807	1.60495833646	1.75126484909	1.3807686555599998	0.516120693229
NM_001020560	0.243940996952	0.2574926132	0.47717421518700004	1.2720707279	1.09342990264	0.35802588233800003	0.20745900845100002	0.332332164215	0.623594444978	1.4118285253799998	1.62058725354	0.583510109547
NM_001020561	3.51659123991	3.0913535692000003	4.46377430395	5.74320042755	5.671856769980001	3.29012251703	3.47469885763	3.78335262276	4.55184331395	6.0563389021	6.051613587389999	3.7756186696699996
NM_001020568	3.4260661393199996	3.7366369499900003	4.33437666927	4.32788666704	4.7535583896	1.63062679695	3.4056704285299997	4.17757073841	3.9171886825300004	3.9206114372199994	4.34397452489	1.8855575639099997
NM_001020569	0.65690200904	1.45993785912	2.3700701370200004	2.8670773321599996	2.5829487702200002	1.0631871790799998	0.593219647123	1.70318190581	2.3855012330700003	2.7638767321599995	2.39013549368	1.3138738410100002
NM_001030283	0.807976305971	0.7183800123090001	0.737088883071	0.7980250565479999	0.535530238703	0.5456596040789999	0.862574663407	0.732514774011	0.659661661766	0.5275486124059999	0.368056909349	0.38818219937299997
NM_001030286	4.28292866328	4.35654424017	4.80109440873	4.4871538731900005	3.5848687147300007	0.547018678851	4.31040776266	4.76088126327	4.6404476638	4.32241036365	3.56736718369	0.460121397621
NM_201127	2.33633781536	2.9904570596599998	3.0687420291	4.29655564791	4.29091363242	3.0434175292699996	2.16486385886	2.1661454025099998	3.59790691621	4.93902693635	4.84484213986	3.19110985108
NM_001030284	6.61822480551	6.636115929880001	5.9077078374	5.4941645993599995	5.85574017048	6.33216306128	6.73136414472	6.62665532088	6.20970066256	5.89915349153	5.9332962471899995	6.46142103985
NM_001030285	6.612427962180001	7.15813381037	6.7855310382	6.39447239145	6.917891943280001	3.7219081276	6.50141893561	6.68900444082	6.365406051819999	6.02972023659	6.4159005497	4.1938765168000005
NM_001102647	5.9883776751	5.7757022003600005	5.770448581779999	5.6034196950699995	5.86051336221	4.325732979940001	5.88902683954	6.04117105523	5.92378243039	6.0734845890299995	5.88770227431	4.778032105019999
NM_001102640	5.23662386194	4.9761310949599995	4.61400022222	4.51891991243	3.68859555609	4.04808886263	5.37037975452	4.19538959175	4.79097457085	4.69010901007	3.9596075316300006	3.5790589939699995
NM_001030253	1.8538719928599998	2.39100195293	2.75876555005	3.03720659606	3.18035016926	0.436345117328	1.93459555366	2.58786525527	2.76732551801	3.1125502750400003	3.06380522597	1.14182567494
NM_001089474	1.4653442384200002	1.07154853802	1.0275355797	1.00613137878	0.713653965159	0.18428320003600002	1.26076927077	0.855497539034	0.769520046472	0.6828047275	0.691859373201	0.288858291726
NM_001099984	2.4441178063	2.0677903067	2.79827061378	3.04844152167	3.30940368138	1.0869247715	1.91113498214	2.16282875778	2.61841591608	2.69041129706	2.85995867892	1.3865335288999998
NM_001099985	1.03067288203	1.19076314291	1.8423396270200003	2.1707041739200004	3.36630656245	0.922831956308	0.902895795618	1.83460922075	1.86291027857	2.3739880053799998	3.0621573818199996	1.2367914536
NM_001099986	4.54364860009	4.5900715201499995	4.47132148526	4.49036914429	4.2227312786	3.42476662186	4.85439163954	4.49081247379	4.97486354917	5.33890742215	4.65959325685	3.35243015893
NM_001030252	5.72401568934	6.0090219228	5.43894444527	5.06271656223	5.120655998169999	4.60953154249	6.1138551704	5.715935912180001	5.4233228560899995	5.09643946764	5.12024569084	4.9815514063099995
NM_001099980	2.88425719243	3.01048482658	2.8990504917	2.6766505667800002	3.44107397139	2.84573750194	2.43050726997	2.48727613353	2.4943073942700003	2.58255453737	3.8145909532199997	2.84851560333
NM_001320378	0.356613176309	0.405897009323	0.42735043172799997	0.49888418679700003	0.517071761022	0.678590839675	0.400895502613	0.418744530139	0.466448928903	0.495891446039	0.361172049742	0.46979747791000004
NM_001099982	2.6876125438200003	2.92090019829	3.9195053103199995	4.4057539619699995	4.20779760056	3.37796865559	2.5599990192099997	3.33172590491	3.79791479895	4.34177495002	4.032333820290001	2.89284096486
NM_001030255	2.622510183	2.54950864448	3.07533619231	3.8169724875199997	4.10113703273	4.64520950947	2.89108010332	2.8023462996900004	3.9028588711800003	4.4757410503	5.21823519851	5.10988718024
NM_001099988	0.452347901782	0.455397894586	0.648274674661	0.635805834623	0.823066279498	2.9445888759900005	0.551478023451	0.5332785184059999	0.733372079752	0.545369528781	1.3961595280399999	2.90194009413
NM_001099989	3.4402424932599995	3.7338360349400004	3.9580254176	4.10552159859	5.435463041749999	5.902162440030001	3.0429342803	3.9950933748300006	3.6569959740699995	3.93368923195	5.14569199334	5.77859497716
NM_001024220	2.73478576753	2.78891378329	3.19450653729	3.0105268139700003	3.60229849179	3.35659422255	2.75302438153	3.19575701869	3.01705666862	2.9829132678400003	3.40920360326	3.2822172818
NM_207074	4.448836148080001	4.49513530635	5.95610504059	6.838101179520001	6.27737467717	4.99818813889	4.42950589959	5.30492438134	5.95449744227	7.05193607021	6.631579659480001	5.4563366997500005
NM_207077	1.6048008454700002	1.3178183597	1.7911532221000002	1.44898143985	1.6287533339700002	2.05885649775	2.35743469696	2.49234434638	2.39068929221	2.36334040457	1.9306952401299997	2.5752702338
NM_001277930	1.04074644846	1.16057546722	2.13846561587	2.70971781617	2.7115657516400002	2.9445474243799996	1.11601110452	1.63940122619	1.9389220774	2.8343051855900003	2.8671770467199997	2.6180639912
NM_207071	5.11177824811	5.9127707116999995	6.6962593774800006	6.717308966830001	6.58889315948	5.2112293563300005	5.16258745168	6.360867418180001	6.8271423134	6.89691225666	6.3042638556099995	4.85668678203
NM_001030257	4.02847717828	4.5745841040499995	4.47159791286	4.21383199714	4.41899824002	2.2325221301400004	4.10354865535	4.24464264751	4.531459548480001	4.2192277617	3.9344981068300005	2.14360193004
NM_131518	0.70770215463	0.681985602837	1.14662684248	1.14556644688	1.42833319435	5.02166619851	0.742405504066	1.0150850526200002	1.20836015165	1.37462501159	1.66913106283	5.06047590555
NM_207072	3.20862412049	3.40618182528	3.9541511323100003	4.11162894552	4.60132529248	3.5848357697199993	3.13248062263	3.99584548949	4.114751737830001	4.42086025975	4.66986895416	3.8021204896499996
NM_131517	1.6248099493000001	1.6861860869	1.28036589908	1.05020720155	1.28150131158	0.22230000450800003	1.6765073366499998	1.5740028985499999	0.996161141577	0.953223169155	0.780450214366	0.245012314008
NM_131514	3.2148705323400004	3.25917911051	3.49398058202	3.74424827773	3.7895595008300003	3.2978268028500004	3.2826565751700003	3.57723981399	3.8526296639499997	4.1797939805599995	4.21597594073	3.96228887501
NM_001114741	2.62224113159	2.2483703521200002	3.2555878173400004	3.7223891572800003	3.7181773321199993	4.33426775755	2.39987656621	2.4514797204799996	3.00681380392	3.46203543324	3.43431435641	4.01217213931
NM_207079	3.7847058958999997	3.6978264715400004	3.8613298104800005	3.6744370270999998	3.25372445917	3.6031012361	3.78700510801	3.84514862185	4.09819999759	4.122309747759999	3.4481157516300005	3.7292917153800005
NM_131513	11.4935105577	11.5891678877	10.8594534744	10.4377667177	10.520460464	8.90140206546	11.679581808	11.617586436099998	10.8027154626	10.595468482200001	10.409000689800001	8.89605933169
NM_131510	4.4964947766600005	4.5422976981400005	5.058280170340001	5.117140779890001	5.119304285	2.82611539876	4.55516226917	4.82422080119	5.01609532149	4.92175869036	4.841801033249999	3.6819317062400003
NM_001089354	4.3449375729	4.0234948483399995	2.6365021195	2.32333450423	2.71591688589	1.812765749	4.3071984955	2.9960313015099995	2.67881013324	2.48831761771	2.50720823871	1.67704006987
NM_001045346	0.415262768637	0.664159961259	1.03976755369	2.0282381425400002	2.39453661728	1.6309985377	0.482789370024	0.985431519294	1.3490305511000003	2.44170928804	2.89950525621	1.93944635616
NM_201099	5.4258216666	5.953978295160001	6.281959780009999	6.56098318179	7.15745975885	8.93697644293	5.315051023440001	6.030516802540001	6.78518699367	6.933976445930001	7.2728372455	9.035750461789998
NM_201098	3.7421854305199997	4.07167327265	5.02494480229	5.48990751472	5.40394857676	4.35380405651	3.59685113851	4.5808660234500005	5.23463400414	5.98107755679	5.6889873710300005	4.71886441868
NM_201094	6.4777689374000005	6.49331706772	6.503006243990001	6.2536623876699995	6.1856334331900005	5.3392851808	6.669823430369999	6.68130554479	6.7059689185	6.05325209248	6.21560160449	6.10222657726
NM_201097	4.18588098773	4.218681141499999	5.4428386488100005	5.66678658163	5.792832435499999	4.2554544676	3.9583485797300004	4.76920103466	5.39076376766	5.77703754004	5.54979098066	4.10219360601
NM_201096	5.203855719140001	5.49333617834	5.02875049417	5.12702096407	4.69369039938	5.915684210040001	5.12843586887	4.866092503380001	5.21155392839	4.85329685286	4.6854541742	5.24439927122
NM_201091	4.10113015645	4.34807789214	5.46147564589	5.88752021056	6.3001068477699995	7.456717737589999	4.01477119357	4.51692772023	5.0911080143800005	5.3247436684	5.555542269959999	6.43900668489
NM_201090	3.57146718083	3.5567676476599996	5.57360799591	6.03072364048	6.0969261887099995	6.538570190730001	3.98813179676	4.85895943938	5.34243919254	5.914662502640001	5.95975668444	6.416731510780001
NM_201092	6.663583053790001	6.727512311490001	6.28177522819	6.2782816300699995	5.64727535141	3.76621238268	6.56674612776	6.43759275359	6.63057189194	6.73346505121	5.82259252845	4.32754582013
NM_001172570	7.46122936778	7.389678503560001	7.2068949802199995	6.78439868707	6.843811406	7.21702159615	7.48107485592	7.56208032989	7.008631520289999	6.457097204759999	6.35606748778	6.7544287468499995
NM_001002596	9.174713243260001	9.11568878651	8.53693677867	8.28572802271	7.20895291178	5.62446243495	9.20407538091	8.59049130055	8.578198664710001	8.21820602893	6.79598385266	4.89891588557
NM_001002595	4.49492885781	4.67066168769	5.53883713734	5.74805925133	5.66839150082	3.4378404374300002	4.46167647986	5.22024967927	5.60202442998	5.9959412710099995	5.82635261355	4.06427141285
NM_001077179	2.94158579799	2.97364282048	3.92592950613	4.21340009265	3.79298063984	1.1220003220700001	2.8479460602099995	3.42979723907	3.6775511927099998	4.09888099398	3.8199603406300002	1.18406221529
NM_001077178	2.2935306548099996	2.6899615469200002	2.66969625018	2.40637993822	2.7975157842000002	0.514083555937	2.15295441448	2.8256245833599998	2.55391698285	2.36740069327	2.5333762830400004	0.599450285725
NM_001017839	5.06781607929	4.65535122887	4.373966997130001	4.79378026161	4.57576054379	4.60828411379	5.04766782362	4.295238932659999	4.81251168939	5.13427778144	5.29535210308	4.68001970048
NM_001017836	5.02245981837	4.472492901040001	4.66777273055	5.09602376753	4.84664110893	4.352425165	5.21403250772	4.85839451833	4.96592938497	5.38503026341	5.5719488331199996	5.457320328940001
NM_001017837	4.520286570480001	4.98425798086	5.3505054153	5.72658222153	5.5431326093	2.09117532397	4.68929376935	5.042322358530001	5.5939909105400005	5.910612286159999	5.66757417399	2.46059053186
NM_001017834	0.737180339967	0.8069429768719999	2.1936252659	2.55587968033	2.8192647657	2.42215007508	0.7529131184669999	1.3722093357700003	1.9014780357299998	2.42960914922	2.75589420593	2.28947831228
NM_001017835	4.980422346619999	5.35459275918	4.5217783459300005	4.46142852153	4.02305155154	3.33769382448	4.51999067324	4.29830457458	4.38413333822	4.23717697042	3.75875852764	2.9616380379000002
NM_001077171	4.46595172487	4.9776702001599995	5.479535685449999	5.66274535633	5.19461431619	2.99752819915	4.3124989075	4.90424616598	5.45242035347	5.900945516519999	5.04680117578	3.0297896473900003
NM_001017833	5.22145356928	5.43793815225	6.310337135759999	6.677220313259999	6.24035092475	4.839235807930001	5.33739794875	5.818843642	6.331870905800001	6.56063085846	6.164648447289999	4.70109192636
NM_001017830	5.27040168125	5.54005705495	6.25124216155	6.28260014768	5.93787823946	2.16094533602	5.27332680795	5.93735995905	6.3081032729199995	6.38260464216	5.97116025502	2.61885106754
NM_001002598	4.00669503958	4.9014570289999995	5.89769018743	5.97910177834	5.191887927130001	3.7256194451	4.0811440357199995	5.23538436073	5.56147915767	5.556755791869999	4.36133524415	3.07005864109
NM_001123373	2.69111051856	2.8759832225	4.9180811781300005	5.15913818865	5.8616707372	5.48228525945	2.52580246313	4.12250129387	4.392782228480001	4.9469957979300005	5.0231001696	4.96905627904
NM_001123374	5.8484440621500005	5.740072216510001	4.86073183907	4.6621410116	4.91850384406	4.13939951363	5.76281447495	5.42135270352	4.89691451925	4.68741126442	5.3159284946300005	4.29161051189
NM_001256665	6.23659647669	6.2701526789	6.077121042769999	5.95577818342	4.36944847284	5.31229340479	6.24588807295	5.89524225368	6.13758097456	6.067705349600001	4.2801836308	4.23481050952
NM_001113583	1.1342749903899998	1.73238893664	2.52681006179	2.88782621101	3.2534669908700002	2.8544566755900003	1.14211307371	2.0917698977000003	2.60826305789	3.2580151907099997	3.2244558563099996	2.98694259453
NM_001077355	6.7220760217199995	7.18311410082	7.29017253327	8.16375152267	8.5439758826	7.6710131302699995	6.76369781398	6.89507992227	7.781863953639999	8.774242638410001	9.497681719400001	8.43071228228
NM_001039839	2.07027207567	2.1435448669799997	2.84581765528	2.97497316979	2.1681743677000003	1.25043289401	2.22197020774	2.21372247463	2.46016342021	2.66003951362	2.26628451898	1.00507025016
NM_001135573	1.92841995488	2.32626424683	1.68597308477	1.8437683287900002	1.16170494911	2.01703230119	2.00395719474	1.2332252575799998	1.8752739907499998	1.89694897311	1.13385816749	1.1289329531799999
NM_001039832	1.0515239012	1.15248579756	1.22945304393	1.32755991019	2.0170781861099996	0.758623664085	0.662623119061	1.17843545556	0.8892323401459999	1.52564484386	2.7536884397099994	1.03393566175
NM_001037416	2.3772123958099995	2.2643775279700002	2.67414464539	3.2443750057200003	3.5938327259900005	1.2861169302700002	2.03269258375	2.47555891982	3.0091696360799998	3.59168705625	3.99894886895	1.9947282404799997
NM_200859	6.011635699789999	5.88217594101	5.49300948163	5.75146271174	5.92087050402	5.20099613328	6.1374375494099995	6.00908775018	6.21926332572	6.367773188459999	6.4410989893499995	6.128688625060001
NM_001037413	3.85758209166	4.28207036005	4.7955464482	4.63414593305	4.6464816004800005	3.11299687098	3.96454415417	4.60951556337	4.79052925255	4.4159706333	4.32007165951	3.16703646118
NM_001037410	4.45675401662	4.77919847203	5.42266332895	6.09170373584	6.844007898790001	8.977072015760001	4.48751998714	4.9291655397900005	5.76211995197	6.863222722890001	7.70298641031	9.19181587137
NM_200852	9.247939481289999	8.79097485357	8.43713954713	8.698536776589998	8.302263201439999	9.65755902479	9.33809721572	8.84245076366	9.41816032084	9.57496800495	9.584828364260002	9.955828138260001
NM_200853	5.07443707995	5.4839072513	5.63725013966	5.94996701408	5.94287879564	6.15936110197	5.22724286216	5.56807073388	6.16121795258	6.28905889895	6.21660333092	6.267893537869999
NM_200850	0.599663511374	1.20478807578	1.86333078128	2.31899015705	1.69940868928	1.7354371338499999	0.551161481429	1.17475602077	1.58023134481	2.00061215974	1.49523697396	1.4319868904700002
NM_200327	1.8085644516900004	2.22985523856	1.7220986824000002	1.43761314718	1.48091980069	6.15800478107	1.85732518219	1.6295054084600002	1.9009193712299999	1.8743284961099997	1.8939481195900003	6.00691872395
NM_200321	3.81405309694	3.42606121622	5.3608532780500004	5.87811432316	5.58723222478	5.69675848582	3.68522174949	4.4350650527	4.88736026277	5.35665271019	5.17256299475	5.16325140616
NM_200322	7.4941348379	7.589821515160001	6.688646833530001	6.1480437104100005	6.548283980009999	6.768362442640001	7.54754165533	7.567407612160001	6.81087965579	6.39541708232	6.437692362230001	6.65195510201
NM_001037419	4.1654708837	4.62333876991	4.90936014466	4.88648790703	4.971280484119999	4.33777520033	4.15084801478	4.910872143500001	4.82321637602	4.67655612184	4.778121719880001	4.57080885135
NM_001113540	4.12112148168	3.71208560184	4.6821423859	4.54112191943	5.21193590987	3.0227554277900004	3.9455579095699997	4.1602333502199995	4.2939336707699995	4.43083067237	5.0320665275400005	3.6318287353199996
NM_001004560	6.92633782428	6.66320886208	5.85136117526	5.478884055959999	5.16787273611	3.7379227116900005	6.744949731499999	5.900817613069999	5.80180588262	5.51849719036	5.27849513149	3.8588227130300004
NM_001004561	7.40401871268	7.60923569263	7.279777770910001	6.78774257887	6.532194710669999	4.24863549935	7.438706505760001	7.38779808948	7.06515782165	6.60989869244	6.21610327873	3.7805319822900003
NM_212754	7.067140086749999	6.94524959354	6.57222191644	6.251371038489999	6.667720510569999	4.89084725882	7.026286797969999	6.9902201988199995	6.77897385521	6.54147327726	6.79232005492	5.27606265731
NM_001004563	4.44448506696	4.70955608102	5.61878248046	5.7313888529999995	5.74754191585	4.55022877452	4.23408655199	5.13744100427	5.33629858969	5.61605251077	5.41567081315	4.15378800217
NM_001004296	7.873344940039999	7.50215012678	7.36081409089	7.26863591379	6.69582648171	7.2641355356699995	8.0655184203	7.43027767217	7.431365869310001	7.065386471010001	6.45207697877	6.86249483318
NM_001004565	1.14682987907	1.14697235178	2.19470492435	3.1131206536100002	3.1252789410500004	1.9976882712400001	1.1094002230700002	1.8586220063999999	2.34902187055	3.5286672931400003	3.78991910275	2.4388406035099996
NM_001004294	2.83468351065	3.06859787347	3.22126668668	2.84454312153	2.85525210093	4.5568269595099995	3.2090615906099997	3.14684983398	3.25311867033	2.93174016794	3.12761699768	4.40544074033
NM_001004295	6.3248015851499995	5.8588689575199995	6.45102196372	6.20101915643	6.49466663978	6.35027548344	6.14384570739	5.952885348040001	6.097045230630001	5.63220900426	6.027381740859999	6.41960278352
NM_212758	9.67670685517	9.53526244335	9.53211071172	9.75394310285	9.48130862262	10.2802603867	9.895089321339999	9.81377000256	10.1028064271	10.2605323602	10.2899426236	10.6961076811
NM_212759	6.30037883939	6.83254337382	5.623606936619999	4.87214131921	5.90251471039	5.5298026034	6.08366027531	6.04506349586	4.95800605579	4.64473397609	5.50367367336	5.525582299400001
NM_001005944	0.45650161780599996	0.693109991813	0.5764022369349999	0.5505294532630001	1.1424539817000001	4.9691756285	0.566101991964	0.45413693691699997	0.846600669685	0.8529879136290001	1.2121169680500001	4.7903004749800004
NR_144413	3.6273548166199996	3.40200075017	3.18257445369	2.93162129191	2.6868554749099998	2.56507013478	2.9782904767500002	3.38172548583	3.5211093387699997	2.89268028226	2.63902027004	2.36343533773
NM_194432	5.99774726658	6.5413897173199995	6.36763521191	6.015542911159999	6.4019673281	7.40879113969	6.25817345689	5.96350585603	6.7398391995399995	6.426971265090001	6.68826323497	7.6616954779499995
NM_001271913	2.9474264103400003	2.48838362324	3.1379271087700005	3.55053453116	3.96475650583	0.834662833832	2.7348002670200002	2.6773708212200003	3.0265098561	3.56129233876	3.859080229	1.33796954511
NM_001326370	5.52139736509	4.29532293947	3.8761895908099997	3.2886220626599996	1.91537101694	3.01700246912	5.5412003070099995	4.40198242784	4.22936752732	3.62750754416	2.4334588686300003	2.7568987762700004
NM_001326371	5.42712597166	4.11222607562	3.73439229171	3.2070499997099997	1.9191609548800002	2.85787139054	5.42594756511	4.24270808594	4.10776696554	3.53761015624	2.3685500288599997	2.6843713360000003
NM_001326372	2.67339626727	2.0455050760900004	2.54470359844	3.03206972218	2.87335994473	0.686062341028	2.56800047172	2.34273774407	2.91059598432	2.9563674114099996	3.0549407478400004	1.14108414443
NM_001326377	4.4457281896	3.89239832214	4.09591123916	4.29948563044	3.8353779158999997	2.5875662558	4.6827298013	4.21127577514	4.151141781030001	4.001666699709999	3.3410625867799997	2.12983536905
NM_001013449	0.8365752441050001	1.01743030721	2.21925524424	2.7609298309599994	2.0430597413	2.23576694401	0.907345209833	1.5954938803	2.1008049261000004	2.73280625025	2.1757251502	1.6876494730899998
NM_001327871	3.4580098752900006	3.3602334379000003	4.48261010378	5.03443528256	6.02407652493	2.3902563704700004	3.1897366212800002	3.82286454323	4.66682171616	5.50438760586	6.05038865155	3.37039839088
NM_173288	1.71136114122	1.7659096024	3.2257066869999997	4.35080678601	4.1397748206400005	7.58247444868	1.7349368816599997	2.51936768987	2.9042912821900004	3.76956217204	3.83097646987	6.78146529191
NM_001014326	1.56360795102	1.49188932364	0.898944851154	0.600318200363	0.401671303639	0.466732105786	1.45294202401	1.40808092359	0.932955550449	0.697551146356	0.46612121206699997	0.8381470767300001
NM_173284	4.463697625	4.73206926816	5.68619306895	6.4986455759099995	6.239413100519999	6.193112106919999	4.50215150541	4.97765165944	5.76909847975	6.63723527768	6.698888674709999	6.4452066833
NM_173285	5.81679514381	6.1448267766999995	5.65131585586	5.620512667560001	6.09466577708	3.83234129876	5.9461219186	6.165151570650001	5.972511310569999	5.9545881933	6.20812490447	4.92279237286
NM_173286	1.99319530032	2.81199375912	1.8918020686800001	1.7305941519099999	2.53283880478	5.06337196659	1.85777328937	2.3319340768	1.8015355083200002	1.57073580418	2.12011468664	4.66952587786
NM_001014325	0.853341797563	0.890317679271	1.44305898206	1.3073375853799998	0.957591831241	0.6710935688140001	0.8480130726270001	1.0301834665	1.22587040994	1.24325854338	0.884676457881	0.581752469183
NM_001013443	7.07625511989	7.46035154415	7.690946928330001	7.487983566989999	7.87406961153	7.96093788513	7.069993799730001	7.183300534189999	7.66421228227	7.49676338952	7.689581489630001	8.2260031971
NM_213408	0.294055227376	0.7374812240240001	0.621036551843	0.8895016508399999	6.18844042821	6.67526248928	0.336730770816	0.545799433411	0.7245085906000001	1.8224814908900002	6.191040478090001	6.21175109719
NM_212808	5.94110304803	5.8237985838699995	6.149944759049999	5.89092390293	6.10145291575	5.40278508153	6.088166388119999	6.404176370269999	6.182993401849999	5.76412359924	5.88536335227	5.95330626468
NM_212809	3.4335717975300004	3.53869387525	4.03528817773	4.0439908759900005	4.36880827548	4.0017815287800005	3.48479154948	3.5958811431	4.203829241969999	4.20549747278	4.4018325429	3.9303933191500002
NM_212806	6.5765065794	6.77710147608	6.58840748319	6.35667707453	6.2740231586699995	3.05916168956	6.452890887840001	6.3524301546099995	6.42074159768	6.096052659369999	6.130988738049999	4.10061416852
NM_213400	2.47062116402	2.48874515849	3.2402640692	3.8373970089699996	3.02972932525	4.87305367148	2.49398080377	2.7423775526700003	3.52766708236	4.4103521713	3.8399188563499997	4.693729219730001
NM_213403	6.635430066950001	6.1560548947500005	6.103364318810001	5.798319179630001	6.01836119729	5.78457001783	6.89700524498	6.60602476904	6.49676305916	6.061063014019999	5.977537862159999	6.170996130630001
NM_213402	3.4086605274400004	2.97817394444	2.99223258075	2.91767881295	2.59097423286	1.40557485646	3.42602071042	3.35757451689	3.1930494161299996	2.92887965255	2.96606758979	1.8486547111700002
NM_212802	7.642214386010001	7.57778289875	7.34080012383	7.14371608783	7.091708829860001	6.77497848047	7.64098848671	7.5388174911000005	7.224185513689999	6.76701990658	6.6413723323800005	6.7100650470500005
NM_212803	6.52888520502	6.9738953849000005	7.40705707717	7.1524147562	7.336010978789999	4.87986220169	6.63073569071	7.04794729386	7.08259793018	6.423308599269999	6.71977042497	4.53875585537
NM_212800	1.68225264381	2.24815269154	2.92255953283	2.86986177628	3.4594287192400004	1.89028425958	1.59849813408	2.62822916491	2.8974666602900006	3.1344771696700002	3.18612563196	1.9372952361700002
NM_213406	7.2839001975899995	7.38873731214	7.376229382889999	7.19167807356	6.72278422873	5.66021479964	7.37444797847	7.4646130477699995	7.53743153391	7.189553290489999	6.8785593907	5.5859422296800005
NM_213460	2.59808373545	2.32597131282	2.9182241335000003	2.99328833593	3.06406596645	0.6882683187880001	2.63456934607	3.2668017702	2.8162539997500002	2.66176266977	2.87608750722	1.21442950476
NM_001173503	1.44247377116	1.2632384635	1.62760249199	1.56967325279	1.59562843484	2.30543073638	1.5463682001299999	1.31057183351	1.75843794498	1.6348065828	1.8152966454599997	2.1571522768299998
NM_001142672	4.76649826328	4.603286851559999	5.030250210919999	4.95562942121	4.78572926876	2.02897753484	4.65188420253	5.18606633253	5.30379028775	5.0819362964599994	4.62619074324	1.8935887339700002
NM_001173502	2.65770249957	2.77347299044	3.4012705274400004	3.36065566861	3.1034319623299997	1.0236776559799998	2.70741429239	3.1507364694700004	3.2320721820099996	3.38109736127	3.3748498195099996	1.4271409901199998
NM_001002359	0.58135515213	0.609094575004	2.23272827077	2.55395638154	2.87329723186	0.563972627696	0.478303234026	1.16258339018	1.8393113731400001	2.49866230349	2.8007737752900006	0.568897884511
NM_001166134	1.25578382484	1.24674883545	1.4523134956700001	1.26688177849	1.1692115275200001	0.718248111549	1.3570693988799998	1.2731399475799998	1.3511972776499999	1.4004880899899999	1.2498829846	0.890013738634
NM_213465	4.21990364121	4.49469760893	5.44956662931	5.56380822609	6.231082342150001	5.579539884319999	4.32485772129	4.984459248469999	5.388603347919999	5.65030897164	6.386784960830001	5.750379218940001
NM_001002351	5.03489334479	5.2121554168	5.55578152989	5.63091992341	5.410386598780001	1.5972164016400001	5.04384091507	5.464884971799999	5.7504441471700005	5.8212626063699995	5.386553451240001	2.06460313915
NM_001002353	6.885282114960001	7.134221464289999	6.83969889789	6.504785716390001	6.407425269419999	5.63087192053	6.87330658862	6.74382841631	6.691508293080001	6.32191347541	5.9819444732000004	5.532437986340001
NM_001002352	1.53591365945	1.7914463510799998	2.94462144243	3.0768547347000004	2.17448452433	0.301895307837	1.62155491753	2.4257872214900003	2.7170027361299995	2.9357525505699997	2.01487578171	0.47243115064400004
NM_001002355	3.6871760927099997	4.2211002221800005	6.23357333663	7.1901461413300005	7.411447582489999	5.4937635091	3.8072401444699997	5.64161819755	6.3017847754	7.57363702635	7.66893396955	5.97474839737
NM_001002354	5.41664508651	5.00992097878	5.11154041651	5.2401653030699995	4.50874938784	2.7233783430000003	5.51201316641	5.130579040580001	5.33185279701	5.53492717821	5.00212754532	2.8463700099400002
NM_001002357	0.544176083906	0.6172412347	0.439971475713	0.337253261779	0.295670152778	0.963906638001	0.5113263488040001	0.434987322749	0.47895750459499997	0.312179625621	0.342314562098	0.862568631264
NM_001002356	3.85381580744	4.1764388452	5.4019539807	6.09794259686	6.188632527490001	3.8197991455	3.6982499472800003	4.725348697469999	5.34812816772	6.0162963001600005	5.9601509756199995	4.171510887809999
NM_001328599	0.27202047978	0.271317709053	0.269641536362	0.278802670966	0.319016593739	1.1574027826100002	0.312077203106	0.220517077629	0.272938575624	0.272039942095	0.278977257863	0.687420672124
NM_001328596	4.266804891880001	3.940815615	3.69565612637	3.9228514661	2.6744124943000003	2.22255980652	4.036478671959999	3.3573924042299996	3.9426289497500004	4.190278545880001	3.06799703754	1.7367651458500002
