	transcript	riboseq(control)	riboseq(RK33)	rnaseq(control)	rnaseq(RK33)	TE(control)	TE(RK33)	log2(TE(control))	log2(TE(RK33))
47	NM_001199436	113.492983963	39.7693792097	596.271390898	496.529296679	0.190337798686	0.0800947284998	-2.39336600379	-3.64214889617
48	NM_199219	10.7838373174	2.34563216457	4.5051701124	5.62854568222	2.39365818567	0.416738585241	1.25921715018	-1.26278541155
49	NM_199218	21.3173494268	2.51160821784	40.2499225791	56.5210495958	0.529624606977	0.0444366874961	-0.916957941891	-4.4921049138
50	NM_199749	8.76592759914	14.4592113662	15.4926849258	35.0466214867	0.56581074495	0.412570762967	-0.821608520595	-1.27728650734
51	NM_199748	45.7072128496	45.2358460011	97.5272920884	97.5117200004	0.468660739685	0.463901631526	-1.09338415143	-1.10810917478
52	NM_200177	40.753792942	20.336223253	147.359751353	153.896285259	0.276559865009	0.132142391993	-1.85433629036	-2.91983472969
53	NM_200176	21.7327461298	0.80859480648	10.9701147445	12.1977670841	1.98108649143	0.0662903956851	0.986291867627	-3.91505632549
54	NM_199745	30.7719494222	25.5921060023	15.3506279486	32.0580307659	2.00460525297	0.798305616124	1.00331816903	-0.324986934331
55	NM_199212	9.80706247268	6.93280338171	82.9099699693	60.7291917713	0.118285683571	0.114159322387	-3.07965262384	-3.13087941831
56	NM_199211	12.3094323564	6.52633302571	49.196024065	45.7091416989	0.25021193461	0.14277960126	-1.99877749007	-2.8081382168
57	NM_199746	28.9666646951	25.7615118764	291.901662825	313.935011532	0.0992343257478	0.0820600153856	-3.33301694597	-3.60717676505
58	NM_199740	34.9649646683	16.4782761382	44.7049552862	63.2510210213	0.782127270779	0.260521899443	-0.354524707327	-1.94052344449
59	NM_199743	9.83827552024	9.48391158091	96.0379445953	96.1593249401	0.102441546013	0.098627060733	-3.28712716401	-3.34187265038
