	transcript	riboseq(control)	riboseq(RK33)	rnaseq(control)	rnaseq(RK33)	TE(control)	TE(RK33)	log2(TE(control))	log2(TE(RK33))
758	NM_199568	25.0769911854	12.2728245628	6.36270744143	5.79084067284	3.94124536076	2.11935110223	1.97865156671	1.08362261153
759	NM_212863	2.02186818254	0.571719191648	1.6844336908	2.59241866404	1.2003251856	0.220535054611	0.263425305915	-2.18092010081
760	NM_212867	6.01492427307	12.1487630419	25.5990922952	21.5709686281	0.234966310669	0.563199699158	-2.08947417604	-0.828281531549
761	NM_001320439	37.2294101563	0.461722715895	123.549353861	94.089447711	0.301332293475	0.0049072741644	-1.73057280151	-7.6708624091
762	NM_001003995	57.2065671935	57.4679880319	143.667389112	165.209975568	0.398187560497	0.347848172208	-1.32847994337	-1.5234703549
763	NM_001003996	2.75127219973	3.24154646433	4.16404575121	4.89798218441	0.660720934425	0.661812628606	-0.597887038785	-0.595505273691
764	NM_001003997	6.52835334582	6.1533600952	7.82802589832	9.15396369023	0.833971863484	0.672207177506	-0.261929383996	-0.573022147754
765	NM_001003991	10.8621276772	9.38501607309	38.734317378	47.8250977307	0.280426464502	0.196236213169	-1.83430558861	-2.34933679575
766	NM_001320431	3.39879146744	1.0297165091	14.8860234545	31.7950247237	0.228320980269	0.0323860892718	-2.13086466091	-4.94848192136
767	NM_001002588	17.8627067257	11.4248765445	10.1562559661	13.9022043494	1.75878855213	0.821803237628	0.814582047263	-0.283135080638
768	NM_001320433	16.8608829623	41.7175024232	6.6308025744	5.17810457933	2.54281178984	8.05651986824	1.34642468267	3.01015678006
769	NM_199782	231.373929661	111.252130677	1087.35351775	1117.05047659	0.212786298002	0.0995945420628	-2.23252284086	-3.32778950727
770	NM_199785	9.92743576284	7.0178976039	49.5082384665	37.4351933036	0.200520884409	0.187467914136	-2.31817559255	-2.41528440103
771	NM_001003999	7.86452833137	9.53072259562	27.0004984852	31.4300809331	0.291273449477	0.30323570009	-1.77955389377	-1.72148848218
772	NM_199787	10.9516750565	0.407471173688	7.87849334063	12.9697366718	1.39007226166	0.0314170737617	0.475159882108	-4.99230737789
773	NM_001197074	52.5015657642	23.9290074597	54.1845975395	58.1151696798	0.968938926342	0.41175148574	-0.0455223615899	-1.28015423919
774	NM_212904	67.7924951008	25.9925882265	114.844478103	128.414517594	0.590298255698	0.202411602002	-0.760484016187	-2.30463610885
775	NM_213514	18.6126630103	6.19183709435	205.827655331	261.566273866	0.090428387674	0.0236721539166	-3.46708044891	-5.40066520768
776	NM_001201571	31.5357085182	4.99101633032	53.4585879815	37.4967009133	0.589909118608	0.133105478849	-0.761435384875	-2.90935813862
777	NM_001077803	1.40768039574	1.99023335176	9.36055089223	12.3256770738	0.15038435365	0.161470509072	-2.73327362152	-2.63065739932
778	NM_205650	20.2576142387	16.9242294851	114.000748497	114.899700994	0.177697203797	0.14729567909	-2.49250711526	-2.76321298527
779	NM_001077805	25.1053588225	2.9579111487	83.0620787489	66.0320454498	0.302248140194	0.0447950859094	-1.72619463264	-4.4805157147
780	NM_001077804	166.219821683	64.8902840339	1146.78959876	1063.70408962	0.14494360767	0.0610040749745	-2.78643638609	-4.03495057416
781	NM_001002370	15.2561608573	3.23546313317	54.9069423414	69.959217168	0.277854861457	0.0462478464475	-1.84759661242	-4.43447000235
782	NM_001045163	1.04365850523	0.737782514853	15.9649209855	26.9757308462	0.0653719806179	0.0273498619578	-3.93518378166	-5.19232263842
783	NM_001002376	2.44098573717	4.31395084422	10.7615104312	13.5058771393	0.226825569958	0.319412860026	-2.14034481099	-1.64650569597
784	NM_001002375	21.2730766347	1.2531960007	88.6553502455	82.6549116958	0.23995254179	0.0151617850045	-2.05917899945	-6.04341657706
785	NM_001002374	5.39644191538	3.81484984565	19.1024782001	23.7917431954	0.282499571985	0.160343435717	-1.82367941318	-2.64076280224
786	NM_001002378	17.9633984209	14.5127726259	213.34100805	173.684846859	0.0842004009688	0.0835580817115	-3.57002908624	-3.58107681773
787	NM_001017801	52.1840646267	24.5932874547	148.789056328	145.182388595	0.350725153547	0.169395804083	-1.5115871924	-2.56152995519
788	NM_199789	48.2058334858	21.2985263388	24.1825261283	41.1245274671	1.99341595787	0.517903247784	0.995242782803	-0.949245489214
789	NM_001351801	4.86025451938	1.14526951238	4.55596606237	7.86703799896	1.06678900871	0.145578235739	0.0932748657672	-2.78013340926
790	NM_001089334	18.7273083014	14.4422168876	71.605785509	60.8082942014	0.261533452476	0.237504062189	-1.93493260297	-2.07397590587
791	NM_001080202	41.4634089456	6.46572595055	11.8638720125	19.0094481639	3.49493056752	0.340132227659	1.8052637944	-1.55583238646
792	NM_001328045	3.28553579664	5.57426211857	24.2113652001	33.2260304324	0.135702211316	0.167767923102	-2.8814838647	-2.57546119321
793	NM_001089330	8.13258150027	5.74908018422	7.45930547468	10.8256722114	1.09025988115	0.531059879881	0.124672065786	-0.913053552997
794	NM_213356	4.23220179717	3.98910112152	11.4223283532	11.2626513773	0.370520060911	0.354188457752	-1.43237643902	-1.49741089639
795	NM_001017807	19.1791736492	32.6627706777	3.07982476983	2.40245617347	6.22735872413	13.5955739956	2.63862038739	3.76506515711
796	NM_001245036	26.3146728313	29.2322713689	29.644660403	13.67445834	0.887669903233	2.13772791887	-0.171904811899	1.09607824451
797	NM_001245035	6.02971973486	2.13126313231	18.6699692598	24.5918417295	0.322963559873	0.0866654541678	-1.63055670073	-3.52839915634
798	NM_001089339	9.09578101862	15.2712136029	121.313500842	188.818987011	0.0749774835899	0.0808775316754	-3.73739878337	-3.62811722189
799	NM_001160362	102.686580447	21.7773428332	31.0831926451	53.6044532548	3.30360467213	0.406259956233	1.7240410561	-1.29952492523
800	NM_001328118	4.85449592398	2.66912930196	2.71770033233	4.26557901147	1.78625136342	0.625736692436	0.836935112507	-0.676372390494
801	NM_001030217	1.45167040811	1.539321108	2.861900809	5.4136460993	0.507239944706	0.284340919182	-0.979259733954	-1.81430636431
802	NM_001160365	49.9483836971	10.0884242313	24.8946858356	41.1922068234	2.00638738833	0.244910991891	1.00460018485	-2.0296705697
803	NM_001128229	2.66380245747	2.82464072246	22.2313560232	31.120265949	0.11982186128	0.0907653143803	-3.06103694567	-3.46171510737
804	NM_001328116	14.3308658966	5.48749938185	14.756020525	18.2119850546	0.97118771774	0.301312534872	-0.042177918421	-1.7306674033
805	NM_001089445	12.4773174623	22.6811793016	6.55819481773	12.2781312421	1.9025536461	1.84728268939	0.927937133818	0.885404658619
806	NM_001100001	54.4264662933	32.1504499045	36.5912527465	40.5056078066	1.48741740739	0.793728366156	0.572809561356	-0.333282729645
807	NM_001351649	3.31327394455	7.02665355849	16.020948183	13.714132363	0.206808854676	0.512365884513	-2.27363013784	-0.964753676747
808	NM_001002013	35.1376844691	24.8395131969	25.3909276287	31.5319290405	1.38386769412	0.787757487498	0.468706019448	-0.344176533014
809	NM_001351640	21.4779873394	17.0811082965	14.7749089764	25.1038913369	1.45367984153	0.680416755604	0.539709565062	-0.555509426358
810	NM_153674	5.42732284194	1.53467206952	16.5980719967	10.2146869344	0.326985136769	0.15024171366	-1.61270303591	-2.73464267129
811	NM_001006000	2.59176680889	1.37412780947	3.83026289763	5.64978839171	0.676655069941	0.243217571031	-0.563507498456	-2.03968063616
812	NM_153671	33.9210466585	2.48063257692	17.4474165818	16.2112262169	1.94418735286	0.153019428866	0.959167251878	-2.70821325146
813	NM_001109740_2	3.87441565942	10.9555994206	8.46674593786	15.4511774812	0.457603864325	0.709046248024	-1.1278288596	-0.496048363588
814	NM_001044785	31.4718410277	3.6217767377	40.8775417899	24.1955064764	0.769905421159	0.149687990257	-0.37724686571	-2.73996961893
815	NM_001044786	27.7457567734	12.0701634497	100.696043432	58.3423105589	0.275539691807	0.206885249043	-1.85966793926	-2.27309731045
816	NM_001007175	9.23683153586	5.90782021894	74.2804505055	34.2293568756	0.124350774302	0.172595127639	-3.00751260399	-2.53453635708
817	NM_001044780	21.2208855732	18.1596586323	8.85338160958	9.36284308754	2.39692430633	1.93954533495	1.26118435012	0.95571849783
818	NM_001006021	2.11446279601	4.48426474193	29.8489091178	31.2201022953	0.0708388634126	0.143633890098	-3.81931512509	-2.79953190487
819	NM_001044783	17.250024939	0.554289929347	6.4220798743	7.59728329536	2.68604957843	0.0729589654351	1.42548593391	-3.77677091768
820	NM_001130591	13.3320140565	6.28310685238	15.7726716371	10.6414345348	0.845260356853	0.590437955694	-0.242532306527	-0.760142628347
821	NM_213105	5.47168076901	0.773607531199	32.133889399	29.7233954935	0.170277575213	0.0260268895378	-2.55403964378	-5.26385328358
822	NM_200495	86.7856149798	12.91588226	675.91889665	475.501655726	0.128396491665	0.0271626441348	-2.96132231242	-5.20223226489
823	NM_173273	18.6193799584	9.87180162512	20.5844183425	26.9302755381	0.904537580251	0.366568905363	-0.144747652057	-1.44784368212
824	NM_198140	28.4254078759	17.0030166319	913.924075017	1000.02848471	0.0311025922754	0.0170025323197	-5.00682136161	-5.87810655559
825	NM_001045092	6.68247838505	2.9524837888	9.0046509667	11.0921662524	0.742114093013	0.266177383355	-0.430287090292	-1.9095401018
826	NM_198142	73.2322616101	62.4068411242	316.47731371	265.466921432	0.231398139575	0.235083304494	-2.11155082957	-2.08875601178
827	NM_198143	90.0786897985	36.7375265958	241.15884407	273.688001684	0.373524305716	0.134231410839	-1.42072597076	-2.8972057858
828	NM_198146	56.9397810707	17.9435911998	131.307133324	100.448530662	0.433638140056	0.178634680682	-1.20543644232	-2.48491589802
829	NM_001328209	13.3001121864	8.73052906662	32.5266218561	32.2326230853	0.408899277805	0.270860024129	-1.2901825801	-1.88438061108
830	NM_199943	36.9488205346	9.71901043349	114.418125798	108.159206853	0.32292803502	0.0898583737462	-1.63071540083	-3.47620323752
831	NM_001328207	14.2560701456	4.31909722161	21.7515363388	34.6295259548	0.65540520557	0.124722966963	-0.609540963324	-3.00320094189
832	NM_001328204	5.46001407228	3.0020590763	6.06361703418	9.5419380401	0.900454966318	0.314617330744	-0.151273969221	-1.66832995087
833	NM_001001591	26.5507847455	3.60947434925	6.41955938465	8.83504553974	4.13592010832	0.408540548321	2.04820831804	-1.29144881955
834	NM_001082996	1.21983879952	7.76095015222	1.61514815982	1.81718344675	0.755248855719	4.27086773551	-0.404976001767	2.09452921985
835	NM_001003570	11.690551782	4.37520633959	26.2402912794	36.1746553119	0.445519131534	0.120946731955	-1.16644070943	-3.04755630742
836	NM_001328200	35.6245179557	9.27819246644	74.367905324	88.4759248202	0.479030810408	0.104866860508	-1.06180964437	-3.2533692581
837	NM_199944	5.28533869948	1.24543627314	18.4621581616	14.7291105586	0.286279569984	0.0845561086791	-1.80450337717	-3.56394720518
838	NM_173277	23.7027784453	11.4366045604	11.4400401958	14.2604102223	2.07191391286	0.801982858986	1.0509640609	-0.318356693019
839	NM_001077462	6.63620757991	7.50602292662	5.71529671217	6.10825364818	1.16113089383	1.22883288071	0.215530615818	0.297288724856
840	NM_200557	22.515592651	14.400833553	24.9690894985	24.4132512542	0.901738633776	0.589877743159	-0.149218761625	-0.761512119421
841	NM_001080799	15.2102853318	3.76335638298	17.3279343352	11.8699900489	0.877789876021	0.317047981294	-0.188052463899	-1.65722690394
842	NM_001033108	79.332036458	22.43254439	317.575390553	348.439366059	0.249805365333	0.0643800516679	-2.00112363132	-3.95724245513
843	NM_213285	8.31242556266	0.979369242176	5.33265359693	9.01052726406	1.55877846021	0.108691668476	0.640415901053	-3.20168673695
844	NM_001013530	8.14098426291	6.90602431285	4.45476989797	5.06780450285	1.82747581791	1.36272508321	0.869852315832	0.446494541534
845	NM_213282	18.2503098434	12.9014993176	32.8610467531	43.9444461319	0.555378225792	0.293586572439	-0.848457479052	-1.76814210872
846	NM_213281	7.50814469459	3.53843576667	19.0907876983	15.6706922466	0.39328627049	0.225799582494	-1.34634827179	-2.14688527634
847	NM_213280	69.6963429339	20.1557870342	12.064300645	21.5833389384	5.77707278563	0.93385861621	2.53033867138	-0.0987239487349
848	NM_001128533	4.20587435312	4.75714313346	11.0342258401	15.5146615516	0.381166238037	0.306622424062	-1.39150775731	-1.70546488615
849	NM_001017661	9.3134991813	17.1181240946	17.4389822756	13.5654038516	0.534062081956	1.2618956488	-0.904920637386	0.335592613032
850	NM_001017660	1.65784355419	2.34392376532	0.835301922973	1.0411784953	1.98472373712	2.25122183747	0.988938205948	1.17070822829
851	NM_001128537	18.3872047178	7.42758455394	6.60885380809	9.04317097336	2.78220781572	0.821347354354	1.47623018534	-0.283935616582
852	NM_213289	28.8585635488	10.2003401895	64.3114290893	53.1579736442	0.448731492325	0.191887302887	-1.15607565786	-2.38166884281
853	NM_001039062	41.3858036347	11.9192864066	99.04782393	47.5145725649	0.417836576238	0.250855385268	-1.25898930749	-1.99507218523
854	NM_001002162	26.7790494107	9.05378021168	102.954273306	124.357381676	0.260106244751	0.0728045258726	-1.9428270583	-3.77982805184
855	NM_001002163	59.9005052608	29.1120728846	28.8647551056	56.5890170497	2.07521266131	0.514447403443	1.05325918692	-0.95890450984
856	NM_001002160	4.4866344282	6.34337844242	96.1098614653	159.492116477	0.0466823524641	0.0397723635659	-4.42097892516	-4.65208988955
857	NM_001002161	11.8061161821	5.84218135594	74.9095165542	79.1851390851	0.15760502437	0.0737787597956	-2.66561456695	-3.76065065192
858	NM_001002166	5.00176348634	5.00911230603	3.91206356164	4.33599499332	1.27854862467	1.15523941189	0.354507028965	0.208191866836
859	NM_001003429	88.5688404634	4.17406916964	321.544125013	391.459811281	0.275448479924	0.0106628293617	-1.86014559354	-6.55126588447
860	NM_001002164	28.2760149057	1.99888654024	149.566830046	147.919010455	0.189052712403	0.0135133850212	-2.40313954658	-6.20946708346
861	NM_001002165	6.74102428403	6.35381506375	23.1608371534	24.5641586794	0.291052704157	0.258662026519	-1.78064767323	-1.95085982352
862	NM_001003425	33.7217659246	7.94619093775	110.235137721	114.851559676	0.305907595543	0.0691866175798	-1.7088321661	-3.85336317819
863	NM_001002168	0.867461585331	4.29257837434	4.19281485173	3.68716222758	0.20689241381	1.16419569018	-2.27304734848	0.21933358189
864	NM_001007038	1.23729980064	0.291557105435	3.28861700651	3.52683283498	0.376237122836	0.0826682519634	-1.41028589013	-3.59652280873
865	NM_001003422	4.88459055774	8.63253039106	149.611586895	152.187518999	0.0326484776956	0.0567229852214	-4.93684046515	-4.13992272894
866	NM_001127185	12.4247772921	6.14832186368	11.8555663604	6.94064664627	1.0480121248	0.885842800683	0.067655407993	-0.174877390235
867	NM_001080159	2.40488029573	2.97509922194	0.757309522083	0.647936432928	3.1755579794	4.5916529319	1.66701011106	2.19901359751
868	NM_001077742	0.823225750419	0.581954309184	0.516064766416	0.250233789454	1.59519851769	2.32564239407	0.673735974251	1.21762927568
869	NM_200446	42.3171866911	24.4042140958	96.7294395601	119.538477307	0.43747991184	0.204153630242	-1.19271132195	-2.29227287322
870	NM_200441	3.46632365468	4.90082334486	4.56256681693	6.65134314047	0.759731044775	0.736817097143	-0.39643931981	-0.440621556698
871	NM_001100006	25.7824181219	3.25465951637	16.9447449852	19.8261663959	1.52155834416	0.164159800305	0.60554965506	-2.60682721382
872	NM_200442	11.4423945417	5.19997593682	35.4580975554	33.957817173	0.322701874341	0.153130453301	-1.63172613747	-2.70716687242
873	NM_200975	3.54551277244	7.51917600418	48.056268227	88.5645597464	0.0737783623916	0.0849005067683	-3.76065842291	-3.55808302457
874	NM_131087	4.54940546284	2.85872292231	6.06221678797	7.12134090097	0.750452453609	0.401430427508	-0.414167424928	-1.31677812106
875	NM_200448	13.3829644287	9.46067808855	47.6452074761	45.0532126777	0.280887945244	0.209988978061	-1.83193338466	-2.25161448944
876	NM_131210	10.4967452152	2.59712373859	34.8536021541	34.9272705738	0.301166725	0.0743580501975	-1.73136571508	-3.74936724909
877	NM_131213	30.4397812766	12.7516882805	85.6350921435	99.2732413503	0.355459199198	0.12845040725	-1.49224412293	-2.9607166306
878	NM_001200020	7.4930405264	1.17710582655	144.731771312	116.615587995	0.0517719119892	0.0100938977952	-4.2716865904	-6.63037280582
879	NM_001012312	4.54184077135	11.2375048097	2.78954122865	3.78801442435	1.62816764445	2.96659504184	0.703249254497	1.56880800366
880	NM_001082796	39.5257675163	16.4361967814	4.31128357706	4.13821338289	9.16798137024	3.97180987558	3.19660411247	1.98979656493
881	NM_001202480	14.5213346087	15.3981211952	93.3923843924	84.0759904603	0.15548735267	0.183145284532	-2.68513085847	-2.44893953864
882	NM_001110467	2.38098242668	1.12210855293	33.4787255106	44.989576905	0.0711192672471	0.0249415226842	-3.81361572984	-5.32530664514
883	NM_001020551	13.1488913987	7.22960568309	35.6417348238	38.5920227179	0.368918389178	0.187334199504	-1.4386263912	-2.41631379461
884	NM_001166205	36.7715495748	14.0626114782	47.0280929674	21.0856865922	0.781906032215	0.666926894541	-0.354932856923	-0.584399466406
885	NM_001002873	36.5083972091	15.1484654645	33.8925597565	24.828504374	1.07718028592	0.610123962213	0.107259731625	-0.712825702209
886	NM_001327783	1.80652317453	5.10826560284	3.01111465669	3.16767484345	0.599951639343	1.61262309274	-0.737081881653	0.689409286743
887	NM_001007198	1.74824823342	3.08967677591	0.568456931049	0.597287797452	3.07542777285	5.17284429565	1.62078709431	2.37095776659
888	NM_200658	14.1883654491	7.88073923145	47.1974257874	62.110437853	0.300617358095	0.126882686773	-1.73399977986	-2.97843286897
889	NM_199650	37.4578743192	11.0845258202	108.834151896	115.323730523	0.344173898235	0.0961166081771	-1.53879040574	-3.37907045113
890	NM_001305471	9.84665839903	8.50763773797	41.7794004309	57.0069963237	0.235682137548	0.149238484513	-2.08508567464	-2.74430847983
891	NM_001045306	50.052987642	13.4794024284	65.4635870529	74.6114091758	0.764592804876	0.180661410598	-0.387236470989	-2.46863971643
892	NM_001008578	11.3810959995	2.8733994016	53.5856694239	52.4783426983	0.212390665673	0.054754004297	-2.23520773215	-4.19089171331
893	NM_175042	19.3142421111	7.58534097216	26.7342493284	27.0273446055	0.722453130209	0.280654318168	-0.469024100365	-1.833133838
894	NM_001099979	28.6503284711	7.68235256677	20.3623982688	15.9805480187	1.40702131905	0.480731484163	0.49264418831	-1.05669680304
895	NM_001017716	18.4608207616	10.4402508671	10.7831997173	10.8566054545	1.71199840915	0.96164965291	0.775681361139	-0.0564167061619
896	NM_001003763	5.54724419149	1.30715163679	14.5923457078	17.8976773333	0.380147530943	0.0730347079371	-1.39536867408	-3.77527395772
897	NM_001003762	8.20259171138	8.69785764808	5.1660790101	13.1156898614	1.5877789897	0.66316432761	0.667010111064	-0.592561690231
898	NM_212638	2.49859407235	6.18206676963	51.6447009161	57.366688157	0.0483804539097	0.10776405207	-4.3694318849	-3.21405209073
899	NM_213351	73.8552628134	19.8396947651	337.831769705	460.9699049	0.218615504628	0.0430390239237	-2.19353237157	-4.5382108302
900	NM_213350	75.530652184	67.9561125446	272.99952357	251.02516087	0.276669538453	0.270714347156	-1.85376428412	-1.88515674623
901	NM_131696	22.3158745089	4.63986062542	52.258379107	73.4423124501	0.427029595832	0.0631769407938	-1.22759203375	-3.98445811037
902	NM_213355	16.1864476438	8.58188621277	61.3836978731	72.6078271566	0.263692938103	0.11819505622	-1.92306915963	-3.08075840215
903	NM_131690	0.694816605589	0.491179384888	0.27680924247	0.13963741871	2.51009178519	3.51753412105	1.3277401194	1.81456441807
904	NM_001003769	29.9673964499	11.9738681417	76.1210783622	92.3774540672	0.393680661056	0.12961894504	-1.34490225078	-2.94765149767
905	NM_001007207	39.3809550157	7.15864210779	64.4833130778	75.3535452616	0.6107154415	0.0950007339792	-0.71142777174	-3.39591752997
906	NM_001145599	13.2025603432	0.691344216926	14.3928073594	11.5456312421	0.917302650798	0.0598792913466	-0.124530286076	-4.06179904214
907	NM_131509	1.83566064509	1.94649636882	1.08621364933	2.14891852421	1.68996278607	0.905802777951	0.756991477903	-0.142731130979
908	NM_131508	13.4422393695	19.0051613964	46.7799286008	40.5448515175	0.287350574735	0.468744136064	-1.79911616015	-1.09312745223
909	NM_001145590	5.32241434117	7.5250366246	2.69208442171	3.30253378915	1.97706071112	2.27856461282	0.983357173688	1.18812528137
910	NM_001123299	56.5790623304	50.7652207854	137.062698845	127.74913476	0.412796937512	0.397382110499	-1.27649582726	-1.33140116864
911	NM_001145594	16.9993965639	4.80688174726	15.1682295864	13.4690458119	1.12072384368	0.356883614058	0.164430829049	-1.48647443183
912	NM_131503	17.3169677085	3.06042539815	41.1709909606	53.7762496799	0.420610903562	0.0569103538526	-1.24944184512	-4.13516504
913	NM_131502	11.4743248893	0.506963977598	52.7839643106	65.3515987853	0.217382779773	0.00775748393339	-2.20169043474	-7.01019548089
914	NM_001202479	16.2716225569	12.7808075051	91.930479522	82.8836864601	0.176999213335	0.154201725948	-2.49818514656	-2.69710918175
915	NM_001007421	1.19236207434	0.842903962752	0.300384897916	0.37741602374	3.96944747426	2.23335499749	1.98893820595	1.15921258945
916	NM_001039805	33.7843294977	32.838850304	26.7043733824	54.3772590344	1.26512346925	0.603907789527	0.339278191072	-0.727599813132
917	NM_001039804	2.90149037592	3.58946005553	33.4454743864	12.0740844852	0.0867528545835	0.297286312675	-3.52694495974	-1.75007505307
918	NM_001008609	30.6217829584	9.01963937721	64.9666491178	59.9348261135	0.47134619646	0.150490790782	-1.08514100862	-2.73225289029
919	NM_001256729	113.048833031	101.466916369	194.79636294	204.216533931	0.580343653879	0.496859458026	-0.785020641325	-1.00909026701
920	NM_001111223	35.0187569217	22.0791771067	164.37557729	119.876723751	0.213041118997	0.18418235347	-2.23079618346	-2.4407932516
921	NM_213035	7.5184779518	2.65747921535	30.8559949663	41.0139313334	0.243663442388	0.0647945497774	-2.03703827978	-3.9479837245
922	NM_131327	4.11985375549	3.64050602917	44.8827509225	45.9547977071	0.0917914715745	0.0792192809198	-3.44549607196	-3.65800458394
923	NM_001143752	18.8184908691	16.1951483167	37.0015129701	36.9357285272	0.508587064651	0.438468360108	-0.975433325745	-1.18945535339
924	NM_213030	0.656160046097	3.71081848347	0.188368095731	0.189561116766	3.4833926815	19.575842065	1.80049311654	4.29100246201
925	NM_213033	31.0595212463	12.5466172701	61.1934108013	76.3200560858	0.50756316472	0.164394759564	-0.978340722329	-2.60476378414
926	NM_131328	0.96778027207	2.052428144	0.72575196345	0.554310681774	1.33348626088	3.70266749584	0.415202960654	1.88856499951
927	NM_001305580	7.80313095351	6.16514814136	21.1504779518	33.1027860696	0.368934024625	0.186242575728	-1.4385652484	-2.42474517897
928	NM_001020484	26.845539912	2.99646864971	35.1313955566	55.8895257951	0.764146698037	0.0536141362282	-0.388078466818	-4.22124274921
929	NM_214774	4.57531497469	6.46875845184	115.102437906	115.345763555	0.0397499397747	0.056081456765	-4.65290351521	-4.15633236467
930	NM_001305583	73.1746420888	44.8314351557	132.510938516	103.108114358	0.552215861636	0.43480026218	-0.856695766949	-1.20157528459
931	NM_214772	33.9634813328	13.6524301586	123.563890006	113.048105109	0.27486575027	0.120766554605	-1.86320094429	-3.04970712853
932	NM_001020480	23.9602021043	12.9050920493	57.3668729636	46.4273839066	0.417666169803	0.277962938322	-1.25957780232	-1.84703555821
933	NM_214770	10.3996308391	2.75688806093	88.5974350978	104.722848563	0.117380721322	0.0263255640842	-3.09073261605	-5.24739174522
934	NM_205657	21.7419908882	24.8281976214	1.65593828325	2.56707645332	13.1297108764	9.67177957995	3.71476324251	3.27378136591
935	NM_001098757	102.229287546	32.0174123202	280.830423666	184.635529259	0.364024973546	0.173408728259	-1.45789066651	-2.52775157869
936	NM_205654	3.45667304466	0.610897367082	6.42988961924	10.7806925979	0.53759446108	0.0566658738791	-0.895409821007	-4.14137603322
937	NM_001004641	13.2724151598	14.0737929874	151.50072237	120.903634119	0.0876062830076	0.116405045142	-3.51282184804	-3.10277450706
938	NM_205652	24.7181499518	9.8764625324	31.4251371157	30.0189496607	0.786572540982	0.329007598335	-0.346348271791	-1.60380719192
939	NM_001313699	53.4214710183	17.2403964096	95.4998864905	96.3421139169	0.559387795959	0.178949741797	-0.83807931569	-2.48237363277
940	NM_001098751	10.943361538	46.416451872	1.3720375761	2.25427157831	7.97599258841	20.5904436354	2.99566406913	4.36390300906
941	NM_001044968	3.17907709484	1.87279290607	1.39068672326	2.6128335562	2.28597644722	0.716767013967	1.19281053931	-0.480423849625
942	NM_001077160	6.24599545251	1.26154736566	103.334625737	75.8355658506	0.0604443612967	0.0166352996976	-4.04824842943	-5.90960833207
943	NM_001077161	3.65071242969	3.87113953062	3.9140845166	4.21639217029	0.932711701601	0.918116573192	-0.10049687763	-0.123250750738
944	NM_001077166	20.5386589242	3.78761160823	59.8405840927	57.0222492024	0.343222901909	0.0664233989576	-1.5427822735	-3.91216464077
945	NM_001017806	9.81128965478	10.4036874885	74.1510478605	71.0702247676	0.132314915809	0.14638602203	-2.91795238966	-2.77215029339
946	NR_138548	100.660192863	61.9768886621	332.269903292	403.680343558	0.302947067627	0.15352961731	-1.72286235381	-2.70341110297
947	NM_001002746	3.7949636544	2.14618694884	12.3618621784	13.5984868878	0.306989642793	0.157825423266	-1.70373811207	-2.66359847468
948	NM_001312901	7.37436025888	6.9507717706	4.14760193367	3.12460589835	1.77798168118	2.22452750738	0.830240459932	1.15349893826
949	NM_001327839	6.27249626429	7.39024953258	22.5106159848	23.6184551365	0.278646140493	0.31290147852	-1.84349392399	-1.67621961928
950	NM_001110469	6.0618354192	17.1409178684	8.31039149093	9.24726493173	0.729428382022	1.8536202861	-0.455161758929	0.890345738319
951	NM_001100022	6.51493826482	0.708544106074	24.1111196391	25.9356352827	0.270204717256	0.0273193271864	-1.88787523331	-5.19393423605
952	NM_001319131	1.17149727221	0.828154227944	0.288265094078	0.876999168433	4.06395812839	0.944304462026	2.02288553787	-0.0826760075077
953	NM_001327789	20.1572544951	3.83641881957	69.8216152834	75.1422860667	0.288696479067	0.0510553913167	-1.79237458227	-4.29179287578
954	NM_001327786	10.5310868469	4.96308687123	26.3746442018	18.599427297	0.399288300017	0.266840843644	-1.32449729628	-1.90594858724
955	NM_001077743	40.1059837452	44.5526724908	158.709604097	134.564716657	0.252700420831	0.331087328073	-1.98450002803	-1.59471630033
956	NM_001110460	16.1329969066	14.5151103792	5.5250323242	7.98035945461	2.91998235665	1.81885420848	1.54595965197	0.863029907403
957	NM_001204157	5.04704922374	3.5678573501	23.1408266435	27.2138405511	0.218101509574	0.131104514389	-2.19692833936	-2.93121073142
958	NM_001256652	99.9171544895	48.4820844488	125.947820455	105.138255297	0.793321822708	0.461126963842	-0.334021859678	-1.11676406682
959	NM_001077744	8.11152675406	5.73419617424	5.12517561525	4.53157299569	1.5826826948	1.26538757727	0.662372044783	0.339579337619
960	NM_001039930	8.06693160039	21.8602388025	10.3897094986	14.5132311971	0.77643475994	1.50622824825	-0.365063387874	0.590940407242
961	NM_200937	39.8015644597	15.2089193279	19.6947252014	35.376338237	2.0209250981	0.429917851475	1.01501585185	-1.21786707831
962	NM_200936	4.36415623099	0.881459142643	8.01748689697	11.8090573304	0.544329699203	0.0746426338683	-0.877447341713	-3.7438562952
963	NM_200930	26.7790494107	9.91604499375	46.6263618048	44.8546601968	0.574332810328	0.221070563242	-0.800041112922	-2.1774211597
964	NM_200933	2.33099764456	0.82391380691	5.33973958055	7.02398738278	0.436537701773	0.117300012373	-1.19582183665	-3.09172492934
965	NM_131031	148.389888032	54.8558067578	56.740499536	58.1562080124	2.61523760357	0.943249373242	1.38694202637	-0.0842888584755
966	NM_131030	34.7729605271	6.64369803838	8.71610278937	11.8589095722	3.98950785316	0.560228408686	1.99621078615	-0.835912951834
967	NM_213722	116.183726235	32.3902966334	169.70171812	171.76244241	0.684634943724	0.188576129793	-0.546593165597	-2.4067810255
968	NM_201150	2.56427247455	0.604244710813	9.75012878836	15.8059778642	0.262998831114	0.0382288723927	-1.92687170735	-4.70919354303
