value1	value2	log2.Fold_change.	log2.Fold_change..normalized	z.score	p.value	q.value.Benjamini.et.al..1995.	q.value.Storey.et.al..2003.	Signature.p.value...0.001.
NM_131245	82635	1458	5.82469033884667	6.03623434710463	310.386617510351	0	0	0	TRUE
NM_212762	130231	23437	2.47421308865056	2.68575709690852	309.870071795609	0	0	0	TRUE
NM_200047	223052	78945	1.49846028345752	1.71000429171548	305.830088397234	0	0	0	TRUE
NM_001003728	129514	24280	2.415267729807	2.62681173806495	305.337454217435	0	0	0	TRUE
NM_001015060	359812	177117	1.0225406112196	1.23408461947756	304.523498003347	0	0	0	TRUE
NM_212599	191680	59752	1.68164090479412	1.89318491305207	304.050219841937	0	0	0	TRUE
NM_214683	151086	36049	2.06733883828493	2.27888284654289	303.900967582394	0	0	0	TRUE
NM_001142543	92794	8116	3.51519075443345	3.72673476269141	303.019044805347	0	0	0	TRUE
NM_201468	306650	138948	1.14204788226127	1.35359189051923	301.994497438163	0	0	0	TRUE
NM_131309	267826	111581	1.26320463521022	1.47474864346817	301.076291878905	0	0	0	TRUE
NM_200881	234500	89803	1.38475237652764	1.5962963847856	298.563664727131	0	0	0	TRUE
NM_213233	76716	2273	5.07685791040717	5.28840191866512	298.266817361352	0	0	0	TRUE
NM_131002	139434	31769	2.13389081130017	2.34543481955813	297.021979872996	0	0	0	TRUE
NM_201475	228008	86461	1.39896301685904	1.610507025117	296.288394253779	0	0	0	TRUE
NM_200059	195908	66547	1.55773077727774	1.76927478553569	293.507287043659	0	0	0	TRUE
NM_001080993	74677	2912	4.68058171067414	4.8921257189321	291.576908840058	0	0	0	TRUE
NM_201099	140390	35331	1.99043368731848	2.20197769557643	286.855168432053	0	0	0	TRUE
NM_001020477	72261	2871	4.65359198430856	4.86513599256651	286.57600838292	0	0	0	TRUE
NM_213317	364757	193116	0.917467965905196	1.12901197416315	285.667771587204	0	0	0	TRUE
NM_213356	99726	14761	2.75617922332001	2.96772323157797	285.327284238764	0	0	0	TRUE
NM_213302	666600	449115	0.569736409928261	0.781280418186217	284.055615383236	0	0	0	TRUE
NM_001034986	73900	4463	4.04948865266902	4.26103266092698	281.836792255895	0	0	0	TRUE
NM_213015	271972	125372	1.11724295179945	1.3287869600574	280.380808534104	0	0	0	TRUE
NM_001126109	73766	4735	3.96151967607534	4.17306368433329	280.004288937324	0	0	0	TRUE
NM_200752	180302	62757	1.52256710666197	1.73411111491993	277.65903643633	0	0	0	TRUE
NM_001301359	84614	9665	3.13005474990423	3.34159875816219	277.359242222883	0	0	0	TRUE
NM_131336	65909	1202	5.77696668029033	5.98851068854829	277.29062203102	0	0	0	TRUE
NM_131081	72444	4718	3.94061888329442	4.15216289155238	277.095741334444	0	0	0	TRUE
NM_001077536	67344	727	6.53345024042146	6.74499424867942	276.911964446637	0	0	0	TRUE
NM_201484	84010	9511	3.14289212590702	3.35443613416498	276.812532974641	0	0	0	TRUE
NM_001013455	82480	8905	3.21135681626649	3.42290082452444	276.576650884454	0	0	0	TRUE
NM_212749	74572	302	7.94794167494135	8.1594856831993	275.871995347666	0	0	0	TRUE
NM_199724	105935	20016	2.40395372221758	2.61549773047553	275.490401905089	0	0	0	TRUE
NM_001202510	136885	36975	1.88834231080412	2.09988631906208	274.940917202672	0	0	0	TRUE
NM_213144	212676	85989	1.30643321528554	1.51797722354349	274.068370680983	0	0	0	TRUE
NM_001037113	72230	5415	3.73756492743283	3.94910893569078	272.580657331478	0	0	0	TRUE
NM_001001590	245314	110820	1.14641129828529	1.35795530654324	270.744073276034	0	0	0	TRUE
NM_001080033	159324	52339	1.60600534035123	1.81754934860919	269.627563029693	0	0	0	TRUE
NM_001122654	136427	38411	1.8285377646706	2.04008177292856	269.442200695129	0	0	0	TRUE
NM_001256207	63316	694	6.51149064279933	6.72303465105729	268.648832160029	0	0	0	TRUE
NM_001256631	169207	59099	1.51758362896299	1.72912763722095	268.434508831834	0	0	0	TRUE
NM_212784	156303	51021	1.61518238813061	1.82672639638857	267.979524386837	0	0	0	TRUE
NM_001122836	61084	1661	5.20067055967491	5.41221456793287	266.596670292004	0	0	0	TRUE
NM_001001593	154267	50651	1.60676682356775	1.81831083182571	265.388046463113	0	0	0	TRUE
NM_001002155	122297	31452	1.95916534973327	2.17070935799122	265.359414337921	0	0	0	TRUE
NM_001007775	114938	27469	2.06497955498234	2.2765235632403	264.885805529558	0	0	0	TRUE
NM_001031673	66262	4401	3.91227847240142	4.12382248065938	264.495112629999	0	0	0	TRUE
NM_200502	141394	42995	1.71748010130101	1.92902410955897	264.41466420595	0	0	0	TRUE
NM_001002075	60511	805	6.23206483328065	6.4436088415386	264.203464064658	0	0	0	TRUE
NM_001044996	60588	2700	4.48800077083407	4.69954477909202	260.856724457703	0	0	0	TRUE
NM_001017603	60194	2723	4.46635080212112	4.67789481037907	259.782162228965	0	0	0	TRUE
NM_212766	214740	94180	1.18909832183801	1.40064233009597	259.332366207572	0	0	0	TRUE
NM_198816	72985	8159	3.16113574373312	3.37267975199108	258.592013143102	0	0	0	TRUE
NM_001002078	147053	48509	1.60001187248823	1.81155588074619	258.445577015615	0	0	0	TRUE
NM_001002866	134779	41102	1.71331522536673	1.92485923362468	257.78149364653	0	0	0	TRUE
NM_001172683	77946	10514	2.89016334918374	3.10170735744169	257.583848442351	0	0	0	TRUE
NM_173233	122564	33924	1.85315709283893	2.06470110109688	257.361984333643	0	0	0	TRUE
NM_001130400	256612	126357	1.0220830472797	1.23362705553766	257.045064158081	0	0	0	TRUE
NM_199636	125186	36101	1.79396252400042	2.00550653225837	255.250019597451	0	0	0	TRUE
NM_194400	62505	288	7.76175897886876	7.97330298712671	254.896359944319	0	0	0	TRUE
NM_153659	163373	60526	1.43254265927521	1.64408666753316	254.516703573416	0	0	0	TRUE
NM_001031676	560971	384665	0.544323623796902	0.755867632054859	253.159590146135	0	0	0	TRUE
NM_131784	61682	4457	3.79070467842617	4.00224868668412	252.939972740962	0	0	0	TRUE
NM_200027	143128	48463	1.5623503131229	1.77389432138086	251.306311855752	0	0	0	TRUE
NM_200028	100954	23546	2.10014417387936	2.31168818213732	250.547776644539	0	0	0	TRUE
NM_212953	105867	26330	2.00747352774663	2.21901753600459	250.276174305715	0	0	0	TRUE
NM_213137	53703	1334	5.33117211181263	5.54271612007058	250.273443964129	0	0	0	TRUE
NM_173232	116747	32712	1.83549360497617	2.04703761323412	249.793176783793	0	0	0	TRUE
NM_198143	153044	55547	1.46216558466357	1.67370959292152	249.489227861224	0	0	0	TRUE
NM_001161447	219337	102705	1.09464278277613	1.30618679103408	248.457457916447	0	0	0	TRUE
NM_001100436	128256	40083	1.67796392299808	1.88950793125603	248.362736932447	0	0	0	TRUE
NM_198366	321409	183157	0.811329487647175	1.02287349590513	247.441534858849	0	0	0	TRUE
NM_001123389	330355	190948	0.790837371235217	1.00238137949317	246.716028413418	0	0	0	TRUE
NM_200742	73147	10411	2.81269004648855	3.0242340547465	246.583366961335	0	0	0	TRUE
NM_001020578	81414	14415	2.49770606569145	2.70925007394941	246.128290528848	0	0	0	TRUE
NM_173236	247956	125985	0.976832161788202	1.18837617004616	245.318153394209	0	0	0	TRUE
NM_200815	145884	53190	1.45559472057923	1.66713872883718	242.900695404057	0	0	0	TRUE
NM_001002487	81955	15472	2.40517226959449	2.61671627785244	242.366570115008	0	0	0	TRUE
NM_001040052	114585	33723	1.76461340797142	1.97615741622937	241.853290957488	0	0	0	TRUE
NM_201476	121789	38577	1.65857097525152	1.87011498350947	240.340494356276	0	0	0	TRUE
NM_200750	119121	37085	1.68352009612911	1.89506410438706	239.823984572883	0	0	0	TRUE
NM_001002079	123518	39855	1.6318886641678	1.84343267242576	239.693893942556	0	0	0	TRUE
NM_001004674	233207	117768	0.985663511133176	1.19720751939113	239.304582214371	0	0	0	TRUE
NM_001037410	101151	26782	1.91717497678554	2.12871898504349	238.383753171979	0	0	0	TRUE
NM_181495	52823	3201	4.04457165745315	4.25611566571111	238.204250797581	0	0	0	TRUE
NM_182882	50332	469	6.74574419315726	6.95728820141522	238.009084091235	0	0	0	TRUE
NM_199576	199934	93736	1.09284869500337	1.30439270326132	236.952837805384	0	0	0	TRUE
NM_001077463	49483	2086	4.56812190609742	4.77966591435538	236.453455796469	0	0	0	TRUE
NM_001012304	99793	26683	1.90301774149484	2.1145617497528	235.780862306788	0	0	0	TRUE
NM_199756	90378	21446	2.07526304296404	2.286807051222	235.519746417578	0	0	0	TRUE
NM_212589	122905	40873	1.58832356496186	1.79986757321981	235.217341377413	0	0	0	TRUE
NM_001002069	98686	26537	1.89484014889375	2.1063841571517	233.893640224566	0	0	0	TRUE
NM_001006096	48812	2283	4.41823310057752	4.62977710883548	233.466311933416	0	0	0	TRUE
NM_200713	141340	53750	1.39483315430051	1.60637716255847	232.811762402705	0	0	0	TRUE
NM_131112	241979	128190	0.91659812666996	1.12814213492792	232.473485968998	0	0	0	TRUE
NM_213124	271695	152031	0.837622488377875	1.04916649663583	232.263824646624	0	0	0	TRUE
NM_001020707	46652	1661	4.8118149532157	5.02335896147365	231.317307164187	0	0	0	TRUE
NM_001159528	98172	26971	1.86390259364042	2.07544660189838	231.093143543951	0	0	0	TRUE
NM_001012316	96432	26032	1.88922581378192	2.10076982203988	230.814651144808	0	0	0	TRUE
NM_001002139	167866	73400	1.19345808461571	1.40500209287366	229.808639731803	0	0	0	TRUE
NM_001003447	119390	40521	1.55894031948256	1.77048432774052	229.208024857411	0	0	0	TRUE
NM_131585	397420	261705	0.602722989423697	0.814266997681653	227.147014559499	0	0	0	TRUE
NM_200538	51965	4548	3.51423609223126	3.72578010048921	226.731450288188	0	0	0	TRUE
NM_201101	230608	122293	0.915100735283154	1.12664474354111	226.698140436502	0	0	0	TRUE
NM_001045073	43333	882	5.61854365371502	5.83008766197298	224.981995795387	0	0	0	TRUE
NM_001105132	114051	39268	1.53825307070357	1.74979707896153	222.20035703769	0	0	0	TRUE
NM_201061	115351	40208	1.52047602963199	1.73202003788995	221.876017278822	0	0	0	TRUE
NM_213442	158239	69813	1.18053760073551	1.39208160899346	221.561790557919	0	0	0	TRUE
NM_001164368	53154	5892	3.17334892754042	3.38489293579837	221.008539204933	0	0	0	TRUE
NM_001005967	65817	11729	2.48838025236186	2.69992426061981	220.890840967646	0	0	0	TRUE
NM_001080044	62313	10045	2.63305561168238	2.84459961994033	220.839314952457	0	0	0	TRUE
NM_200405	58444	8257	2.82336531152535	3.0349093197833	220.777983669241	0	0	0	TRUE
NM_001076558	98158	29762	1.7216343754368	1.93317838369476	220.610546896981	0	0	0	TRUE
NM_001017660	43615	320	7.09060867434128	7.30215268259923	219.051044619998	0	0	0	TRUE
NM_001098488	97533	30047	1.69866947873762	1.91021348699558	218.161228255277	0	0	0	TRUE
NM_194421	65768	12249	2.4247218252934	2.63626583355136	217.994273759331	0	0	0	TRUE
NM_212952	70427	14701	2.26021433488022	2.47175834313818	217.625145258296	0	0	0	TRUE
NM_001002297	61256	10441	2.55259126795198	2.76413527620993	215.752277786306	0	0	0	TRUE
NM_213034	127814	50598	1.33689360395353	1.54843761221149	215.556040671259	0	0	0	TRUE
NM_001043323	132784	54147	1.29412800450437	1.50567201276233	215.230653849853	0	0	0	TRUE
NM_001305556	69971	14970	2.22468288887477	2.43622689713273	215.121825390995	0	0	0	TRUE
NM_001164394	141624	60656	1.2233435025502	1.43488751080815	214.448763304418	0	0	0	TRUE
NM_199567	81356	21506	1.91950953227581	2.13105354053376	213.931442020628	0	0	0	TRUE
NM_200026	192409	99144	0.956578912123891	1.16812292038185	213.141602404224	0	0	0	TRUE
NM_212617	40074	1704	4.55566927937802	4.76721328763597	212.691902938699	0	0	0	TRUE
NM_001126379	71492	16374	2.12637501198984	2.33791902024779	212.259177809054	0	0	0	TRUE
NM_200737	50012	5926	3.07714376874237	3.28868777700033	211.785141663803	0	0	0	TRUE
NM_001082931	38138	845	5.49613403744911	5.70767804570706	211.06361457529	0	0	0	TRUE
NM_200653	186895	96049	0.960385474518898	1.17192948277685	210.608527504927	0	0	0	TRUE
NM_001001819	85729	25012	1.77716289258264	1.98870690084059	210.057438216409	0	0	0	TRUE
NM_001123255	63494	12711	2.32054273326694	2.53208674152489	209.475761916687	0	0	0	TRUE
NM_198364	87308	26110	1.74151139587792	1.95305540413587	209.473809583782	0	0	0	TRUE
NM_213515	123460	49738	1.31162329442315	1.5231673026811	209.308742288257	0	0	0	TRUE
NM_001014345	67258	14762	2.18781768388896	2.39936169214691	209.049324604267	0	0	0	TRUE
NM_001076748	54931	8585	2.67773051652344	2.8892745247814	208.976500190276	0	0	0	TRUE
NM_194390	38736	1904	4.34656960069099	4.55811360894895	207.316687309045	0	0	0	TRUE
NM_212598	81898	23658	1.79150010450846	2.00304411276642	206.276085223171	0	0	0	TRUE
NM_200185	83917	24915	1.75194852903095	1.9634925372889	206.088860742405	0	0	0	TRUE
NM_173288	41810	3424	3.61009343653035	3.82163744478831	205.168479049356	0	0	0	TRUE
NM_001040043	143636	65982	1.12227296861917	1.33381697687712	204.304054583164	0	0	0	TRUE
NM_001007063	42362	3831	3.46697777276101	3.67852178101897	203.776487990966	0	0	0	TRUE
NM_001281973	37367	1986	4.23382721398812	4.44537122224608	202.501675179222	0	0	0	TRUE
NM_200976	103047	38067	1.43668972142949	1.64823372968744	202.480089744653	0	0	0	TRUE
NM_173234	131019	57861	1.1791128800323	1.39065688829025	201.440339228833	0	0	0	TRUE
NM_001076732	92483	31779	1.54111446965546	1.75265847791342	200.311282739162	0	0	0	TRUE
NM_001002486	99216	36254	1.4524326143165	1.66397662257446	200.030407242711	0	0	0	TRUE
NM_001105526	94463	33168	1.50995733243788	1.72150134069584	199.922779667787	0	0	0	TRUE
NM_201060	136460	62408	1.12867523816409	1.34021924642205	199.866413497922	0	0	0	TRUE
NM_001197074	100890	37509	1.42747447871029	1.63901848696825	199.547349242223	0	0	0	TRUE
NM_199604	63119	14618	2.11032841009786	2.32187241835581	198.623115732158	0	0	0	TRUE
NM_001076652	535035	411758	0.377836590161156	0.589380598419112	198.426873481895	0	0	0	TRUE
NM_001326391	50259	8087	2.63570544972854	2.8472494579865	198.423540839881	0	0	0	TRUE
NM_213377	107678	42705	1.33424661992775	1.5457906281857	197.594905277561	0	0	0	TRUE
NM_131177	91338	31894	1.51793015464542	1.72947416290337	197.22478791224	0	0	0	TRUE
NM_131425	43086	5025	3.10002366694365	3.31156767520161	197.157188934787	0	0	0	TRUE
NM_199558	98901	37016	1.41783610430673	1.62938011256469	196.736512304778	0	0	0	TRUE
NM_213271	57289	11878	2.26996621749248	2.48151022575044	196.717983411165	0	0	0	TRUE
NM_201191	72445	20368	1.83058179711935	2.0421258053773	196.453879424566	0	0	0	TRUE
NM_001002499	63115	15059	2.06735694855245	2.27890095681041	196.398238208523	0	0	0	TRUE
NM_213349	33018	804	5.35991342287159	5.57145743112955	196.277332856762	0	0	0	TRUE
NM_207048	36067	2370	3.92772046262872	4.13926447088667	195.340470690569	0	0	0	TRUE
NM_199640	174164	93330	0.900033646486495	1.11157765474445	194.862779649333	0	0	0	TRUE
NM_212758	280836	183516	0.613822033532031	0.825366041789987	193.125714640343	0	0	0	TRUE
NM_200140	32196	434	6.2130426075372	6.42458661579515	192.781812263129	0	0	0	TRUE
NM_130971	31805	971	5.03363848065142	5.24518248890938	191.906359366952	0	0	0	TRUE
NM_213382	149370	75509	0.984169905044574	1.19571391330253	191.298610578103	0	0	0	TRUE
NM_199708	241572	151253	0.675489487674849	0.887033495932805	190.435138233468	0	0	0	TRUE
NM_213219	104815	43043	1.28399465560869	1.49553866386665	190.261985338221	0	0	0	TRUE
NM_199588	135308	65280	1.05153417784678	1.26307818610473	190.090629993986	0	0	0	TRUE
NM_200732	162295	86747	0.903732783412995	1.11527679167095	188.606340703387	0	0	0	TRUE
NM_201146	95762	37576	1.3496417847338	1.56118579299175	187.691640514441	0	0	0	TRUE
NM_001326480	31595	1519	4.37850249085636	4.59004649911431	187.504995918365	0	0	0	TRUE
NM_201122	73143	22980	1.67034100283201	1.88188501108996	187.031927810962	0	0	0	TRUE
NM_001013345	120150	55511	1.11399106066735	1.32553506892531	185.954608752691	0	0	0	TRUE
NM_199706	30150	342	6.46201786678891	6.67356187504687	185.60231235811	0	0	0	TRUE
NM_001256628	64221	17963	1.8380168151262	2.04956082338416	185.399455828107	0	0	0	TRUE
NM_001309435	36838	3909	3.23632324735697	3.44786725561493	185.373940341702	0	0	0	TRUE
NM_001312870	95281	37937	1.32858295761784	1.5401269658758	185.36955582832	0	0	0	TRUE
NM_001123257	51889	11101	2.2247390894121	2.43628309767006	185.250331400063	0	0	0	TRUE
NM_001003861	84897	31238	1.44241148576949	1.65395549402745	184.234976272586	0	0	0	TRUE
NM_001083002	133847	66700	1.00482613675484	1.2163701450128	183.550061689579	0	0	0	TRUE
NM_001083849	37862	4610	3.0379119653608	3.24945597361876	183.31412208495	0	0	0	TRUE
NM_181603	158417	86132	0.879105925407227	1.09064993366518	183.003123369523	0	0	0	TRUE
NM_001045104	33980	3028	3.48824874208585	3.69979275034381	182.884850554153	0	0	0	TRUE
NM_212580	41333	6298	2.71432841750806	2.92587242576601	182.407579883319	0	0	0	TRUE
NM_200020	31728	2312	3.77854327972817	3.99008728798613	181.235673814822	0	0	0	TRUE
NM_001014369	32877	2932	3.48712165167052	3.69866565992848	179.872284706415	0	0	0	TRUE
NM_199646	77132	27584	1.48349784030774	1.69504184856569	178.690478093897	0	0	0	TRUE
NM_213383	99147	42825	1.21111587359213	1.42265988185009	178.264898832878	0	0	0	TRUE
NM_194378	38774	5713	2.76276913891173	2.97431314716968	178.093889987651	0	0	0	TRUE
NM_199851	62026	18279	1.76268594363705	1.97422995189501	177.812628809487	0	0	0	TRUE
NM_212994	105764	48135	1.13569045033828	1.34723445859624	176.652879609514	0	0	0	TRUE
NM_001037677	52591	13172	1.99734151238964	2.2088855206476	175.888978285356	0	0	0	TRUE
NM_201579	198350	122935	0.690152683255139	0.901696691513095	174.950609673408	0	0	0	TRUE
NM_199651	29506	2174	3.76258450866022	3.97412851691817	174.557044156134	0	0	0	TRUE
NM_001040361	32772	3593	3.18920287948428	3.40074688774223	173.868420723238	0	0	0	TRUE
NM_205654	49607	11945	2.05413685860685	2.26568086686481	173.501530870992	0	0	0	TRUE
NM_213236	156376	88854	0.815510480632206	1.02705448889016	173.116339228806	0	0	0	TRUE
NM_200765	87781	36577	1.26297195356625	1.47451596182421	172.290807067215	0	0	0	TRUE
NM_199591	138492	74864	0.887458602378619	1.09900261063657	172.161876414674	0	0	0	TRUE
NM_181559	99503	45028	1.14391762414831	1.35546163240627	172.143071940228	0	0	0	TRUE
NM_001045161	38082	6260	2.60487468618396	2.81641869444191	171.764147389653	0	0	0	TRUE
NM_001082865	33054	3982	3.05325974256574	3.2648037508237	171.630905381979	0	0	0	TRUE
NM_199595	122373	62500	0.969357186484732	1.18090119474269	171.435920426608	0	0	0	TRUE
NM_213204	118159	59292	0.994820154758148	1.2063641630161	171.331246401994	0	0	0	TRUE
NM_173235	146591	81794	0.841729608233923	1.05327361649188	171.108388174561	0	0	0	TRUE
NM_001111150	83810	34171	1.2943499247152	1.50589393297316	170.997405839032	0	0	0	TRUE
NM_200879	28913	2411	3.58401475392324	3.7955587621812	170.216523085259	0	0	0	TRUE
NM_001102637	36314	5695	2.67275810521617	2.88430211347413	169.763074022496	0	0	0	TRUE
NM_001110121	79506	31676	1.32767357348112	1.53921758173908	169.25261826559	0	0	0	TRUE
NM_201320	24743	764	5.01730398403209	5.22884799229005	169.215882475549	0	0	0	TRUE
NM_199568	41540	8504	2.28828771420091	2.49983172245886	168.20889306255	0	0	0	TRUE
NM_212605	136965	75395	0.861266518369725	1.07281052662768	167.889933142516	0	0	0	TRUE
NM_131386	92294	41138	1.16576520555131	1.37730921380926	167.823178567573	0	0	0	TRUE
NM_001037702	138991	77091	0.850357120573907	1.06190112883186	167.724885142541	0	0	0	TRUE
NM_199574	105190	51115	1.04117893397359	1.25272294223155	166.519806833402	0	0	0	TRUE
NM_001079946	71635	27201	1.39700495244179	1.60854896069975	165.885146879926	0	0	0	TRUE
NM_213333	105156	51843	1.02031005961884	1.2318540678768	164.31267673406	0	0	0	TRUE
NM_214696	449394	361182	0.315254866847603	0.526798875105559	164.286949720099	0	0	0	TRUE
NM_001004520	65833	23962	1.45806261425599	1.66960662251395	163.322602856703	0	0	0	TRUE
NM_001002648	24046	1221	4.2996618193218	4.51120582757975	162.979211341411	0	0	0	TRUE
NM_001029966	51748	15172	1.77009182845965	1.9816358367176	162.811316080188	0	0	0	TRUE
NM_200369	47324	12675	1.90058627353854	2.11213028179649	162.237231622976	0	0	0	TRUE
NM_001109701	23707	1250	4.24531310866726	4.45685711692521	161.389522536934	0	0	0	TRUE
