value1	value2	log2.Fold_change.	log2.Fold_change..normalized	z.score	p.value	q.value.Benjamini.et.al..1995.	q.value.Storey.et.al..2003.	Signature.p.value...0.001.
NM_001017893	4894	11109	-1.1826429488134	-0.971098940555439	-40.9261097769248	0	0	0	TRUE
NM_213023	2327	6748	-1.53598876288222	-1.32444475462426	-40.9189927910487	0	0	0	TRUE
NM_001004591	15750	27245	-0.790639662301887	-0.579095654043931	-40.9081799757174	0	0	0	TRUE
NM_001033721	8552	16785	-0.972838778864423	-0.761294770606467	-40.8985395194118	0	0	0	TRUE
NM_200874	4113	9820	-1.25553195270167	-1.04398794444372	-40.8473683767792	0	0	0	TRUE
NM_200048	7422	15061	-1.02093765716487	-0.809393648906914	-40.8469385662546	0	0	0	TRUE
NM_001040687	258	2357	-3.19150878782691	-2.97996477956896	-40.841380861481	0	0	0	TRUE
NM_001042720	1179	4531	-1.94226577253363	-1.73072176427567	-40.8366863707625	0	0	0	TRUE
NM_001128779	1196	4566	-1.9327134700266	-1.72116946176864	-40.835389899489	0	0	0	TRUE
NM_001020639	275	2404	-3.12793337229916	-2.91638936404121	-40.8137780433928	0	0	0	TRUE
NM_001110837	195	2165	-3.47282099586448	-3.26127698760652	-40.7995266434185	0	0	0	TRUE
NM_001004602	114	1904	-4.0619277491432	-3.85038374088525	-40.7888120473469	0	0	0	TRUE
NM_001099984	292	2449	-3.06815249968396	-2.85660849142601	-40.7697617711873	0	0	0	TRUE
NM_001099975	247	2314	-3.22780591752281	-3.01626190926486	-40.7032008143221	0	0	0	TRUE
NM_001005921	4405	10278	-1.22234563299738	-1.01080162473942	-40.6940629780974	0	0	0	TRUE
NM_001005391	26064	41436	-0.668826231049024	-0.457282222791068	-40.6884738321421	0	0	0	TRUE
NM_001045310	645	3345	-2.37463514521821	-2.16309113696025	-40.6873172134784	0	0	0	TRUE
NM_200400	1761	5668	-1.68644484908681	-1.47490084082885	-40.6871618936643	0	0	0	TRUE
NM_001089498	6108	13000	-1.08973965600633	-0.878195647748372	-40.6870256847755	0	0	0	TRUE
NM_001184955	548	3111	-2.50513059657385	-2.2935865883159	-40.6752628364244	0	0	0	TRUE
NM_001326521	3708	9119	-1.29823438150752	-1.08669037324956	-40.6703552463434	0	0	0	TRUE
NM_001025469	888	3893	-2.13225076299718	-1.92070675473922	-40.6472477941723	0	0	0	TRUE
NM_001018146	70	1745	-4.63972830415205	-4.42818429589409	-40.629643442939	0	0	0	TRUE
NM_001082858	3279	8386	-1.35472692845333	-1.14318292019537	-40.6293179882446	0	0	0	TRUE
NM_205588	10607	19784	-0.899317471351774	-0.687773463093817	-40.6286821563849	0	0	0	TRUE
NM_001039828	755	3593	-2.25064038578972	-2.03909637753177	-40.6147966919391	0	0	0	TRUE
NM_001030084	123	1920	-3.96437609026928	-3.75283208201132	-40.6026925570834	0	0	0	TRUE
NM_001002556	1344	4842	-1.84906994122018	-1.63752593296222	-40.5920286008978	0	0	0	TRUE
NM_200453	1065	4266	-2.00203053522737	-1.79048652696942	-40.5704413796922	0	0	0	TRUE
NM_001037661	87	1796	-4.36762813889242	-4.15608413063446	-40.554097077686	0	0	0	TRUE
NM_201070	476	2920	-2.61693489045944	-2.40539088220148	-40.5348011541541	0	0	0	TRUE
NM_199680	4077	9714	-1.25255752953518	-1.04101352127722	-40.5314414117595	0	0	0	TRUE
NM_201273	9808	18580	-0.921719617579233	-0.710175609321277	-40.49783263492	0	0	0	TRUE
NM_001008602	83	1773	-4.41693738955176	-4.20539338129381	-40.4247488077022	0	0	0	TRUE
NM_001014338	106	1848	-4.12382858685286	-3.9122845785949	-40.3948929494769	0	0	0	TRUE
NM_200445	13236	23545	-0.830953525874351	-0.619409517616395	-40.3930020009904	0	0	0	TRUE
NM_200731	117	1884	-4.00921853002938	-3.79767452177142	-40.3857849666577	0	0	0	TRUE
NM_001328401	10647	19789	-0.894251730106678	-0.682707721848722	-40.3699561409439	0	0	0	TRUE
NM_001002522	3022	7908	-1.38780921056438	-1.17626520230642	-40.364060298073	0	0	0	TRUE
NM_001099248	2677	7305	-1.44826713405008	-1.23672312579213	-40.3634607645666	0	0	0	TRUE
NM_001030253	79	1754	-4.47265228426763	-4.26110827600967	-40.3488092547424	0	0	0	TRUE
NM_001243164	5563	12081	-1.1188048674133	-0.907260859155341	-40.3170165129795	0	0	0	TRUE
NM_001089543	16712	28452	-0.767645671136057	-0.556101662878101	-40.3049882220492	0	0	0	TRUE
NM_001113627	12967	23136	-0.835294716111934	-0.623750707853977	-40.2909027812658	0	0	0	TRUE
NM_001109770	441	2810	-2.67171956955077	-2.46017556129281	-40.285354081367	0	0	0	TRUE
NM_001312913	2963	7794	-1.39530530520775	-1.1837612969498	-40.2750759968988	0	0	0	TRUE
NM_201044	4065	9656	-1.24817032379263	-1.03662631553468	-40.2705558196142	0	0	0	TRUE
NM_001145600	640	3294	-2.36369674483899	-2.15215273658104	-40.2479940119012	0	0	0	TRUE
NM_001290015	436	2793	-2.67941553350302	-2.46787152524507	-40.2352542152651	0	0	0	TRUE
NM_001160362	263	2324	-3.14347536411223	-2.93193135585427	-40.2342798719082	0	0	0	TRUE
NM_181764	1222	4556	-1.89852346188938	-1.68697945363142	-40.2179429109672	0	0	0	TRUE
NM_001045138	1623	5350	-1.7208758916279	-1.50933188336994	-40.2114602958276	0	0	0	TRUE
NM_213091	16312	27865	-0.772520472948871	-0.560976464690915	-40.2026730811822	0	0	0	TRUE
NM_205739	1529	5165	-1.75617994239162	-1.54463593413366	-40.1876349697522	0	0	0	TRUE
NM_001030228	2140	6315	-1.5611719373864	-1.34962792912845	-40.1613889189235	0	0	0	TRUE
NM_001083056	856	3776	-2.14117606296069	-1.92963205470274	-40.1556452554285	0	0	0	TRUE
NM_001105701	949	3978	-2.06756328381263	-1.85601927555468	-40.1523591980782	0	0	0	TRUE
NM_001002132	458	2841	-2.6329793280926	-2.42143531983464	-40.1376499517397	0	0	0	TRUE
NM_131454	5273	11592	-1.1364335981771	-0.924889589919141	-40.1371659553427	0	0	0	TRUE
NM_001004607	3328	8402	-1.33607735234543	-1.12453334408747	-40.1341088788779	0	0	0	TRUE
NM_001089574	145	1957	-3.75451895061187	-3.54297494235391	-40.1330309455241	0	0	0	TRUE
NM_001199365	135	1924	-3.83307748671921	-3.62153347846125	-40.12558326051	0	0	0	TRUE
NM_131888	7435	14948	-1.00754782144096	-0.796003813183008	-40.1131860582497	0	0	0	TRUE
NM_212563	10150	19003	-0.904747467117755	-0.693203458859799	-40.0952309953043	0	0	0	TRUE
NM_001002309	337	2520	-2.90260323720542	-2.69105922894746	-40.0936410891686	0	0	0	TRUE
NM_213078	7500	15038	-1.00365020579263	-0.792106197534675	-40.063817914536	0	0	0	TRUE
NM_001003757	861	3778	-2.13353755899153	-1.92199355073357	-40.0602703159299	0	0	0	TRUE
NM_001328073	2895	7647	-1.40133052586676	-1.1897865176088	-40.0546607650264	0	0	0	TRUE
NM_001201489	77	1725	-4.48559410585799	-4.27405009760004	-40.0454831678832	0	0	0	TRUE
NM_001029968	490	2913	-2.57165204713778	-2.36010803887982	-40.036949422054	0	0	0	TRUE
NM_200209	1603	5288	-1.72194775135315	-1.51040374309519	-39.9987368918101	0	0	0	TRUE
NM_152941	8244	16150	-0.970117754929394	-0.758573746671438	-39.9928732564476	0	0	0	TRUE
NM_001083031	92	1769	-4.26515637663344	-4.05361236837549	-39.9590496653068	0	0	0	TRUE
NM_001020710	172	2028	-3.55957718230124	-3.34803317404329	-39.9331061440549	0	0	0	TRUE
NM_152968	795	3620	-2.18696293179885	-1.97541892354089	-39.932240787668	0	0	0	TRUE
NM_001017904	973	4003	-2.04056990560643	-1.82902589734847	-39.8786397524416	0	0	0	TRUE
NM_001030208	583	3125	-2.42228840123632	-2.21074439297836	-39.8623881355258	0	0	0	TRUE
NM_200270	5177	11394	-1.13808608800973	-0.926542079751771	-39.8525721764776	0	0	0	TRUE
NM_001089535	2116	6234	-1.55881852751134	-1.34727451925339	-39.8496530024307	0	0	0	TRUE
NM_001123267	160	1978	-3.62789861587175	-3.41635460761379	-39.7689127418436	0	0	0	TRUE
NM_001003493	10601	19596	-0.886358835058747	-0.674814826800791	-39.7625060989216	0	0	0	TRUE
NM_001077606	1045	4143	-1.98717287801096	-1.77562886975301	-39.751727257616	0	0	0	TRUE
NM_001354163	240	2220	-3.20945336562895	-2.99790935737099	-39.7515398815183	0	0	0	TRUE
NM_001089422	142	1919	-3.7563918766907	-3.54484786843274	-39.7495842820522	0	0	0	TRUE
NM_001007411	6501	13450	-1.04887261351652	-0.837328605258563	-39.7398412376592	0	0	0	TRUE
NM_213281	2038	6077	-1.57620524037925	-1.36466123212129	-39.7325014170575	0	0	0	TRUE
NM_001114983	1150	4359	-1.92236334252226	-1.7108193342643	-39.7302698069211	0	0	0	TRUE
NM_001014293	741	3480	-2.23154185843026	-2.0199978501723	-39.7279092201453	0	0	0	TRUE
NM_001004615	355	2539	-2.83836946525546	-2.6268254569975	-39.7236040416237	0	0	0	TRUE
NM_001017843	297	2379	-3.00182043562437	-2.79027642736641	-39.7035636081831	0	0	0	TRUE
NM_001002738	4081	9599	-1.23396140667669	-1.02241739841873	-39.6987939451637	0	0	0	TRUE
NM_001122845	11110	20324	-0.87132555252126	-0.659781544263303	-39.6955903625775	0	0	0	TRUE
NM_001003877	1584	5217	-1.71964809794813	-1.50810408969018	-39.6846230410377	0	0	0	TRUE
NM_175083	190	2064	-3.44137164709231	-3.22982763883435	-39.6679221978101	0	0	0	TRUE
NM_001244981	240	2213	-3.20489714019249	-2.99335313193454	-39.6598002163839	0	0	0	TRUE
NM_001077789	577	3091	-2.42143043021274	-2.20988642195478	-39.6354486377843	0	0	0	TRUE
NM_001017551	2191	6344	-1.53380328671376	-1.3222592784558	-39.6246972890195	0	0	0	TRUE
NM_001007168	40038	59693	-0.576191851664765	-0.364647843406809	-39.575269746335	0	0	0	TRUE
NM_001103120	150	1930	-3.68556644165956	-3.47402243340161	-39.5493125631218	0	0	0	TRUE
NM_001034972	1920	5837	-1.60412075727372	-1.39257674901577	-39.5447985160679	0	0	0	TRUE
NM_001080051	133	1873	-3.81585274874185	-3.6043087404839	-39.5196848018848	0	0	0	TRUE
NM_001351708	1849	5701	-1.62446977672887	-1.41292576847091	-39.5128823498302	0	0	0	TRUE
NM_001083841	2067	6100	-1.56127085391216	-1.34972684565421	-39.4740058091561	0	0	0	TRUE
NM_001130631	1218	4470	-1.87576069816435	-1.66421668990639	-39.4543483562932	0	0	0	TRUE
NM_001172556	29421	45580	-0.631554640943081	-0.420010632685125	-39.4507277871725	0	0	0	TRUE
NM_001003784	10486	19345	-0.883496277814222	-0.671952269556266	-39.3589439121321	0	0	0	TRUE
NM_001020554	4803	10717	-1.15789339631998	-0.946349388062023	-39.3414150360619	0	0	0	TRUE
NM_001017645	700	3352	-2.25959532186702	-2.04805131360907	-39.3402122116878	0	0	0	TRUE
NM_001077616	1236	4487	-1.86007244077197	-1.64852843251401	-39.2632641107435	0	0	0	TRUE
NM_200657	2248	6401	-1.50965527304475	-1.29811126478679	-39.2392750725182	0	0	0	TRUE
NM_001105670	415	2655	-2.67752861945723	-2.46598461119927	-39.2114859360176	0	0	0	TRUE
NM_200476	1314	4638	-1.81953754432367	-1.60799353606572	-39.2113942288636	0	0	0	TRUE
NM_001080642	6064	12683	-1.06455437811798	-0.853010369860021	-39.2060877793212	0	0	0	TRUE
NM_001002314	1068	4137	-1.95367331054758	-1.74212930228963	-39.2004095663138	0	0	0	TRUE
NM_200272	1070	4141	-1.95236840608137	-1.74082439782341	-39.1988427661373	0	0	0	TRUE
NM_001030192	274	2272	-3.05171503654415	-2.8401710282862	-39.1542302471584	0	0	0	TRUE
NM_001098247	1318	4639	-1.81546347584178	-1.60391946758383	-39.1438886904384	0	0	0	TRUE
NM_001077626	98	1730	-4.14184647840888	-3.93030247015092	-39.1415525865649	0	0	0	TRUE
NM_001017719	741	3425	-2.20855854042942	-1.99701453217146	-39.1197747736675	0	0	0	TRUE
NM_001008591	1077	4141	-1.94296095282567	-1.73141694456772	-39.0506200574916	0	0	0	TRUE
NM_001202434	600	3095	-2.36690500360575	-2.15536099534779	-39.0497401039405	0	0	0	TRUE
NM_001202525	488	2825	-2.53329781462703	-2.32175380636907	-39.0454708644503	0	0	0	TRUE
NM_001166123	3916	9233	-1.23741872170545	-1.0258747134475	-39.0428353805626	0	0	0	TRUE
NM_001024431	292	2311	-2.98447698558761	-2.77293297732966	-39.0058355247605	0	0	0	TRUE
NM_001013343	1129	4243	-1.91003919251773	-1.69849518425978	-38.9988850714328	0	0	0	TRUE
NM_001167569	251	2194	-3.12780425645242	-2.91626024819447	-38.9895554646587	0	0	0	TRUE
NM_001080684	1379	4738	-1.78065574172625	-1.56911173346829	-38.93500748881	0	0	0	TRUE
NM_200069	27152	42373	-0.642086804847491	-0.430542796589535	-38.9199876479645	0	0	0	TRUE
NM_001017759	8734	16679	-0.933318357450519	-0.721774349192563	-38.9184057066944	0	0	0	TRUE
NM_200859	11342	20495	-0.853596928557796	-0.642052920299839	-38.9104960627319	0	0	0	TRUE
NM_001005942	5561	11849	-1.09134906531406	-0.879805057056108	-38.9043561973555	0	0	0	TRUE
NM_001082809	276	2257	-3.03166624641367	-2.82012223815571	-38.8841463203893	0	0	0	TRUE
NM_198372	409	2613	-2.67553437637827	-2.46399036812032	-38.8820763969537	0	0	0	TRUE
NM_001113342	661	3222	-2.28523431719888	-2.07369030894092	-38.8795217037176	0	0	0	TRUE
NM_153668	15706	26691	-0.765037556020465	-0.553493547762509	-38.8720905697406	0	0	0	TRUE
NM_001324499	471	2767	-2.55452367899717	-2.34297967073921	-38.8526752703213	0	0	0	TRUE
NM_001128716	86	1667	-4.27677363428432	-4.06522962602636	-38.8228652831323	0	0	0	TRUE
NM_212957	5257	11352	-1.11063485448868	-0.89909084623072	-38.7845567878495	0	0	0	TRUE
NM_001002485	11065	20067	-0.858821499959754	-0.647277491701798	-38.7802062939559	0	0	0	TRUE
NM_201287	57105	81542	-0.513926271962992	-0.302382263705036	-38.7743332079143	0	0	0	TRUE
NM_200632	17677	29413	-0.73458048768074	-0.523036479422783	-38.7649676750701	0	0	0	TRUE
NM_001030188	5749	12113	-1.07517328252201	-0.863629274264051	-38.720571666114	0	0	0	TRUE
NM_001017899	21707	34939	-0.686677963900735	-0.475133955642779	-38.7007791481339	0	0	0	TRUE
NM_001100151	149	1865	-3.64579139468044	-3.43424738642248	-38.6983116833738	0	0	0	TRUE
NM_001089496	629	3132	-2.31595229041175	-2.1044082821538	-38.6939710861781	0	0	0	TRUE
NM_001002424	191	1994	-3.38402086636245	-3.17247685810449	-38.6796348027886	0	0	0	TRUE
NM_001123012	30996	47437	-0.613930724886417	-0.402386716628461	-38.6757004382278	0	0	0	TRUE
NM_001351699	45	1523	-5.08084713015762	-4.86930312189966	-38.6668476647745	0	0	0	TRUE
NM_001004557	2610	6972	-1.41752276266844	-1.20597875441048	-38.657851157347	0	0	0	TRUE
NM_001130616	201	2021	-3.32980191520081	-3.11825790694285	-38.6364237660953	0	0	0	TRUE
NM_001002070	13110	22969	-0.809020361994406	-0.59747635373645	-38.6296661958315	0	0	0	TRUE
NM_001013446	2424	6641	-1.45401079975156	-1.24246679149361	-38.6255427867723	0	0	0	TRUE
NM_200229	6199	12789	-1.04479605203958	-0.833252043781629	-38.5895756308847	0	0	0	TRUE
NM_001128776	176	1937	-3.46017661996596	-3.248632611708	-38.5261316600371	0	0	0	TRUE
NM_001076632	2703	7117	-1.39670772409511	-1.18516371583715	-38.5223544590637	0	0	0	TRUE
NM_207085	1236	4410	-1.83509991254051	-1.62355590428255	-38.5015144620175	0	0	0	TRUE
NM_001003777	309	2319	-2.90782407674163	-2.69628006848367	-38.5012075708306	0	0	0	TRUE
NM_199996	47309	68760	-0.539454878793881	-0.327910870535925	-38.4402883984485	0	0	0	TRUE
NM_001017538	2386	6551	-1.45712110558988	-1.24557709733192	-38.4382260347749	0	0	0	TRUE
NM_212931	6245	12833	-1.03908499505538	-0.827540986797427	-38.4289738978372	0	0	0	TRUE
NM_001004650	5626	11872	-1.0773815393061	-0.865837531048147	-38.416739833698	0	0	0	TRUE
NM_001308966	3816	8976	-1.23401150460328	-1.02246749634533	-38.3904116265968	0	0	0	TRUE
NM_001020544	396	2537	-2.67955118398433	-2.46800717572637	-38.3482065775141	0	0	0	TRUE
NM_001002306	4403	9923	-1.17228950928152	-0.960745501023563	-38.3360734466677	0	0	0	TRUE
NM_001326447	2536	6802	-1.42340426056843	-1.21186025231048	-38.3307625224147	0	0	0	TRUE
NM_001076557	2702	7090	-1.39175795280119	-1.18021394454324	-38.3214866672322	0	0	0	TRUE
NM_001004573	3865	9043	-1.22633304954408	-1.01478904128612	-38.2949759698834	0	0	0	TRUE
NM_001327829	110	1708	-3.95673254609583	-3.74518853783787	-38.2681861985473	0	0	0	TRUE
NM_001002120	3696	8759	-1.24480141245687	-1.03325740419891	-38.2521113477754	0	0	0	TRUE
NM_001017647	1595	5083	-1.67212380679621	-1.46057979853826	-38.2509648851717	0	0	0	TRUE
NM_152956	696	3246	-2.22150378869924	-2.00995978044129	-38.2447762326543	0	0	0	TRUE
NM_001083004	15138	25743	-0.766005577887798	-0.554461569629842	-38.2358037159542	0	0	0	TRUE
NM_001077768	8250	15830	-0.940195231004003	-0.728651222746047	-38.2305419220359	0	0	0	TRUE
NM_199538	159	1861	-3.5489793847748	-3.33743537651684	-38.202600330881	0	0	0	TRUE
NM_001004011	515	2821	-2.45356232851499	-2.24201832025703	-38.2020529703138	0	0	0	TRUE
NM_130969	2760	7174	-1.37810947829199	-1.16656547003404	-38.192275052369	0	0	0	TRUE
NM_001002130	1346	4596	-1.7717003880358	-1.56015637977784	-38.187469603779	0	0	0	TRUE
NM_200135	6355	12960	-1.02810168787967	-0.816557679621711	-38.1787116016243	0	0	0	TRUE
NM_212590	503	2790	-2.47163481691102	-2.26009080865307	-38.1780619518154	0	0	0	TRUE
NM_001039144	644	3120	-2.27641343563499	-2.06486942737704	-38.1546897629562	0	0	0	TRUE
NM_212992	11881	21110	-0.829270308680666	-0.61772630042271	-38.154313830145	0	0	0	TRUE
NM_001130818	3593	8575	-1.25494773594537	-1.04340372768742	-38.1527036490328	0	0	0	TRUE
NM_001082864	1990	5806	-1.54477614119565	-1.33323213293769	-38.1492370459949	0	0	0	TRUE
NM_001082996	260	2155	-3.05110434094801	-2.83956033269005	-38.1285845627168	0	0	0	TRUE
NM_001201400	452	2660	-2.55703156797336	-2.34548755971541	-38.1182531328141	0	0	0	TRUE
NM_001098245	65	1546	-4.57195679089639	-4.36041278263844	-38.1023913291701	0	0	0	TRUE
NM_139077	490	2752	-2.48962681569953	-2.27808280744157	-38.1000502440757	0	0	0	TRUE
NM_001111211	567	2936	-2.37243132790099	-2.16088731964303	-38.0944726068121	0	0	0	TRUE
NM_001099264	3439	8306	-1.272164755898	-1.06062074764005	-38.0553744333438	0	0	0	TRUE
NM_001004012	209	1997	-3.25625948536309	-3.04471547710513	-37.9814996832841	0	0	0	TRUE
NM_001080645	106	1674	-3.98116335798714	-3.76961934972919	-37.971422602816	0	0	0	TRUE
NM_001076672	82	1593	-4.27997854690723	-4.06843453864927	-37.9602190195066	0	0	0	TRUE
NM_001083097	456	2657	-2.54269249832577	-2.33114849006781	-37.9580488628431	0	0	0	TRUE
NM_213170	11955	21169	-0.82433898959752	-0.612794981339563	-37.9349934156719	0	0	0	TRUE
NM_001079978	60	1516	-4.65916344256257	-4.44761943430462	-37.9082845084541	0	0	0	TRUE
NM_001006032	1729	5297	-1.6152376396551	-1.40369363139715	-37.8988200131045	0	0	0	TRUE
NM_001020566	183	1913	-3.38592132006207	-3.17437731180411	-37.8960812834664	0	0	0	TRUE
NM_001025538	2176	6110	-1.48949382345575	-1.2779498151978	-37.8736075219638	0	0	0	TRUE
NM_001002454	2642	6928	-1.3908084634799	-1.17926445522194	-37.8568938646915	0	0	0	TRUE
NM_201039	29597	45312	-0.614442221181557	-0.402898212923601	-37.8440293387103	0	0	0	TRUE
NM_001326478	1160	4191	-1.85316971611569	-1.64162570785773	-37.8324271259346	0	0	0	TRUE
NM_001080588	12836	22402	-0.803431843857549	-0.591887835599593	-37.8296315315568	0	0	0	TRUE
NM_001013547	1759	5343	-1.60289453435082	-1.39135052609286	-37.8091116766034	0	0	0	TRUE
NM_001304356	137	1762	-3.68496612595989	-3.47342211770193	-37.7862076224707	0	0	0	TRUE
NM_001037397	620	3030	-2.28897767308607	-2.07743366482812	-37.7468666091244	0	0	0	TRUE
NM_001020630	2561	6772	-1.40287472029817	-1.19133071204022	-37.7322263823459	0	0	0	TRUE
NM_001037672	13588	23439	-0.786577896694233	-0.575033888436277	-37.7035041538997	0	0	0	TRUE
NM_001013458	537	2832	-2.39882727209758	-2.18728326383963	-37.6978787392382	0	0	0	TRUE
NM_001242974	4001	9180	-1.19813352495557	-0.986589516697613	-37.6955431521401	0	0	0	TRUE
NM_001002721	9351	17349	-0.891659947158121	-0.680115938900165	-37.6725194180181	0	0	0	TRUE
NM_200339	8631	16285	-0.915944092822823	-0.704400084564867	-37.6434279333369	0	0	0	TRUE
NM_001014362	445	2602	-2.54774372086404	-2.33619971260608	-37.6115824331805	0	0	0	TRUE
NM_200466	2151	6032	-1.4876289038456	-1.27608489558765	-37.5883101147307	0	0	0	TRUE
NM_001115139	13998	23991	-0.777272580572694	-0.565728572314738	-37.5882308889914	0	0	0	TRUE
NM_001113608	5205	11078	-1.08972737497654	-0.878183366718584	-37.5585002582943	0	0	0	TRUE
NM_001256242	2762	7097	-1.36149598674467	-1.14995197848671	-37.5537314886845	0	0	0	TRUE
NM_001245035	1239	4320	-1.80185512491023	-1.59031111665227	-37.5419765027242	0	0	0	TRUE
NM_213316	594	2952	-2.31315788525963	-2.10161387700167	-37.5339035756336	0	0	0	TRUE
NM_001128727	126	1708	-3.76081233612057	-3.54926832786262	-37.5186780156065	4.56888519250622e-308	1.01857917964487e-307	1.790591373542e-309	TRUE
NM_001166268	14366	24486	-0.769298695795529	-0.557754687537573	-37.4905965431903	1.3107732953841e-307	2.92075197506412e-307	5.13447888521437e-309	TRUE
NM_213303	2193	6095	-1.47472040883398	-1.26317640057603	-37.4856416985225	1.57853476941669e-307	3.51622240380158e-307	6.18127449443584e-309	TRUE
NM_207061	298	2212	-2.89196714977255	-2.68042314151459	-37.4841966306785	1.66646364430974e-307	3.71146689561578e-307	6.5245007352235e-309	TRUE
NM_001113621	460	2628	-2.51425950937795	-2.30271550112	-37.4740752243412	2.43589693077291e-307	5.42420670560971e-307	9.53537823025178e-309	TRUE
NM_200913	3451	8246	-1.25667998745255	-1.04513597919459	-37.4644804798698	3.49061832416372e-307	7.77154336460191e-307	1.36618328607654e-308	TRUE
NM_200062	25515	39738	-0.639173622342458	-0.427629614084502	-37.4540961365854	5.151798220769e-307	1.14680969228453e-306	2.01601169858487e-308	TRUE
NM_001204257	198	1926	-3.28203536776385	-3.07049135950589	-37.4483356086257	6.39322089995802e-307	1.42291786496732e-306	2.50139066769223e-308	TRUE
NM_001142955	2251	6191	-1.45960640248901	-1.24806239423105	-37.4255614547697	1.50058554604413e-306	3.33924668919736e-306	5.87016349371104e-308	TRUE
NM_213460	220	1988	-3.17574232803763	-2.96419831977967	-37.412036217338	2.49007909702927e-306	5.53931638542876e-306	9.73773304351924e-308	TRUE
NM_001142265	38	1413	-5.21661823689035	-5.0050742286324	-37.392609927917	5.15218798662492e-306	1.14594134532627e-305	2.0144852050105e-307	TRUE
NM_001002681	4866	10516	-1.11177782167962	-0.900233813421661	-37.3691296944001	1.24007910836684e-305	2.75770464831486e-305	4.84785302186411e-307	TRUE
NM_200159	1962	5664	-1.52949622386376	-1.3179522156058	-37.3467407262447	2.86388544553647e-305	6.36662664219978e-305	1.11920869500398e-306	TRUE
NM_213008	2972	7428	-1.32153969939683	-1.10999569113887	-37.3422567131836	3.38634906902859e-305	7.52684844670568e-305	1.32316762093332e-306	TRUE
NM_001328193	20304	32653	-0.68545157142476	-0.473907563166804	-37.3244802078989	6.57901255943027e-305	1.46207578163807e-304	2.57022756245476e-306	TRUE
NM_199912	22849	36107	-0.66014753069132	-0.448603522433364	-37.3168347225563	8.75323873457789e-305	1.94461404194898e-304	3.41849627202913e-306	TRUE
NM_001328063	152	1774	-3.54486278085748	-3.33331877259952	-37.2795194429132	3.52411596045636e-304	7.82524850946696e-304	1.37562427711895e-305	TRUE
NM_001110027	947	3701	-1.96647880483184	-1.75493479657388	-37.2669632687121	5.62924488698603e-304	1.24975787565771e-303	2.19698744671876e-305	TRUE
NM_199644	13015	22531	-0.791736034810661	-0.580192026552705	-37.2641899208294	6.24262041407936e-304	1.38570400614388e-303	2.43597129145022e-305	TRUE
NM_001205027	2450	6521	-1.41231147050705	-1.20076746224909	-37.2586612464828	7.67182465734459e-304	1.70266821462822e-303	2.99317233067772e-305	TRUE
NM_001080012	1035	3881	-1.90679766539876	-1.69525365714081	-37.2478833199158	1.14656592407738e-303	2.54424083584734e-303	4.47259848220134e-305	TRUE
NM_001099973	2383	6401	-1.4255183570754	-1.21397434881745	-37.2349378580144	1.85748921935758e-303	4.12110168388456e-303	7.24461021010253e-305	TRUE
NM_001099986	942	3685	-1.96786565436965	-1.75632164611169	-37.2067637065617	5.30498761505817e-303	1.17679077427719e-302	2.06871635607082e-304	TRUE
NM_001145584	8102	15418	-0.92826564300066	-0.716721634742704	-37.1888139449631	1.03482842506396e-302	2.29438797747038e-302	4.03337453004813e-304	TRUE
NM_212927	15256	25659	-0.750088197067509	-0.538544188809553	-37.1799119691675	1.44121858473318e-302	3.19489259304895e-302	5.61639902997155e-304	TRUE
NM_001177500	288	2162	-2.90822580629234	-2.69668179803438	-37.1780171237651	1.54649066545833e-302	3.42769067992208e-302	6.02564187968055e-304	TRUE
NM_001003850	18771	30518	-0.701154908244163	-0.489610899986207	-37.1778062479145	1.55867151399736e-302	3.45411539958856e-302	6.07209469947956e-304	TRUE
NM_001113731	68	1491	-4.4546017010331	-4.24305769277515	-37.1594686279637	3.08302378370645e-302	6.82877750997113e-302	1.20045160411143e-303	TRUE
NM_001017595	1321	4442	-1.74957892630015	-1.5380349180422	-37.152063669046	4.06025911319986e-302	8.99182424505321e-302	1.5807001799518e-303	TRUE
NM_001002607	161	1793	-3.47724289475376	-3.2656988864958	-37.1511153920017	4.20595879181276e-302	9.31294539974592e-302	1.63715104611373e-303	TRUE
NM_213402	1346	4490	-1.73803703501819	-1.52649302676024	-37.1461767988346	5.05358088914547e-302	1.11879176382043e-301	1.96675812849931e-303	TRUE
NM_001145587	54	1443	-4.73996808232773	-4.52842407406977	-37.1326535827252	8.35370381387481e-302	1.84877959447272e-301	3.25002597696677e-303	TRUE
NM_001020575	99	1592	-4.00726800046404	-3.79572399220608	-37.1178832498082	1.44609926325523e-301	3.19880893846453e-301	5.62328369289918e-303	TRUE
NM_212847	2438	6482	-1.41074089469763	-1.19919688643967	-37.1085865322949	2.04245223630772e-301	4.51720887109196e-301	7.94093910292247e-303	TRUE
NM_001024402	443	2557	-2.52907355668663	-2.31752954842868	-37.1068162541749	2.18123177551611e-301	4.82334312472961e-301	8.47910183456246e-303	TRUE
NM_001123373	40628	59579	-0.552329562391057	-0.340785554133101	-37.1032965549302	2.48577159223329e-301	5.49585990772902e-301	9.66133957735709e-303	TRUE
NM_001099424	205	1921	-3.22816170416008	-3.01661769590212	-37.0881238916963	4.3659344817206e-301	9.64637476321921e-301	1.69576560979734e-302	TRUE
NM_001328127	44	1407	-4.99897499459923	-4.78743098634128	-37.0623588563631	1.13562821840059e-300	2.50829957468103e-300	4.40941624415378e-302	TRUE
