value1	value2	log2.Fold_change.	log2.Fold_change..normalized	z.score	p.value	q.value.Benjamini.et.al..1995.	q.value.Storey.et.al..2003.	Signature.p.value...0.001.
NM_213330	3156	24937	-2.98211880436462	-2.77057479610667	-128.076425960183	0	0	0	TRUE
NM_201130	4297	27982	-2.70309739989803	-2.49155339164007	-128.052398828737	0	0	0	TRUE
NM_199898	3328	25395	-2.93181713536307	-2.72027312710511	-128.011738542381	0	0	0	TRUE
NM_199666	7184	34969	-2.28321728503413	-2.07167327677617	-128.010593572245	0	0	0	TRUE
NM_001004001	11788	44931	-1.93039220576791	-1.71884819750995	-127.983741227855	0	0	0	TRUE
NM_001076730	3773	26587	-2.81693699159277	-2.60539298333481	-127.97279245482	0	0	0	TRUE
NM_205552	1792	20899	-3.5437913696757	-3.33224736141774	-127.939273837008	0	0	0	TRUE
NM_213638	36065	89135	-1.30539261187969	-1.09384860362173	-127.850162448831	0	0	0	TRUE
NM_001044867	2617	23305	-3.15465368337827	-2.94310967512031	-127.650470698179	0	0	0	TRUE
NM_001326399	12058	45374	-1.91187521333768	-1.70033120507972	-127.636616170189	0	0	0	TRUE
NM_201005	23081	66393	-1.52432541113019	-1.31278140287223	-127.490089351328	0	0	0	TRUE
NM_001102629	538	16695	-4.95566611039385	-4.7441221021359	-127.466222512361	0	0	0	TRUE
NM_001004677	3773	26450	-2.80948371707864	-2.59793970882068	-127.441985850937	0	0	0	TRUE
NM_213088	265	16072	-5.92241329928273	-5.71086929102477	-127.328947764502	0	0	0	TRUE
NM_200313	2698	23450	-3.11962566934183	-2.90808166108388	-127.293355028121	0	0	0	TRUE
NM_001008636	4560	28437	-2.64066354440639	-2.42911953614843	-127.223703693269	0	0	0	TRUE
NM_199825	1305	19156	-3.87567462877876	-3.6641306205208	-127.159622627118	0	0	0	TRUE
NM_001045234	851	17630	-4.37272953252158	-4.16118552426362	-127.104423405373	0	0	0	TRUE
NM_001171585	559	16669	-4.8981754640411	-4.68663145578314	-127.083243306868	0	0	0	TRUE
NM_001098485	836	17568	-4.39330320692432	-4.18175919866636	-127.054262672076	0	0	0	TRUE
NM_001114446	2860	23847	-3.05972073162593	-2.84817672336797	-127.034059305952	0	0	0	TRUE
NM_001017812	1462	19631	-3.74711844892758	-3.53557444066963	-127.008359028146	0	0	0	TRUE
NM_001166015	6414	32894	-2.35852819559544	-2.14698418733748	-126.999191281877	0	0	0	TRUE
NM_212790	28039	74910	-1.41772342487723	-1.20617941661927	-126.746264813483	0	0	0	TRUE
NM_200283	6635	33338	-2.32899918662673	-2.11745517836878	-126.741969794109	0	0	0	TRUE
NM_199878	1507	19710	-3.70917645433302	-3.49763244607507	-126.728448538734	0	0	0	TRUE
NM_001077341	3828	26407	-2.78625767671754	-2.57471366845958	-126.708895418689	0	0	0	TRUE
NM_001089386	3336	25019	-2.90683293278388	-2.69528892452592	-126.439758338258	0	0	0	TRUE
NM_200068	28604	75758	-1.40518133594824	-1.19363732769029	-126.410962437087	0	0	0	TRUE
NM_205724	456	16191	-5.15001445852905	-4.9384704502711	-126.342317972377	0	0	0	TRUE
NM_200022	5449	30401	-2.48005538393497	-2.26851137567701	-126.313821704985	0	0	0	TRUE
NM_001039497	3736	26052	-2.80182777162664	-2.59028376336868	-126.274170014108	0	0	0	TRUE
NM_001006077	8979	38437	-2.09786905378261	-1.88632504552466	-126.190418306925	0	0	0	TRUE
NM_201329	7364	34854	-2.24276270389183	-2.03121869563387	-126.185877445151	0	0	0	TRUE
NM_200076	16317	53237	-1.70605344346199	-1.49450943520404	-125.933272214898	0	0	0	TRUE
NM_001002330	3583	25550	-2.83408334250161	-2.62253933424365	-125.903059089489	0	0	0	TRUE
NM_001100015	8213	36666	-2.15846168367035	-1.9469176754124	-125.878907852317	0	0	0	TRUE
NM_001034183	3503	25328	-2.85407026733512	-2.64252625907716	-125.873479743594	0	0	0	TRUE
NM_001003503	7448	34924	-2.22929382865773	-2.01774982039978	-125.768192965109	0	0	0	TRUE
NM_199842	6085	31747	-2.38329109975089	-2.17174709149294	-125.66375304882	0	0	0	TRUE
NM_001118898	927	17538	-4.24177108590168	-4.03022707764372	-125.600905880673	0	0	0	TRUE
NM_001313841	5930	31322	-2.40107232592382	-2.18952831766587	-125.454501966274	0	0	0	TRUE
NM_205699	11954	44454	-1.89481979166318	-1.68327578340522	-125.438851788444	0	0	0	TRUE
NM_001044341	5831	31076	-2.41398558888526	-2.2024415806273	-125.416846934621	0	0	0	TRUE
NM_001018141	3175	24322	-2.93743336959021	-2.72588936133225	-125.414543006381	0	0	0	TRUE
NM_001077355	84104	163224	-0.95660688070933	-0.745062872451374	-125.205974967802	0	0	0	TRUE
NM_001111178	2645	22777	-3.10623811212525	-2.89469410386729	-125.165874008914	0	0	0	TRUE
NM_001002575	9045	38256	-2.08049362720302	-1.86894961894507	-125.109457372781	0	0	0	TRUE
NM_200189	730	16739	-4.51917306859662	-4.30762906033866	-124.99684812041	0	0	0	TRUE
NM_001077613	647	16456	-4.66870417653243	-4.45716016827447	-124.957629369837	0	0	0	TRUE
NM_001114926	732	16711	-4.51281060930688	-4.30126660104892	-124.845362778204	0	0	0	TRUE
NM_001089394	2749	22991	-3.06409040588316	-2.8525463976252	-124.829950974944	0	0	0	TRUE
NM_001327857	2875	23334	-3.02079977943627	-2.80925577117831	-124.781803714206	0	0	0	TRUE
NM_001031838	291	15453	-5.73072398253616	-5.51917997427821	-124.737504729989	0	0	0	TRUE
NM_001313759	6211	31774	-2.35494924815538	-2.14340523989743	-124.68746006463	0	0	0	TRUE
NM_001328034	2878	23312	-3.01793428532421	-2.80639027706626	-124.657629831923	0	0	0	TRUE
NM_200265	2181	21296	-3.28752080127114	-3.07597679301318	-124.630137083842	0	0	0	TRUE
NM_200838	1284	18489	-3.84795008936746	-3.63640608110951	-124.577979965149	0	0	0	TRUE
NM_001002321	4918	28623	-2.54103124998789	-2.32948724172993	-124.535684178874	0	0	0	TRUE
NM_001083061	1887	20350	-3.43086246644052	-3.21931845818257	-124.379521000241	0	0	0	TRUE
NM_001075108	4890	28501	-2.5431061689778	-2.33156216071984	-124.335952043027	0	0	0	TRUE
NM_001128530	7135	33804	-2.24420863473296	-2.032664626475	-124.327766810576	0	0	0	TRUE
NM_199688	5531	30061	-2.44228075513652	-2.23073674687856	-124.325113533457	0	0	0	TRUE
NM_001082934	1320	18525	-3.81086370783474	-3.59931969957679	-124.223237529085	0	0	0	TRUE
NM_001105695	15217	50527	-1.73137056110215	-1.51982655284419	-124.217693328388	0	0	0	TRUE
NM_001002165	2827	23061	-3.02811128601587	-2.81656727775792	-124.215043221248	0	0	0	TRUE
NM_200427	2070	20842	-3.33179105255443	-3.12024704429648	-124.11312634315	0	0	0	TRUE
NM_198875	19727	58950	-1.57932023951582	-1.36777623125786	-123.975277197984	0	0	0	TRUE
NM_213131	17142	54108	-1.65830647370115	-1.44676246544319	-123.924590068209	0	0	0	TRUE
NM_001111168	31255	79289	-1.34303372789901	-1.13148971964106	-123.918477328055	0	0	0	TRUE
NM_200375	1263	18255	-3.85336512453469	-3.64182111627674	-123.855164598475	0	0	0	TRUE
NM_212715	8138	35906	-2.14147875732543	-1.92993474906748	-123.844731667708	0	0	0	TRUE
NM_001099343	1039	17510	-4.07491152441671	-3.86336751615875	-123.834036064674	0	0	0	TRUE
NM_001077171	2048	20698	-3.33720374971455	-3.1256597414566	-123.782005680973	0	0	0	TRUE
NM_001083836	2021	20608	-3.35006327173488	-3.13851926347693	-123.744670487123	0	0	0	TRUE
NM_201065	48958	108308	-1.14552328096261	-0.933979272704651	-123.719413166679	0	0	0	TRUE
NM_001045142	17021	53771	-1.65951250299346	-1.4479684947355	-123.615145589196	0	0	0	TRUE
NM_205686	4613	27614	-2.5816226857804	-2.37007867752244	-123.579897358026	0	0	0	TRUE
NM_001083560	1346	18459	-3.77757408331185	-3.56603007505389	-123.565644613298	0	0	0	TRUE
NM_200666	8497	36609	-2.10717289597356	-1.8956288877156	-123.560900183752	0	0	0	TRUE
NM_152978	4452	27194	-2.61076287702463	-2.39921886876668	-123.518915267067	0	0	0	TRUE
NM_200317	17170	54009	-1.65330979707434	-1.44176578881638	-123.49043922385	0	0	0	TRUE
NM_001331068	14537	48933	-1.75107816362364	-1.53953415536569	-123.405220257804	0	0	0	TRUE
NM_001199907	3270	24081	-2.88053276260238	-2.66898875434442	-123.397492638819	0	0	0	TRUE
NM_001007364	11236	42335	-1.91372235948599	-1.70217835122804	-123.382109021355	0	0	0	TRUE
NM_001044869	777	16526	-4.41067916401787	-4.19913515575991	-123.368652271694	0	0	0	TRUE
NM_001126435	6399	31804	-2.31328985365936	-2.1017458454014	-123.208041352612	0	0	0	TRUE
NM_213406	9351	38329	-2.03524379805462	-1.82369978979666	-123.158853685719	0	0	0	TRUE
NM_199617	9883	39455	-1.99718719401071	-1.78564318575275	-123.157044329115	0	0	0	TRUE
NM_199836	1750	19637	-3.48814771471695	-3.27660370645899	-123.126825365041	0	0	0	TRUE
NM_001005587	919	16942	-4.20439552286944	-3.99285151461148	-123.098117243544	0	0	0	TRUE
NM_212629	10083	39802	-1.98091597770597	-1.76937196944802	-122.916451142195	0	0	0	TRUE
NM_001007327	7714	34686	-2.16880242710927	-1.95725841885132	-122.862541905535	0	0	0	TRUE
NM_001017739	10918	41511	-1.92678508468706	-1.7152410764291	-122.834518454781	0	0	0	TRUE
NM_001077306	765	16359	-4.41848100326041	-4.20693699500246	-122.805629579536	0	0	0	TRUE
NM_001006014	559	15669	-4.80892101625022	-4.59737700799227	-122.749697374722	0	0	0	TRUE
NM_001003522	5375	29247	-2.44395198857051	-2.23240798031255	-122.686525205249	0	0	0	TRUE
NM_001326382	832	16552	-4.31427821171892	-4.10273420346096	-122.663332372101	0	0	0	TRUE
NM_001017574	70805	141708	-1.00099805956307	-0.789454051305117	-122.660098719229	0	0	0	TRUE
NM_001003885	7825	34847	-2.15487180176447	-1.94332779350651	-122.566432058589	0	0	0	TRUE
NM_201207	1792	19627	-3.45319713025104	-3.24165312199309	-122.522280026507	0	0	0	TRUE
NM_001082860	3267	23849	-2.86789041471589	-2.65634640645793	-122.487989085461	0	0	0	TRUE
NM_200147	7324	33707	-2.20234453363366	-1.99080052537571	-122.477681441797	0	0	0	TRUE
NM_001025174	484	15341	-4.986241669967	-4.77469766170905	-122.32561166703	0	0	0	TRUE
NM_001007450	10738	40976	-1.93205384803693	-1.72050983977898	-122.30345314677	0	0	0	TRUE
NM_001030241	8016	35172	-2.13347296021549	-1.92192895195753	-122.233260707338	0	0	0	TRUE
NM_131810	822	16422	-4.32034763640443	-4.10880362814647	-122.232792659005	0	0	0	TRUE
NM_200274	383	15019	-5.29330055567849	-5.08175654742053	-122.143448929479	0	0	0	TRUE
NM_201993	15064	49514	-1.71673159739749	-1.50518758913953	-122.090960183863	0	0	0	TRUE
NM_001173501	8733	36660	-2.06965754058333	-1.85811353232537	-121.99046947564	0	0	0	TRUE
NM_001080695	7246	33377	-2.20359757694149	-1.99205356868354	-121.926843549795	0	0	0	TRUE
NM_199692	23408	64844	-1.46997141383227	-1.25842740557432	-121.920365318098	0	0	0	TRUE
NM_200287	1623	18937	-3.54447289212603	-3.33292888386807	-121.796150597993	0	0	0	TRUE
NM_001089539	1525	18625	-3.61035927778664	-3.39881526952868	-121.778025860009	0	0	0	TRUE
NM_001045189	11729	42819	-1.868171087027	-1.65662707876904	-121.722018311293	0	0	0	TRUE
NM_001017829	2918	22708	-2.96014885835699	-2.74860485009903	-121.711470324733	0	0	0	TRUE
NM_001002051	2886	22587	-2.96834946009923	-2.75680545184127	-121.576018732969	0	0	0	TRUE
NM_131796	1627	18884	-3.53687823193147	-3.32533422367351	-121.508253288701	0	0	0	TRUE
NM_199739	2783	22282	-3.00116591892199	-2.78962191066403	-121.496854153595	0	0	0	TRUE
NM_200978	1925	19780	-3.36111207517685	-3.14956806691889	-121.427229096305	0	0	0	TRUE
NM_001002867	270526	420579	-0.636609559639869	-0.425065551381912	-121.272503956971	0	0	0	TRUE
NM_001110107	3701	24697	-2.73834876429873	-2.52680475604078	-121.259938076415	0	0	0	TRUE
NM_199575	40822	93991	-1.20317575346664	-0.99163174520868	-121.146890372824	0	0	0	TRUE
NM_214768	24456	66370	-1.44034281689321	-1.22879880863526	-121.062941799211	0	0	0	TRUE
NM_001002517	1274	17655	-3.79263963839066	-3.58109563013271	-121.038727847649	0	0	0	TRUE
NM_213504	12413	43972	-1.82473332166057	-1.61318931340261	-121.023502466995	0	0	0	TRUE
NM_001014331	1541	18500	-3.58558650377625	-3.37404249551829	-121.002401318421	0	0	0	TRUE
NM_205668	17992	54662	-1.60318268063047	-1.39163867237251	-120.961820173924	0	0	0	TRUE
NM_200065	9377	37693	-2.00709828648519	-1.79555427822724	-120.835749784467	0	0	0	TRUE
NM_001020765	1598	18630	-3.54328836090102	-3.33174435264307	-120.786685769486	0	0	0	TRUE
NM_001042735	1199	17354	-3.85536467041116	-3.64382066215321	-120.784336704077	0	0	0	TRUE
NM_001305574	736	15808	-4.42480527552767	-4.21326126726971	-120.768771309218	0	0	0	TRUE
NM_001351676	4467	26521	-2.56975701493657	-2.35821300667861	-120.751043005089	0	0	0	TRUE
NM_001002525	25239	67607	-1.42151788015794	-1.20997387189999	-120.707506679997	0	0	0	TRUE
NM_001103198	1451	18149	-3.64477063418384	-3.43322662592588	-120.7069021219	0	0	0	TRUE
NM_212649	1219	17397	-3.83506851303333	-3.62352450477538	-120.684001584794	0	0	0	TRUE
NM_001083838	25122	67339	-1.42249097305169	-1.21094696479374	-120.544518486124	0	0	0	TRUE
NM_001013490	7280	33052	-2.18272721733952	-1.97118320908156	-120.495585412311	0	0	0	TRUE
NM_001007180	5779	29623	-2.35782597856337	-2.14628197030541	-120.494217859008	0	0	0	TRUE
NM_001045449	1048	16777	-4.0007741395546	-3.78923013129664	-120.42547673271	0	0	0	TRUE
NM_214796	212	14367	-6.08255076639396	-5.871006758136	-120.374271750901	0	0	0	TRUE
NM_213205	2750	21858	-2.99065787716455	-2.7791138689066	-120.10050134378	0	0	0	TRUE
NM_001002198	3006	22561	-2.90791410120078	-2.69637009294283	-120.093527442143	0	0	0	TRUE
NM_001008651	2505	21154	-3.07804797913986	-2.86650397088191	-120.034129118205	0	0	0	TRUE
NM_001320102	2242	20397	-3.18549879230376	-2.97395478404581	-120.02904955243	0	0	0	TRUE
NM_213459	2434	20944	-3.10513592923151	-2.89359192097356	-120.000846514183	0	0	0	TRUE
NM_001327817	1687	18728	-3.47266496082445	-3.26112095256649	-119.996535998682	0	0	0	TRUE
NM_200210	11383	41580	-1.86900892684905	-1.65746491859109	-119.99105977928	0	0	0	TRUE
NM_212811	17335	53099	-1.61499685483471	-1.40345284657676	-119.985772178519	0	0	0	TRUE
NM_001142563	7594	33562	-2.14389678620476	-1.93235277794681	-119.833548863723	0	0	0	TRUE
NM_001039823	2134	20034	-3.23081841795985	-3.01927440970189	-119.824154363426	0	0	0	TRUE
NM_201214	63116	128409	-1.02466864037475	-0.813124632116795	-119.767985260496	0	0	0	TRUE
NM_001082831	7353	33010	-2.1664982485219	-1.95495424026395	-119.763936643438	0	0	0	TRUE
NM_199571	5442	28580	-2.3927970547335	-2.18125304647554	-119.55548731466	0	0	0	TRUE
NM_001193327	11548	41756	-1.85434050342242	-1.64279649516447	-119.48397514317	0	0	0	TRUE
NM_200643	2191	20063	-3.19487595736273	-2.98333194910478	-119.22367796732	0	0	0	TRUE
NM_200039	8980	36374	-2.01812023567734	-1.80657622741938	-119.203231836969	0	0	0	TRUE
NM_200411	1775	18815	-3.40599235967584	-3.19444835141788	-119.185077757437	0	0	0	TRUE
NM_001080084	2606	21232	-3.02633128680206	-2.8147872785441	-119.148680499184	0	0	0	TRUE
NM_212754	22894	62874	-1.45749399919431	-1.24594999093635	-119.120678914784	0	0	0	TRUE
NM_199579	23817	64456	-1.43632295850868	-1.22477895025072	-118.996760340093	0	0	0	TRUE
NM_001040250	530	14736	-4.79720879664077	-4.58566478838282	-118.977001358443	0	0	0	TRUE
NM_001082821	4798	26859	-2.48490052936696	-2.27335652110901	-118.880882712451	0	0	0	TRUE
NM_001077378	23197	63315	-1.44860909211994	-1.23706508386198	-118.868276956404	0	0	0	TRUE
NM_200478	6659	31181	-2.22728975191188	-2.01574574365392	-118.760242841108	0	0	0	TRUE
NM_001083867	2564	21005	-3.03426461875514	-2.82272061049718	-118.680749840495	0	0	0	TRUE
NM_001013281	1156	16743	-3.85634474927082	-3.64480074101287	-118.650700762769	0	0	0	TRUE
NM_001007344	7472	32956	-2.14097478738639	-1.92943077912843	-118.627156032953	0	0	0	TRUE
NM_200595	1027	16308	-3.98907177517035	-3.7775277669124	-118.603861339324	0	0	0	TRUE
NM_001003880	11398	41176	-1.85302298986494	-1.64147898160699	-118.58306155667	0	0	0	TRUE
NM_001002874	8863	35946	-2.01996422093575	-1.8084202126778	-118.582828984048	0	0	0	TRUE
NM_001166238	16556	51142	-1.62715442718933	-1.41561041893138	-118.523629945372	0	0	0	TRUE
NM_001037239	2321	20275	-3.12688348664752	-2.91533947838956	-118.508575980195	0	0	0	TRUE
NM_001118896	2567	20941	-3.02817513620902	-2.81663112795107	-118.369005375712	0	0	0	TRUE
NM_213371	2196	19878	-3.17822264979697	-2.96667864153902	-118.35132018725	0	0	0	TRUE
NM_001040299	7885	33775	-2.09877310942254	-1.88722910116458	-118.327777165303	0	0	0	TRUE
NM_001045426	2221	19935	-3.16602230733771	-2.95447829907976	-118.283292762358	0	0	0	TRUE
NM_205639	4003	24715	-2.6262333856396	-2.41468937738164	-118.19609094028	0	0	0	TRUE
NM_001012383	738	15251	-4.36913921601648	-4.15759520775852	-118.189359555938	0	0	0	TRUE
NM_001045219	499	14444	-4.85528669961138	-4.64374269135342	-118.089658786715	0	0	0	TRUE
NM_001045334	9504	37137	-1.96625053498234	-1.75470652672438	-118.04525514654	0	0	0	TRUE
NM_001002638	1947	19071	-3.29205570509419	-3.08051169683623	-118.020773458206	0	0	0	TRUE
NM_001316731	4241	25264	-2.5746066882638	-2.36306268000585	-117.997717384967	0	0	0	TRUE
NM_200991	6723	31111	-2.2102477134417	-1.99870370518375	-117.971828952871	0	0	0	TRUE
NM_131247	59917	122508	-1.03183866692958	-0.820294658671624	-117.867280824206	0	0	0	TRUE
NM_001013566	2431	20441	-3.07184397801891	-2.86029996976095	-117.865098771868	0	0	0	TRUE
NM_201120	9375	36810	-1.97320715411345	-1.7616631458555	-117.84811124792	0	0	0	TRUE
NM_200122	1497	17652	-3.55968552591757	-3.34814151765961	-117.816834615734	0	0	0	TRUE
NM_001305584	1613	18000	-3.48017856294876	-3.2686345546908	-117.758697309334	0	0	0	TRUE
NM_194415	14520	47023	-1.6953251304692	-1.48378112221124	-117.723586491313	0	0	0	TRUE
NM_001172564	24012	64311	-1.42130994967282	-1.20976594141486	-117.711721775463	0	0	0	TRUE
NM_001346251	1465	17523	-3.580277220853	-3.36873321259504	-117.686776326723	0	0	0	TRUE
NM_200907	6855	31329	-2.19227014949941	-1.98072614124145	-117.685723851029	0	0	0	TRUE
NM_001013537	9040	36057	-1.99588468947834	-1.78434068122039	-117.674442410442	0	0	0	TRUE
NM_001110225	2541	20702	-3.02630187131248	-2.81475786305452	-117.651479382988	0	0	0	TRUE
NM_001020623	4890	26760	-2.45217174568923	-2.24062773743127	-117.618464038696	0	0	0	TRUE
NM_001109826	1771	18445	-3.38059367183027	-3.16904966357231	-117.585465764305	0	0	0	TRUE
NM_200607	7718	33196	-2.10471046342892	-1.89316645517097	-117.55710471164	0	0	0	TRUE
NM_001037372	2824	21464	-2.92610696598934	-2.71456295773138	-117.55645870452	0	0	0	TRUE
NM_001326388	1562	17777	-3.50854552067637	-3.29700151241842	-117.463730267292	0	0	0	TRUE
NM_001077313	8030	33816	-2.07423412462611	-1.86269011636816	-117.35809762991	0	0	0	TRUE
NM_001037110	3202	22406	-2.80683990374213	-2.59529589548418	-117.22948082775	0	0	0	TRUE
NM_198921	7790	33213	-2.09205280831027	-1.88050880005232	-117.057515442925	0	0	0	TRUE
NM_001167661	1423	17233	-3.59816630744563	-3.38662229918767	-116.965451711411	0	0	0	TRUE
NM_001031671	21334	59305	-1.47499925550015	-1.2634552472422	-116.959720107103	0	0	0	TRUE
NM_200154	1954	18850	-3.270062151075	-3.05851814281705	-116.942062838641	0	0	0	TRUE
NM_001077167	247	13571	-5.77987217984062	-5.56832817158267	-116.935864036619	0	0	0	TRUE
NM_200774	8882	35508	-1.99918762594796	-1.78764361769001	-116.924280448178	0	0	0	TRUE
NM_201459	23586	63248	-1.42308909067436	-1.21154508241641	-116.870261491476	0	0	0	TRUE
NM_001003730	7395	32274	-2.12575034232426	-1.9142063340663	-116.774571350268	0	0	0	TRUE
NM_001005930	1086	16094	-3.88942692955099	-3.67788292129304	-116.713162330869	0	0	0	TRUE
NM_200661	1712	18072	-3.40000156899194	-3.18845756073398	-116.710048040044	0	0	0	TRUE
NM_001080199	1240	16581	-3.74111899266108	-3.52957498440312	-116.648568154274	0	0	0	TRUE
NM_199863	33136	79399	-1.26072137862002	-1.04917737036206	-116.635786978663	0	0	0	TRUE
NM_001077542	1316	16820	-3.67594631140727	-3.46440230314931	-116.626673486334	0	0	0	TRUE
NM_213386	4950	26646	-2.42841854683394	-2.21687453857598	-116.602410450951	0	0	0	TRUE
NM_001271474	7694	32870	-2.09496572167106	-1.8834217134131	-116.572972403992	0	0	0	TRUE
NM_001077296	1750	18148	-3.37438373763105	-3.1628397293731	-116.531701905751	0	0	0	TRUE
NM_001145620	1439	17188	-3.57826318503364	-3.36671917677568	-116.527343071192	0	0	0	TRUE
NM_001017896	22133	60513	-1.45104609632097	-1.23950208806302	-116.387482584425	0	0	0	TRUE
NM_199870	2709	20866	-2.94532176455454	-2.73377775629658	-116.339630543088	0	0	0	TRUE
NM_001024439	2979	21600	-2.85813128368866	-2.64658727543071	-116.337653743001	0	0	0	TRUE
NM_213295	2502	20290	-3.0196151704782	-2.80807116222024	-116.332860148491	0	0	0	TRUE
NM_201113	1349	16856	-3.64329996586904	-3.43175595761108	-116.307357671116	0	0	0	TRUE
NM_001040354	926	15466	-4.0619441144496	-3.85040010619164	-116.252184206992	0	0	0	TRUE
NM_001126418	2192	19388	-3.14484428420587	-2.93330027594792	-116.238810166444	0	0	0	TRUE
NM_001040332	4203	24731	-2.55682921479628	-2.34528520653833	-116.225524707597	0	0	0	TRUE
NM_001099227	5384	27572	-2.35645360536776	-2.1449095971098	-116.20110446321	0	0	0	TRUE
NM_199845	10375	38361	-1.88652899276605	-1.67498498450809	-116.117460821002	0	0	0	TRUE
NM_001045354	7707	32737	-2.08668082404656	-1.8751368157886	-115.99154244983	0	0	0	TRUE
NM_001177445	295	13430	-5.5086005400656	-5.29705653180764	-115.985849826075	0	0	0	TRUE
NM_199818	4495	25370	-2.49673049854949	-2.28518649029154	-115.901843654689	0	0	0	TRUE
NM_131786	4238	24704	-2.54328916489591	-2.33174515663795	-115.762732387117	0	0	0	TRUE
NM_213354	7835	32941	-2.07187917225264	-1.86033516399468	-115.73045425798	0	0	0	TRUE
NM_001145581	3234	22130	-2.77461186721471	-2.56306785895676	-115.702834012253	0	0	0	TRUE
NM_001042769	22168	60323	-1.4442295629647	-1.23268555470674	-115.702143288618	0	0	0	TRUE
NM_001113576	3554	22944	-2.69060134267323	-2.47905733441527	-115.62118567422	0	0	0	TRUE
NM_001017745	58950	119847	-1.02363007770072	-0.812086069442769	-115.57732573319	0	0	0	TRUE
NM_001006105	11182	39819	-1.83227874011079	-1.62073473185283	-115.553436067722	0	0	0	TRUE
NM_001007766	20490	57242	-1.48215409546654	-1.27061008720859	-115.414528801658	0	0	0	TRUE
NM_205595	5667	28019	-2.30574835924415	-2.09420435098619	-115.379577510313	0	0	0	TRUE
NM_001080086	2378	19710	-3.05110715618519	-2.83956314792723	-115.312869305483	0	0	0	TRUE
NM_001002423	4446	25098	-2.4969925503382	-2.28544854208024	-115.286806714923	0	0	0	TRUE
NM_131607	2467	19953	-3.0157760560095	-2.80423204775154	-115.281631914994	0	0	0	TRUE
NM_001316693	17974	52645	-1.55038500943538	-1.33884100117743	-115.25488638881	0	0	0	TRUE
NM_182881	21862	59610	-1.4471289842799	-1.23558497602195	-115.228804079072	0	0	0	TRUE
NM_201199	205	13161	-6.00450139223494	-5.79295738397698	-115.227596765518	0	0	0	TRUE
NM_001013552	263	13202	-5.6495498934404	-5.43800588518244	-115.208437410201	0	0	0	TRUE
NM_201092	3034	21481	-2.82376816563597	-2.61222415737801	-115.194312495135	0	0	0	TRUE
NM_001144040	3144	21771	-2.79173455316363	-2.58019054490567	-115.184839810027	0	0	0	TRUE
NM_001130597	3028	21458	-2.82507850505496	-2.613534496797	-115.164222015499	0	0	0	TRUE
NM_205566	2708	20576	-2.92566290375295	-2.71411889549499	-115.088950729857	0	0	0	TRUE
NM_213092	175197	285874	-0.706401342988812	-0.494857334730856	-114.964395114231	0	0	0	TRUE
NM_212782	17182	51085	-1.57200176006961	-1.36045775181165	-114.935813489565	0	0	0	TRUE
NM_001002640	1717	17682	-3.36431952184302	-3.15277551358507	-114.859922763394	0	0	0	TRUE
NM_205647	2497	19939	-2.99732532973558	-2.78578132147763	-114.849571122809	0	0	0	TRUE
NM_001002726	10324	37881	-1.8754723696894	-1.66392836143144	-114.846795671256	0	0	0	TRUE
NM_200394	549	13897	-4.66182351685638	-4.45027950859843	-114.790895619771	0	0	0	TRUE
NM_199872	1826	17991	-3.30051670820272	-3.08897269994476	-114.776612187537	0	0	0	TRUE
NM_200174	9400	35969	-1.93602138872703	-1.72447738046907	-114.772229328078	0	0	0	TRUE
NM_001128673	580	13989	-4.59209612504612	-4.38055211678816	-114.743851878695	0	0	0	TRUE
NM_001076720	5324	27054	-2.34525943944679	-2.13371543118883	-114.725933195318	0	0	0	TRUE
NM_001020684	5468	27339	-2.32187532526681	-2.11033131700886	-114.527929733172	0	0	0	TRUE
NM_001089371	1924	18220	-3.24334225491937	-3.03179824666142	-114.495704417476	0	0	0	TRUE
NM_205559	44025	96018	-1.12498188174077	-0.913437873482815	-114.330568788428	0	0	0	TRUE
NM_213074	4911	25949	-2.40159021468145	-2.1900462064235	-114.204388789433	0	0	0	TRUE
NM_152961	6840	30347	-2.14948567343852	-1.93794166518056	-114.167956098049	0	0	0	TRUE
NM_199716	9007	34981	-1.95745296554276	-1.7459089572848	-114.166634010004	0	0	0	TRUE
NM_001111244	18544	53277	-1.52256037583623	-1.31101636757827	-114.083957363058	0	0	0	TRUE
NM_200066	9390	35748	-1.92866546642955	-1.71712145817159	-114.076328029103	0	0	0	TRUE
NM_001163932	646	14042	-4.44207045797586	-4.2305264497179	-113.948047124153	0	0	0	TRUE
NM_200089	19726	55308	-1.48738973469056	-1.27584572643261	-113.811845560799	0	0	0	TRUE
NM_200257	19017	54028	-1.50641760366805	-1.2948735954101	-113.788665156892	0	0	0	TRUE
NM_001328344	10718	38356	-1.83941655391111	-1.62787254565315	-113.769187150884	0	0	0	TRUE
NM_001002105	2552	19829	-2.957911688363	-2.74636768010505	-113.685740512878	0	0	0	TRUE
NM_200735	2626	20027	-2.9310075034879	-2.71946349522995	-113.661398784076	0	0	0	TRUE
NM_001089356	8718	34231	-1.97323433002196	-1.761690321764	-113.645600504643	0	0	0	TRUE
NM_213111	2472	19592	-2.9865140306596	-2.77497002240165	-113.616620699217	0	0	0	TRUE
NM_001110480	2079	18474	-3.1515346099076	-2.93999060164965	-113.592762596593	0	0	0	TRUE
NM_001114886	9135	35080	-1.94117211381725	-1.72962810555929	-113.581984947777	0	0	0	TRUE
NM_001006100	1252	15949	-3.67115950267166	-3.4596154944137	-113.503982784325	0	0	0	TRUE
