value1	value2	log2.Fold_change.	log2.Fold_change..normalized	z.score	p.value	q.value.Benjamini.et.al..1995.	q.value.Storey.et.al..2003.	Signature.p.value...0.001.
NM_131089	526	141	1.89936763689351	2.11091164515146	17.0968119413662	1.56747500842985e-65	2.42073103533852e-65	4.25547684084196e-67	TRUE
NM_001015044	1188	193	2.62186208353269	2.83340609179064	30.4296088098116	2.22986980203615e-203	4.4017267311738e-203	7.73792953069882e-205	TRUE
NM_001013261	3764	1392	1.43510741687981	1.64665142513776	38.6651886380225	0	0	0	TRUE
NM_001017778	1196	187	2.67710721431047	2.88865122256842	30.8306304890186	1.01863330152944e-208	2.02664319258405e-208	3.56269781516036e-210	TRUE
NM_001002189	486	248	0.970616193218905	1.18216020147686	10.8104127240156	3.0728442473564e-27	4.09201855596304e-27	7.19348409343673e-29	TRUE
NM_001319650	917	116	2.98279692846748	3.19434093672544	28.3127482050319	2.40794518569345e-176	4.58711840367336e-176	8.06383520022172e-178	TRUE
NM_001045038	4024	160	4.65248649491816	4.86403050317612	67.6215730281432	0	0	0	TRUE
NM_001089463	697	335	1.05699756052329	1.26854156878124	13.6857377352547	1.23546823342007e-42	1.77670070957266e-42	3.12331630913163e-44	TRUE
NM_001287083	10172	538	4.24085338413348	4.45239739239144	105.690848006066	0	0	0	TRUE
NM_001126465	19526	720	4.76125571932569	4.97279972758365	149.446375202278	0	0	0	TRUE
NR_120315	3875	101	5.26176911229717	5.47331312055512	67.1881752445069	0	0	0	TRUE
NM_001020751	18606	427	5.44538805171329	5.65693205997124	147.400194912197	0	0	0	TRUE
NM_001111227	6182	347	4.15506608627996	4.36661009453792	82.0170805338934	0	0	0	TRUE
NM_001127306	2277	212	3.42499812157342	3.63654212983138	47.0443757195297	0	0	0	TRUE
NM_212906	2775	237	3.54952880722657	3.76107281548453	52.5665017118915	0	0	0	TRUE
NR_131174	173	80	1.11270013274936	1.32424414100732	7.0492962866456	1.7982488628737e-12	2.135890359763e-12	3.75474673884122e-14	TRUE
NM_001076639	39943	362	6.78580918585363	6.99735319411159	211.772294656981	0	0	0	TRUE
NM_001044854	1463	386	1.92225701687041	2.13380102512836	28.7082194718726	3.01254334473753e-181	5.78508826943126e-181	1.01697829264822e-182	TRUE
NM_001004598	4772	381	3.64673114020191	3.85827514845986	69.533595023844	0	0	0	TRUE
NM_001113589	1034	372	1.4748616592069	1.68640566746486	20.6120979815225	2.13762964429495e-94	3.5478382140088e-94	6.23685289045638e-96	TRUE
NM_001160358	6117	329	4.21666478700251	4.42820879526047	81.8572034277294	0	0	0	TRUE
NM_001002122	1225	314	1.96394528499831	2.17548929325626	26.5899585280204	8.86927306989863e-156	1.64477534474971e-155	2.89140069086255e-157	TRUE
NM_001013333	4687	240	4.28755848387051	4.49910249212846	71.9113151195547	0	0	0	TRUE
NM_001079990	1458	329	2.1478312305917	2.35937523884965	30.4740189861393	5.75864739694133e-204	1.13843045653227e-203	2.00128158476091e-205	TRUE
NM_178132	1027	196	2.38951062220299	2.60105463046094	27.0395945700798	5.06273080562215e-161	9.45562338157736e-161	1.66223284324519e-162	TRUE
NM_001099420	1230	463	1.40957421696637	1.62111822522432	21.8565015602812	6.74173530013748e-106	1.14716020894541e-105	2.01662788250242e-107	TRUE
NM_001195613	2427	594	2.03063927235037	2.24218328060832	38.1311695684501	0	0	0	TRUE
NM_212827	6253	616	3.34354626121623	3.55509026947419	77.2972029280489	0	0	0	TRUE
NM_001105602	3958	199	4.31393127650386	4.52547528476182	66.1669331060627	0	0	0	TRUE
NM_001004562	551	197	1.48385668911478	1.69540069737274	15.1032616384327	1.54117446790347e-51	2.28676042715366e-51	4.01996582695335e-53	TRUE
NM_001039063	291	217	0.423324110463803	0.63486811872176	4.93930152705612	7.84028977009709e-07	8.76364188414468e-07	1.54058730751122e-08	TRUE
NM_199534	6387	329	4.27897896143821	4.49052296969617	83.9103206786758	0	0	0	TRUE
NM_131321	6087	255	4.57716221361896	4.78870622187691	82.9562438871544	0	0	0	TRUE
NM_198803	32992	228	7.17693860320337	7.38848261146132	189.905660755189	0	0	0	TRUE
NM_001007197	50230	207	7.92277469705987	8.13431870531782	226.700206909201	0	0	0	TRUE
NM_001136248	144	78	0.884522782580063	1.09606679083802	5.53789811459603	3.0612324948229e-08	3.48802890237756e-08	6.13171227929474e-10	TRUE
NM_001328022	2168	262	3.04872603981642	3.26027004807438	43.9276681266988	0	0	0	TRUE
NM_001002685	1460	217	2.7502014213229	2.96174542958086	34.4861793262928	1.2925963184915e-260	2.7372869072527e-260	4.81196005277175e-262	TRUE
NM_001040188	542	151	1.84374430202879	2.05528831028675	17.0612439009685	2.8834921789878e-65	4.45106398777056e-65	7.82466099725716e-67	TRUE
NM_001098761	550	164	1.74573580379394	1.95727981205189	16.6474779690968	3.15626067568033e-62	4.8324587322902e-62	8.49512643882374e-64	TRUE
NM_205542	464	240	0.951090399519054	1.16263440777701	10.4236402535122	1.93405849501807e-25	2.54081821372074e-25	4.46658175048596e-27	TRUE
NM_001114431	13335	304	5.4550026909947	5.66654669925266	124.790361882669	0	0	0	TRUE
NM_001002389	6236	321	4.27997572557548	4.49151973383344	82.9165666609469	0	0	0	TRUE
NM_001128239	12006	587	4.35425125951684	4.5657952677748	115.45751930765	0	0	0	TRUE
NM_001256832	2370	269	3.139208981229	3.35075298948695	46.4688640705893	0	0	0	TRUE
NM_001128345	2107	118	4.15833154945546	4.36987555771342	47.8905513839863	0	0	0	TRUE
NM_001013315	14395	224	6.00592524639319	6.21746925465115	129.3076538871	0	0	0	TRUE
NM_001083020	229	121	0.920340550822349	1.13188455908031	7.16722582143293	7.65327353204227e-13	9.12434735710137e-13	1.60399682158462e-14	TRUE
NM_001079986	4088	374	3.45028502104998	3.66182902930794	63.1958688278796	0	0	0	TRUE
NM_001002188	878	333	1.3986987624641	1.61024277072205	18.3768143127788	2.01457683034167e-75	3.19167860865852e-75	5.61074906888928e-77	TRUE
NM_001007421	3395	238	3.83437809582415	4.04592210408211	59.5341703310045	0	0	0	TRUE
NM_001077547	722	256	1.49585502688717	1.70739903514513	17.3749423865899	1.27734518158123e-67	1.98437267971565e-67	3.48838919270871e-69	TRUE
NM_131808	4995	147	5.08659661784342	5.29814062610137	76.1169264234388	0	0	0	TRUE
NM_199656	604	248	1.2842084289382	1.49575243719616	14.4419512335826	2.81751319593003e-47	4.11833091270245e-47	7.2397393870228e-49	TRUE
NM_131893	978	278	1.81474958222873	2.02629359048668	22.7087088507788	3.67481230859547e-114	6.35666367473885e-114	1.11745727459927e-115	TRUE
NM_001324408	44936	624	6.17018186871636	6.38172587697432	227.920134573357	0	0	0	TRUE
NM_207093	1703	293	2.53910586525629	2.75064987351425	35.8798201588959	6.30603587147185e-282	1.3621935138731e-281	2.39464148077957e-283	TRUE
NM_001008619	3216	436	2.882867366402	3.09441137465996	52.2605074870841	0	0	0	TRUE
NM_001044969	353	94	1.90893552159354	2.1204795298515	14.046026461973	8.14791954811539e-45	1.18025076088006e-44	2.07479877193744e-46	TRUE
NM_200700	496	293	0.759439455964626	0.970983464222583	9.30450238336119	1.34621226896048e-20	1.71555669812943e-20	3.01582938850543e-22	TRUE
NM_001083852	184	130	0.501194143028559	0.712738151286515	4.35024809766613	1.35983589059831e-05	1.49164189937981e-05	2.62220274164106e-07	TRUE
NM_131511	3889	225	4.11140232821717	4.32294633647513	64.89027393449	0	0	0	TRUE
NM_001128802	89	58	0.617752435838826	0.829296444096782	3.4499113158495	0.000560770739996906	0.00059989845885754	1.05457977828092e-05	TRUE
NM_001039985	1919	220	3.12477928267072	3.33632329092868	41.7385013751843	0	0	0	TRUE
NM_001082848	862	187	2.20464959920146	2.41619360745942	23.7609043631503	8.47611482253394e-125	1.49742078767189e-124	2.63236162543847e-126	TRUE
NM_001031837	1118	377	1.56828375957453	1.77982776783248	22.2570743384572	9.63325660359371e-110	1.65222847013088e-109	2.90450276704882e-111	TRUE
NM_001017358	9801	316	4.95493249198212	5.16647650024007	106.372519971605	0	0	0	TRUE
NM_001277117	2047	273	2.90653824610356	3.11808225436151	41.8410058139569	0	0	0	TRUE
NM_212794	1468	782	0.90861145553586	1.12015546379382	17.9951848517395	2.12511861212295e-72	3.34065143570216e-72	5.87263294039107e-74	TRUE
NM_001002715	772	319	1.27504442350321	1.48658843176117	16.2531249422524	2.12263532209674e-59	3.2240300376797e-59	5.66762063163542e-61	TRUE
NM_001081628	2872	579	2.31042049583382	2.52196450409177	44.447750434472	0	0	0	TRUE
NM_001003461	5285	167	4.98398346379599	5.19552747205395	78.1564210436139	0	0	0	TRUE
NM_213265	28985	257	6.817394315968	7.02893832422595	180.224199880761	0	0	0	TRUE
NM_001083089	1207	292	2.047385401875	2.25892941013296	27.0127895016637	1.04576531588648e-160	1.95234866885895e-160	3.43209320832955e-162	TRUE
NM_001308973	624	163	1.93667406463117	2.14821807288913	18.8284831574671	4.412185052058e-79	7.04788506999791e-79	1.23896918965629e-80	TRUE
NM_212899	915	160	2.51569983828404	2.727243846542	26.1820250870867	4.25805395939503e-151	7.8279257397799e-151	1.37609491559254e-152	TRUE
NM_001128340	1780	609	1.54736310794743	1.75890711620538	27.8546048861178	9.47322914391134e-171	1.79237038803899e-170	3.15086251432481e-172	TRUE
NM_001115090	1716	459	1.90248349408574	2.11402750234369	30.9091965653128	8.98686687706901e-210	1.79093598382897e-209	3.1483409314612e-211	TRUE
NM_001002636	7216	194	5.21707078106825	5.42861478932621	91.6449480927474	0	0	0	TRUE
NM_001113584	4240	258	4.03862129402731	4.25016530228526	67.4601015186177	0	0	0	TRUE
NM_001130780	1918	215	3.15719415542867	3.36873816368663	41.8970382975519	0	0	0	TRUE
NM_001113638	1879	258	2.8645220959968	3.07606610425476	39.8360850616745	0	0	0	TRUE
NM_001161632	6008	784	2.93795925339906	3.14950326165702	72.0111365476793	0	0	0	TRUE
NM_194422	1456	443	1.71663175164368	1.92817575990163	26.8183704608725	1.9732531956179e-158	3.67258859571866e-158	6.45615538730659e-160	TRUE
NM_001039629	453	181	1.32352135296303	1.53506536122099	12.7486719921236	3.17101055591459e-37	4.45743946986141e-37	7.83586865147019e-39	TRUE
NM_001328702	1158	225	2.3636383467722	2.57518235503015	28.5545225719553	2.46828256672483e-179	4.72904525050837e-179	8.31333272844077e-181	TRUE
NM_001076749	440	59	2.89871666416282	3.11026067242077	19.376114596036	1.2277408436171e-83	1.98441675449804e-83	3.48846667311151e-85	TRUE
NM_001017738	281	102	1.46200097824943	1.67354498650739	10.6870479268973	1.17037020838731e-26	1.55343641415407e-26	2.73083320189216e-28	TRUE
NM_001114554	738	156	2.24207478719815	2.4536187954561	22.1817738718943	5.1507617144653e-109	8.82289275717928e-109	1.55100319900506e-110	TRUE
NM_001127516	1477	147	3.32878176592842	3.54032577418638	37.5069524359227	7.09535873857824e-308	1.58156268728048e-307	2.78027723436061e-309	TRUE
NM_213310	353	216	0.708636871107712	0.920180879365669	7.50454192239854	6.16437811429189e-14	7.42617098225114e-14	1.30546922271697e-15	TRUE
NM_001144818	766	107	2.83973359552381	3.05127760378177	25.3383738370649	1.20712424512988e-141	2.19050647770953e-141	3.85075807660046e-143	TRUE
NM_001007294	212	154	0.461133913868298	0.672677922126254	4.43777292191903	9.08944348011793e-06	9.9844063694575e-06	1.75518921575852e-07	TRUE
NM_200837	399	52	2.93980521808125	3.15134922633921	18.5624076713325	6.4737246424066e-77	1.02892310015113e-76	1.80877526655419e-78	TRUE
NM_001114486	7279	186	5.29036573797031	5.50190974622827	92.109525508257	0	0	0	TRUE
NM_001002537	6706	142	5.5614896482891	5.77303365654706	88.5088623044101	0	0	0	TRUE
NM_001109840	7550	285	4.7274428200477	4.93898682830566	92.8391373460655	0	0	0	TRUE
NM_001003873	2234	164	3.76786146586523	3.97940547412319	48.0500899671936	0	0	0	TRUE
NM_001122629	1305	246	2.40731958611801	2.61886359437596	30.5945095352825	1.44811076009968e-205	2.86787351184504e-205	5.04152222364267e-207	TRUE
NM_199754	17857	296	5.91474874003113	6.12629274828908	144.168060777518	0	0	0	TRUE
NM_001289907	405	291	0.476902754863705	0.688446763121661	6.26038891666924	3.84018538174453e-10	4.46355954285112e-10	7.84662731424261e-12	TRUE
NM_001113647	711	244	1.54296841205653	1.75451242031449	17.5737862066804	3.91172608569239e-69	6.09820104463416e-69	1.07202134138004e-70	TRUE
NM_001005400	441	206	1.0981343183743	1.30967832663226	11.1592496125239	6.45339643946358e-29	8.68736452143112e-29	1.52717827752113e-30	TRUE
NM_001014296	1478	518	1.5126222664596	1.72416627471755	25.0308023423862	2.82560251914553e-138	5.09562404330445e-138	8.95775275706627e-140	TRUE
NM_001020646	550	113	2.28310884599683	2.49465285425479	19.331441530563	2.921404328489e-83	4.71677347390184e-83	8.29175979845278e-85	TRUE
NM_001003494	7471	145	5.6871765566019	5.89872056485986	93.3983663904685	0	0	0	TRUE
NM_001134682	895	161	2.474826994037	2.68637100229496	25.6875219361056	1.61145963997309e-145	2.94222477880785e-145	5.17222658113988e-147	TRUE
NM_001045087	205	154	0.412693558810545	0.624237567068502	4.08377964043132	4.43090506130872e-05	4.82156993063206e-05	8.47598468263344e-07	TRUE
NM_213158	1081	196	2.46344096361944	2.6749849718774	28.1666939238382	1.49674807559282e-174	2.8439917190476e-174	4.99953969246357e-176	TRUE
NM_131381	2128	275	2.95199462708917	3.16353863534712	42.9431273216471	0	0	0	TRUE
NM_174861	6035	183	5.04343821735834	5.2549822256163	83.6080562037154	0	0	0	TRUE
NM_001075103	31498	303	6.69979862209587	6.91134263035382	188.534579726854	0	0	0	TRUE
NM_200707	321	201	0.675377795943374	0.88692180420133	6.93752318103602	3.99033863956671e-12	4.7236044847774e-12	8.30376824059531e-14	TRUE
NM_001031674	568	317	0.841408089365274	1.05295209762323	10.6452179544719	1.83554204022916e-26	2.43148778942766e-26	4.27438646658753e-28	TRUE
NM_001017685	5295	190	4.80055936054875	5.01210336880671	77.9057724878857	0	0	0	TRUE
NM_199611	5797	265	4.45124222082395	4.66278622908191	80.5661861825929	0	0	0	TRUE
NM_001114435	2236	165	3.76038225859737	3.97192626685533	48.0434707513332	0	0	0	TRUE
NM_001126381	1038	202	2.36137924560609	2.57292325386404	27.0214155727817	8.2810039347421e-161	1.54620423020898e-160	2.71811952538793e-162	TRUE
NM_001193651	2556	614	2.05757727557682	2.26912128383477	39.4171334027487	0	0	0	TRUE
NR_144413	312	137	1.18737013590172	1.39891414415968	9.8719657237543	5.5074564272731e-23	7.12453483772208e-23	1.25244368585782e-24	TRUE
NR_110414	115	99	0.216133430864765	0.427677439122721	2.1681696891681	0.0301457781021119	0.0313330262122978	0.000550812814201315	FALSE
NM_001291935	12451	219	5.82918693670785	6.04073094496581	120.475038267022	0	0	0	TRUE
NM_001004605	8605	435	4.30608788619148	4.51763189444943	97.525166811616	0	0	0	TRUE
NM_001004628	291	119	1.29005757960034	1.5016015878583	10.0532959900109	8.88451189470919e-24	1.15502114332113e-23	2.03044685854516e-25	TRUE
NM_199965	203	79	1.36155516900807	1.57309917726603	8.68821538681899	3.68177258461122e-18	4.6027327368375e-18	8.09128411222192e-20	TRUE
NM_001348047	1482	601	1.30210855159465	1.5136525598526	22.8218857181044	2.78049689163074e-115	4.81967231189472e-115	8.47264880083921e-117	TRUE
NM_001080005	5480	268	4.35387098739012	4.56541499564807	78.0017009804336	0	0	0	TRUE
NM_214705	919	325	1.49962514337322	1.71116915163118	19.6330082427565	8.07869499958709e-86	1.31452288320319e-85	2.31083982671611e-87	TRUE
NM_001003542	732	103	2.82919931110082	3.04074331935878	24.7292363317637	5.18627974088655e-135	9.31006582333633e-135	1.63664483660332e-136	TRUE
NM_001003886	1397	131	3.41469330387201	3.62623731212997	36.8101168432064	1.27193045254898e-296	2.80009219639616e-296	4.92236738408232e-298	TRUE
NM_001008641	32188	234	7.10387059777195	7.31541460602991	188.08891101037	0	0	0	TRUE
NM_001172625	3267	261	3.64584474286818	3.85738875112613	57.5288183645013	0	0	0	TRUE
NM_001079851	5239	159	5.0421927913847	5.25373679964266	77.8976423459175	0	0	0	TRUE
NM_001009983	37944	354	6.74397860299653	6.95552261125449	206.663714892577	0	0	0	TRUE
NM_199532	7297	137	5.73505565546148	5.94659966371944	92.2846892645109	0	0	0	TRUE
NM_130984	462	148	1.64229567578711	1.85383968404506	14.7126854213922	5.34437404163685e-49	7.85480640017813e-49	1.38082034878281e-50	TRUE
NM_205544	2506	498	2.33116876725378	2.54271277551173	41.7104398738863	0	0	0	TRUE
NM_213408	101515	279	8.50721208042916	8.71875608868711	312.167698386699	0	0	0	TRUE
NM_213312	1321	184	2.84385279518982	3.05539680344777	33.295987928398	4.41339078215023e-243	9.16157632594966e-243	1.61054141544613e-244	TRUE
NM_001045191	14070	500	4.81455042346181	5.02609443171976	127.040836601558	0	0	0	TRUE
NM_001005304	863	234	1.88285202959555	2.09439603785351	21.7901161233986	2.87919708223038e-105	4.88797328198633e-105	8.59271715712864e-107	TRUE
NR_136892	10867	54	7.65277859489155	7.86432260314951	106.827145757254	0	0	0	TRUE
NM_001025508	2498	99	4.65720114152835	4.8687451497863	53.2866085080155	0	0	0	TRUE
NM_131866	1125	448	1.3283543640468	1.53989837230475	20.1369677971128	3.50125887338247e-90	5.75810480235832e-90	1.01223478675937e-91	TRUE
NM_001012386	30935	116	8.05897141837343	8.27051542663138	176.666979451544	0	0	0	TRUE
NM_200870	661	371	0.83323108488689	1.04477509314485	11.4106604173531	3.69910048163807e-30	5.02061061406594e-30	8.82588436433012e-32	TRUE
NM_213003	1237	70	4.1433467680314	4.35489077628936	36.663852120936	2.75293045264461e-294	6.04350374233373e-294	1.06240593595919e-295	TRUE
NM_001017684	438	144	1.60486205815886	1.81640606641682	14.1275201041722	2.57037530107745e-45	3.7289290353708e-45	6.55519796272802e-47	TRUE
NM_001048235	938	448	1.06608919045777	1.27763319871573	15.9650656952841	2.23805922533941e-57	3.38088720533738e-57	5.94336462571942e-59	TRUE
NM_001161762	839	170	2.30313606430212	2.51468007256008	23.9844326601315	4.04254558136752e-127	7.17492739149147e-127	1.26130234641887e-128	TRUE
NM_198914	527	121	2.12279591436262	2.33433992262058	18.205681270758	4.65230087796377e-74	7.3462014809422e-74	1.29141114043414e-75	TRUE
NM_001328015	1937	519	1.90001751024537	2.11156151850333	32.8150228196733	3.59526008040389e-236	7.40112580757108e-236	1.30106645515337e-237	TRUE
NM_213192	72206	305	7.88716567078493	8.09870967904288	272.290944211913	0	0	0	TRUE
NM_199279	4577	359	3.67234654277761	3.88389055103557	68.2465780195223	0	0	0	TRUE
