	DMSO_egg	DMSO_1cell	DMSO_4cell	DMSO_64cell	DMSO_1K	DMSO_sphere	DMSO_shield	NAI_egg	NAI_1cell	NAI_4cell	NAI_64cell	NAI_1K	NAI_sphere	NAI_shield
NM_001003467	0.981705993678	0.80962165304	0.859231465184	1.27879462733	1.26305869021	1.64785305552	1.78759875572	1.17128052117	0.690756404016	1.02860293807	1.64890582164	2.11041146658	1.83352382645	2.03909093656
NM_001003469	6.1011001288	6.25386620773	6.47380296414	6.31446630368	5.84880073667	5.84042157841	3.73183061387	6.15738982124	6.43449539712	6.53619487885	6.1282380607	5.84204424648	5.82146132183	3.90664335243
NM_001080197	1.79511313945	2.55353625852	4.37255197199	5.0086762486	5.09753540043	5.22691785486	4.14643360728	1.98577916331	3.92254909045	4.65993053011	5.5410684151	5.69477686358	5.45656743193	4.24974077855
NM_001080196	6.68158580921	6.86151853751	7.45541405542	7.38751852413	7.18681768561	7.34870589902	6.45391299104	6.55313277883	7.12193134444	7.12043687991	7.13964007127	7.08506632312	6.84985172713	5.96203874243
NM_001080191	2.06501344399	2.16111960119	3.12398880795	3.50121700259	3.66628712671	3.81558096817	1.32454628609	1.98899213335	2.63549024893	3.4705585459	3.8577799267	4.20999882561	3.82723114312	1.827261141
NM_001080190	3.60663629457	3.91745347291	4.70275893037	4.72273662249	4.57903550872	4.82032055426	2.25642680274	3.63013140838	4.43375401626	4.81977726447	4.9634406009	4.96300396203	4.95734503735	2.77774195309
NM_001080193	3.11508169365	3.03709978243	3.62594694977	4.40946525865	4.74053576286	5.30563575036	2.9917864601	2.97278327617	3.47015022808	4.08596902095	4.94534518202	5.81329404458	5.85115448306	3.74899331422
NM_001080192	1.28636947597	1.30351771332	1.39331486104	1.27947124725	1.35520570757	1.35225290472	0.522332237265	1.13497286395	0.985797454528	1.15652271555	1.18435041242	1.22519783645	1.16380431749	0.874640838509
NM_001005965	0.479589004532	0.364223165566	0.508260530062	0.639217822801	0.657540903197	0.487271940019	1.09633733709	0.60142711319	0.274269764857	0.508102075731	0.415432986438	0.286819527755	0.451403051046	0.890719993986
NM_200649	3.62826883085	3.81709809967	4.77794218973	5.06081443252	4.98224091818	5.26212148057	4.05812140178	3.79945430201	4.51642728769	4.64966392344	4.96918702596	4.95363930148	4.9612323044	4.43263435609
NM_200648	4.05908213358	4.25419934872	4.2626805792	4.39895064703	3.96829961666	3.98610502643	2.66531445723	3.7614669794	3.95713773348	4.34664339278	4.56053734706	4.37710109519	4.15278254224	2.81490934323
NM_200647	2.4211844282	2.98143049868	3.98972905121	4.29069359893	4.25952395509	4.28000164352	2.52285437506	2.40794220405	3.39395019052	4.00470760863	4.31556796079	4.41425562377	4.3999700729	3.05746846563
NM_200646	6.51339605083	6.71671280568	6.55969085206	6.24712268693	6.66135078871	6.80410046993	5.90027732848	6.76931496794	6.96224908063	6.54474000619	6.31565147153	6.56483250734	6.68997471689	6.25990968913
NM_200645	4.49492504946	4.28218237697	5.66809405248	5.64088869032	5.37863322525	5.65145734389	3.46969492137	4.65046320246	5.2433330838	5.54478591371	5.49986639839	5.33511571451	5.15245385121	3.53017152757
NM_001005964	6.00587966126	6.15841652797	5.16891550118	4.58269168455	4.42025182521	4.48333333303	2.90957874202	5.68382009324	5.68017470245	4.88536438032	4.93583243026	5.03106993437	4.52791786976	3.09682876496
NM_200643	6.20582665516	6.26695225076	5.57573548001	5.08115691437	4.96765850656	5.30934961007	2.59164732304	6.04987276683	5.4973762861	5.19628117094	4.66181551184	5.23455655675	5.2487874561	3.35719599619
NM_200642	2.47288284593	1.74509443897	2.5938008905	3.11057589919	3.09602389646	2.8055237027	2.37002875331	2.93192986123	2.56274831166	2.96420159422	3.55292642941	3.71441811859	3.55154976025	3.25136960927
NM_200640	6.15992931368	5.91548892762	5.43753696197	5.30205713078	4.72695765334	4.59878880765	3.91613701636	6.26821818965	5.9599863091	5.82776712157	5.71382387561	5.46720011233	5.20792635758	4.44307812666
NM_131499	0.526703268887	0.516773771538	0.492808876461	0.405579147403	0.43227054594	0.365830837331	0.30228302649	0.426443696663	0.334108070122	0.448336037711	0.440000075081	0.728245957184	0.508553226756	0.298796934802
NM_214689	6.91741736419	7.34899677909	6.28364951987	5.37567551162	6.11883030093	6.39116255128	6.48040695061	6.80215989014	6.84106882074	5.66016436697	5.29839106745	5.7909465071	5.68072626296	6.14753967447
NM_131493	8.6613368622	8.25542735741	7.74773701536	7.48959014838	7.5075035058	7.33021018313	7.08693962431	8.4904251416	7.97443591781	7.67381238332	7.27075535386	7.24477211576	7.72223516821	7.66358813769
NM_131491	4.24197023814	4.53981228363	5.64030718408	6.21872643248	6.97193432947	7.3206767805	6.01245595182	4.05553445633	5.13943343933	5.68186437686	6.27647002324	6.79753193594	6.89795314246	6.01106512332
NM_214685	5.831066805	6.11144419526	6.58524563137	6.56218165501	6.11187978213	6.40820065014	3.89426916345	5.87247840336	6.37967071157	6.58583474169	6.43132345023	6.27465934245	5.94441871574	3.90037925347
NM_214682	2.51473027657	2.78421490137	3.89388186373	4.31162241717	4.40811433472	4.60094213145	3.44451806509	2.40000226572	3.20218302652	3.85376961762	4.4292218614	4.41082681822	4.37313283213	3.32882981046
NM_001040406	3.75567638561	3.71350214994	3.44289625943	3.13724374119	3.78794289848	4.07263152621	2.46428583406	3.8710725916	4.28615381673	3.33100798195	3.26554541865	4.04802144555	3.91224688266	2.6940792309
NM_214681	4.4385796148	4.6754218581	5.94795467715	6.04012679497	6.03486818972	5.93473319831	5.29947515189	4.43118297018	5.42159402948	5.98222758816	6.02490971855	5.83946344883	5.94898085329	5.26583917139
NM_001098487	5.15043203267	5.41040752832	4.9955564046	4.55416680186	4.62492465199	4.74896433252	5.19919725802	5.27663652045	4.81869222678	4.8322722387	3.98985423194	4.13921901356	4.28349193108	5.10714283716
NM_001003728	7.37361431774	6.99578151536	6.31860747522	6.5321989716	7.03890098317	6.42811594177	9.25693358831	7.46107080473	6.88375067202	7.50094265798	7.39512872024	7.58368678419	7.69823891942	9.43874190448
NM_001303129	3.68990520562	3.75026136843	3.46839325165	4.19248098671	4.26174896105	3.87563183891	5.30207540319	3.84221261313	3.19828978195	4.1554371352	4.58618956839	4.67664859375	4.31349517035	4.82380180639
NM_001098480	8.2646135102	7.69234379997	7.48036427151	7.32359214136	6.29363306299	5.91763374392	5.32253034513	8.27805616411	7.60170740867	7.5595221048	7.28629591485	6.62175186338	5.68654902802	4.73120627428
NM_001098481	5.03466708184	5.31953898377	5.99004802564	6.6728106893	6.2963819994	5.9368869497	5.71329579903	5.14703509693	5.57982066437	6.21472418486	6.77330998479	6.26486666615	6.0784818427	5.51963901208
NM_001282153	1.71146418895	1.98257493124	1.53045672618	1.30858847402	1.6655665961	2.03847918597	2.3916954148	1.57441013375	1.70996758687	1.21795155294	1.15153819566	1.509382987	1.694465773	2.16118728511
NM_001102636	0.372448727957	0.52505636768	0.721452765765	1.00229794932	0.73448511186	0.987289189242	0.561554838516	0.434471480654	0.460984609535	0.661023223001	0.800328400219	0.716823940896	0.692763179187	0.554106863552
NM_001039110	2.06192413611	1.72661785347	2.47253987583	2.50718662067	2.47691684971	2.37055619524	2.21953591135	2.28270598606	2.13135983699	2.40570528972	2.48864887911	2.59394754307	2.46264830879	2.19815913577
NM_001098488	2.08008767206	1.84143569783	2.85282802517	3.75712225827	4.47856918441	4.92700020532	5.80285201006	1.9349312196	2.27405303499	2.94638852465	3.93305878402	4.76139380412	4.98848005143	5.92020704831
NM_001098489	1.95348670153	1.84654003482	2.28289315687	2.80524786524	3.90187080083	4.49094262216	2.32953610241	1.59217564895	2.08509011691	2.22117005869	2.73542472192	3.90708813666	3.89978981231	3.05094600816
NM_207088	6.40052594449	6.36600717002	6.34302356556	6.07010062964	5.95690409233	5.88171951284	4.74025809842	6.46118152289	6.27957446324	6.18472752645	5.6500742746	5.57006741624	5.79510079402	5.11899511069
NM_001126381	0.39685532061	0.607730505485	0.737647428748	0.781565615406	1.11302496407	0.913131822667	2.60265668898	0.368336254875	0.659422845167	0.665612659594	0.78674510373	0.698474466371	0.809797800918	2.0097125231
NM_001126387	4.22034252897	4.70657542088	4.76134465802	4.58831367432	4.77256712715	5.12500720128	3.04871639948	3.87549427569	4.83090330953	4.67994599142	4.59967575145	5.0197116981	4.99359662682	3.4311324973
NM_001045471	7.47649836124	7.29382205829	6.78982595198	6.3592672769	6.22521758195	6.14255672938	5.09600872909	7.25754609099	6.72938340257	6.04929643862	5.58793996834	5.61227935218	5.73733023643	4.85433955707
NM_001126388	7.35754913395	6.6714560822	6.7203149257	6.65411304394	6.1487011939	6.11470971129	6.2352884673	7.19646022584	6.32596523956	6.52775833021	5.96725795138	5.82281414501	5.58245072082	5.87258215427
NM_001045474	2.88262815937	2.39431993357	2.31802787592	2.25630628257	2.92607082606	2.74531628936	3.96407988827	2.71762265844	2.20996804955	2.22249681475	1.94921559409	1.73459816818	2.16722358554	3.59167656101
NM_001077151	2.32981463842	1.43029691702	2.72044254077	2.88948047231	2.09819717867	2.01122741323	2.35469705454	2.69291627158	2.64596073024	2.66077039524	2.85264232266	2.32155412555	1.91335671021	1.8079727975
NM_001128249	0.599786732385	0.772094926162	1.21128911392	1.53892301509	4.17876977609	3.43767277899	5.16109545603	0.687897935957	0.841917128133	1.19164602797	1.93663250543	1.90172884283	3.33993848639	4.88049803765
NM_001166628	3.84765581474	3.98390927361	4.47958547027	4.33986732591	3.87125951382	4.24738737888	1.51096991127	3.53910396014	4.2312237564	4.17455440447	4.01172593582	4.28326433148	3.90303975575	1.42383484716
NM_131679	7.75726418663	7.84707332209	7.15027080717	6.67224310619	6.48262884081	6.99685513899	3.01164569236	7.72565571366	7.59493245611	6.96067266304	6.48859914142	6.96257310166	7.16234337641	3.74792456723
NM_001123234	4.25678333327	4.3428579648	5.08727482602	5.24062938744	5.34377105433	5.64804974682	4.48360834617	3.94795845293	4.59039981079	4.89793237419	5.23017729001	5.58859648381	5.27629952724	4.68366541802
NM_001123235	4.93066558986	5.22914198175	5.43087616106	4.86222299438	4.78576134354	5.01398501399	3.68223976146	4.69074660954	5.36902265818	5.32746942209	4.9776564941	4.99352311242	4.79606220581	3.33503626948
NM_001123236	4.22808900796	4.25987198378	4.42203003881	4.22438399011	3.68140168544	3.58905330717	1.20661182916	4.26416830956	4.28815480122	4.29402802748	3.94047597557	3.7364960832	3.52699026971	1.54590043485
NM_001166155	5.07630638241	4.7667518884	4.82192069373	4.55552070985	4.77412237296	4.8773696993	5.40269283287	4.91925337626	4.76981169487	4.78105382228	4.2004267935	4.51616573101	4.71837185247	5.21550539355
NM_131673	4.94996968088	5.21693343818	5.4736878025	5.48173539768	5.92334854095	6.01466522896	6.43504554283	5.03598320134	5.50467222493	5.58001656634	5.73715753968	5.71712317329	5.94906167284	6.41142232543
NM_001123231	2.04336387888	2.23715604894	3.38540471528	3.7368457081	3.46871041444	3.4667387288	2.58417129217	1.99269396104	2.68553702643	3.12662226364	3.38297183503	3.30886134165	3.2730757891	2.5253303836
NM_001123232	2.2444555029	2.66523155873	3.37854094638	3.37637075932	3.36626947207	3.52887511059	4.13896732571	2.11167271857	2.82865567101	3.11924303138	2.99870990895	3.19974002343	3.14491436859	3.4602957547
NM_131670	8.49434587664	8.20110750053	8.00133064033	7.80086793291	7.57617768754	7.52504184151	5.63064336995	8.63818336725	8.15400373824	7.99118014744	7.68140431682	7.58865244561	7.58552263849	6.135602605
NM_001017555	4.83138040617	4.92454994353	5.51886621573	5.67051426812	5.64787400464	6.03021430713	4.71814680949	4.92217566333	5.04355678919	5.47930977863	5.3863411374	5.49120804928	5.61116043995	4.48818808435
NM_130928	0.833120012672	1.01535028034	1.3478966829	1.96653545742	2.49304970175	2.38138688323	4.97369109278	0.868168547306	1.22004685123	1.58140125434	2.12177809876	2.2251113576	2.54526362136	4.794928026
NM_001017557	5.64006457121	5.31433228267	4.69531479022	4.30217583179	4.33549997559	4.25121204828	4.50088011191	5.44901961813	4.91410583898	4.36024770969	3.98322421802	3.87608466829	3.97396966893	4.16478352919
NM_199685	1.50389502435	2.0540327629	4.17691818151	4.98179331863	5.47337581813	5.65739295256	4.72085027832	1.48837466409	3.50677902227	3.96862279988	5.28992385442	5.61343396147	5.67348717571	4.80473703885
NM_213229	4.65695649848	5.28363464205	5.65366531444	5.89374289536	6.09184286115	6.42501382438	5.26028883338	4.58143181695	5.70188115929	5.96356267456	6.4945393305	6.55292964318	6.6060562893	5.74508437503
NM_213228	5.80431599812	5.81437112643	5.70642565367	5.35617746259	5.2249078715	5.35136801704	3.13122774436	5.98858577144	5.97547862177	5.8902847486	5.40291751152	5.20970561737	5.49037255372	3.48951790292
NM_213221	4.38895665209	3.43992630708	4.13190954856	4.28716101622	4.18273978595	4.09306805479	4.69251081458	4.56197775863	4.1736329051	4.39983482531	4.44837048406	4.43684001777	4.16561781871	4.61638134468
NM_001128240	2.10134755398	1.42342382987	1.40382072816	1.32435904785	1.36421766234	0.851249658845	2.78883848122	2.09977363353	1.70793791482	1.44128459338	1.44800758493	1.2113117342	1.42588774111	2.27107858357
NM_213223	2.61980899964	3.25289610165	3.93526750862	4.62049462263	9.46316318201	8.14176684261	11.3813316175	2.95853689257	3.65361401166	4.09838312153	5.5203483368	4.96432659106	8.26637629459	11.0455435441
NM_213222	4.59848431817	4.6202419943	5.55770071964	5.78238276556	5.5941902746	5.48024925481	4.29626561652	4.67750130611	5.62916588405	5.56342298691	5.74376639297	5.63378936338	5.52072613028	4.53497215831
NM_213224	3.828726065	4.21105684885	5.11008188302	5.30006138958	5.18055482714	5.24319459909	5.62453435533	3.80111696699	4.66542492663	4.97565307482	5.24594613143	5.25682513254	4.89909081243	5.42631125667
NM_213227	3.00364318471	3.65095801946	5.3534727534	5.99421192384	5.7480545949	6.07407951106	3.01357950577	2.90729571672	4.41407229588	5.33266591482	6.09846068346	6.30609759789	5.97038947628	2.83241053695
NM_001128241	4.57348729288	4.32635717522	5.34108344397	5.51578221021	5.42492174028	5.12703694365	4.816831375	4.72839407049	4.8037023273	4.65503611725	4.62535591445	4.65623710038	4.56121287807	4.16520315782
NM_130924	5.01900662438	4.6087585245	4.5302615751	4.06704231769	3.8274706071	3.89216160505	3.50747015891	5.00870680825	4.76179074178	4.532157975	4.18761494671	4.00580464015	3.84855969907	3.42447612285
NM_207086	5.04574216313	5.10370864159	5.42632154831	5.16738127863	5.17281339299	5.08663305118	3.53946634732	5.12447006546	5.43893933121	5.4701807669	5.01358194833	4.8825118756	4.93911643699	3.7482884184
NM_001007398	0.595776478335	0.691751824938	0.538060385336	0.669982017214	0.874301006499	0.600041599365	0.461511481434	0.53915107703	0.29659941216	0.37010829557	0.782213928262	0.84281254648	0.613298725094	0.541606237863
NM_130925	10.1163860853	10.2458407058	9.53024106131	9.11329910735	10.2496818967	9.7495499723	11.6892207581	9.87385645365	9.80543304826	9.20911498955	8.75639526942	9.00110087043	9.61570658681	11.2649648638
NM_001007396	5.64759931685	5.96445461755	5.07785971289	4.58615804812	4.52695871947	4.97343094124	5.56400928937	5.52905032029	5.50379799397	5.02428029522	4.81455077194	4.94117399126	4.73978151883	5.40833880757
NM_001007394	3.98526438056	3.43065971462	3.98269604857	4.74305153113	4.54115305071	4.30606385863	3.61789195654	4.1955726008	4.05704563847	4.32635762325	5.26893258456	4.9643693696	5.29690910002	4.31565166746
NM_207087	2.88633399428	2.81494637605	4.29574438921	4.94018009995	4.88627173941	4.61656916331	4.73348217798	3.14502240271	3.6815719001	4.61721263759	5.57967921682	5.12826282847	5.35200075785	4.75332134554
NM_001007392	5.62899157731	6.23945696667	6.24334038754	6.20602606451	6.21601122601	6.19387095038	6.18439336956	5.60933756098	5.85279516391	6.10349268884	5.93488776353	5.740341451	5.81223430079	5.87411532448
NM_001007390	1.67574996776	1.81909231638	2.23958548081	2.14160796898	2.09182388092	1.9722796574	0.920790233109	1.84330486546	2.57009723217	2.28540288746	2.06489730917	1.8305360029	1.75000650531	1.02411326735
NM_001007391	2.55711537025	3.34352660708	4.72758177012	5.03565549893	4.5182219557	4.41449469877	2.21577195085	2.80201366853	4.15599463787	4.79352819316	5.08125545754	4.46312586175	4.28806688536	2.41801771558
NM_001327743	2.63789029558	2.61090548281	3.63353564566	4.0670990077	4.17381394788	4.77880950705	0.977606093217	2.55361356366	3.07960082023	3.40367062339	3.58073228321	4.11088846884	4.0276327278	1.41171161772
NM_001327746	0.232014618915	0.551601796651	1.39511976837	1.94967559013	1.61941387589	1.51029073948	1.09861674838	0.377460342175	0.878218500472	1.26817402687	1.63346311575	1.59875669271	1.51027841042	1.1145456947
NM_001327744	5.19983005629	4.44807917085	4.78246397915	4.86202283701	3.89168573307	3.73123737968	4.78089153522	6.45700944272	5.76454434543	6.79636426378	7.40188994009	7.25014813421	6.37170687893	6.84853233255
NM_001327745	8.66122741638	8.67834916785	8.59193858545	8.14694489307	8.00084732845	8.14031156561	7.30795786578	8.83683475101	9.29060811346	8.90562672576	8.66178333378	8.18037462625	7.58557026908	7.11441876889
NM_001346202	2.65649843629	2.5929004079	3.06802764297	2.87513115134	2.98958188359	3.03100498763	1.76119107886	2.58910444457	2.75454500107	3.16221323396	3.02261094068	3.06694669752	2.91953744987	2.10600333266
NM_001327748	1.61973192825	2.1070739332	3.88480648564	4.94431997945	4.83321350744	4.54184450132	3.85401829298	1.78906011883	2.76398417936	3.91570293532	4.924746868	4.46792796507	4.39056526347	3.89281207393
NM_001346205	0.557721263541	0.309357007909	0.435219635511	0.451564532419	0.54057731219	0.380738895869	1.59798730835	0.819388391632	0.520120150685	0.745683905827	0.805740898208	0.791425515319	0.732539360857	1.4400500417
NM_001020625	5.70367015568	4.77704073585	5.17661588401	4.99248262543	4.61604717608	4.86853920764	4.28403452362	5.68705585643	5.1715500872	5.16278251394	5.18214228869	4.66831964006	4.44591065942	3.85118176534
NM_001020624	5.59654425105	5.58097746532	6.2612712308	6.66350760597	6.26097129691	6.2184169569	6.00044891305	5.81333450472	6.09319349682	6.43522858775	6.98941744672	6.49926741132	6.36790738334	5.87791355502
NM_001020627	2.99918281598	3.5724188253	5.07635035207	5.65265168785	5.41301626678	5.57052459253	2.23542823888	2.87863822149	4.41020335193	5.11576082846	6.1498100444	6.1363955227	5.91285756812	2.91727460503
NM_001020626	3.57807672954	4.22698825309	4.15985125461	4.03806501273	3.84114990522	4.11400831482	1.80930825938	3.49579965489	4.22855671212	4.30074985586	4.22035402584	3.95697257991	3.96335949289	2.3118757195
NM_001020621	5.13959089171	4.16820271341	3.84258668852	3.88351485402	3.00783401321	2.56059629771	3.14635190173	5.06879332802	4.60090076691	4.17574817404	4.25263874162	3.94781741757	3.03811364034	3.0433006829
NM_001020623	4.14887967815	4.44060284682	5.89411009768	6.15350203186	6.00056702033	6.10297662029	4.11846971696	4.23508829152	5.35610086808	5.88622506775	6.05758838932	5.94065639861	5.94741241237	4.38975621395
NM_001020622	1.46044059492	1.65724605673	2.14156452141	2.28672799489	2.59037152874	1.90428458274	4.37621852021	1.42680389733	2.00525237391	2.22469096885	2.48604606316	2.10220781014	2.20409972798	4.08607142686
NM_001044982	0.829709338371	0.77252861702	1.63621217893	1.98413379621	2.59684928519	2.05014310348	2.95134149379	0.745163031742	1.06855043287	1.69089419236	2.03171630995	1.96518784827	2.26598819708	3.18917013963
NM_001044983	7.94694698378	7.84518393223	7.41311009274	7.10051645646	6.68006409489	6.90140779084	3.84764031411	7.89681631274	7.63669393687	7.40133645782	6.97307434747	6.9105808875	6.79914543213	4.5370117091
NM_001355555	3.0266767907	2.74598636916	3.11620974179	3.03041245253	2.47070398044	2.13827110702	0.641118493364	3.16504900685	2.59816716242	3.07174115527	3.13405542362	2.79764883011	2.58300695216	0.882726256101
NM_001044986	5.53479020312	5.62009710958	5.56131495816	5.24930595672	5.21807781173	5.25531000052	4.23890457474	5.62247436708	5.52249122369	5.4382700523	5.17082910393	5.10194952572	5.26252250818	4.28633183853
NM_001044984	2.96486305643	3.72774574544	3.99921221249	4.25500102021	4.24233649942	4.31149175377	2.80467329663	2.99815928396	3.63112955658	4.22937393559	4.61418197271	4.45206105967	4.427173458	3.40786959574
NM_213163	4.72812498433	5.03077823158	5.64739598496	5.58270131433	5.77560338531	6.09587701653	3.83399190442	4.73682694112	5.39447758432	5.71917056249	5.71929204434	5.79319373554	6.08372600042	4.1095150111
NM_213160	7.33102885578	7.22229759957	7.13543369386	6.67544957281	6.20944690238	6.49722405936	3.98929461398	7.30010632571	6.94542952434	6.67241819716	6.10289645511	6.10784176537	6.0242353132	3.72520328053
NM_213161	2.87059300567	3.03495793628	3.21375745715	2.84126069805	3.00129462262	2.76814746471	4.00029585958	2.68369641653	2.59089370584	2.94934044545	2.76856762	2.5933699205	2.51306156139	3.22859196382
NM_213166	2.90704505386	3.43698550782	4.02450447674	4.88075955136	5.30885230071	5.22545019129	6.42622884682	3.15803722268	3.50308805984	4.56467909628	5.55509534433	5.79264614418	5.80528294757	6.52386239818
NM_213167	0.870141456207	0.649104996352	1.72699960237	2.60898956085	3.17585380607	2.51930830394	4.97048028863	1.01208992542	1.86792823358	1.92552922057	2.7181482724	1.83137830975	2.47270655166	4.57849510379
NM_213164	4.55477014366	4.78823808827	5.7697232729	5.95882962203	6.1789164516	6.33300167761	5.11952766584	4.55185485398	5.30449809564	5.65038770739	6.04975019287	5.98042830466	6.2084359889	5.36737158991
NM_213165	7.33920755188	7.13651176967	7.18448807529	6.98945946333	6.70698609535	6.85554157815	4.4296399746	7.41368351071	7.32849096626	7.14681848059	6.61423950524	6.46554507605	6.68545603457	5.36838602151
NM_213168	8.64446364956	8.49887297802	7.97219451481	7.366252804	8.60441768794	7.98542270682	10.7241790081	8.36491979917	8.04111934886	7.3323127281	6.9235143967	7.04878269783	7.84964172513	10.5985578157
NM_213169	4.64882133042	4.34638991347	5.39493365619	6.00270044231	5.62910568217	5.61338697708	3.42673069412	4.46712120421	4.86513827276	5.35811147341	5.99622230525	6.05783273649	5.93891071501	3.79559795794
NM_001002418	4.03383778838	3.83889891099	4.98360628207	5.72025661919	4.86105803843	4.54697023967	4.19192260058	4.08670163747	4.2446948546	4.92364470643	5.80274361064	5.40443905309	4.86787738141	3.90426235741
NM_001002419	6.15850595115	6.46706898912	6.59389219949	6.49201176981	6.69115316755	6.96490591046	4.22837495922	6.2872264981	6.86877360996	7.0544025882	6.85853207881	6.94987474996	7.17444832785	5.22098246598
NM_001313700	6.81221854654	6.60159103104	6.29733587774	5.85798220884	5.94829713789	6.20660399553	7.05980605863	6.81993725301	6.44427196506	5.85634976341	5.3344330107	5.52018889521	6.04309703035	6.91168434379
NM_001002412	3.12972744504	3.4094333186	4.46835852586	5.02105484358	4.5876037198	4.57872474253	3.36571927075	3.14989026269	4.04412652713	4.63474141921	5.29042087902	5.35577127365	4.83710233872	3.47170678724
NM_001002411	2.89629842905	3.44011539917	4.08893497806	4.36249573004	5.12035476073	4.62139423621	6.82530469921	2.80245522848	3.8464348607	4.26459744836	4.84991772161	4.36635227768	4.82129144233	6.66830576181
NM_001002416	4.93724328256	4.95815417614	4.81465752019	4.42459572034	4.47526118863	4.44364713439	4.13933919299	5.26127648797	5.13644766221	4.96334449891	4.55637149516	4.18949849276	4.31994291036	4.26512895175
NM_001002417	5.22242229512	5.56840114281	6.22271270986	6.45100380396	5.90610589473	5.77788663954	6.05622496658	5.38632050497	5.99698353259	6.20261381292	6.24192416886	5.77787115326	5.72018352155	5.76904186592
NM_001007174	2.424217154	2.85223387525	3.33157959819	3.36618498501	3.30605248621	3.58254437508	0.665604540728	2.29855823232	3.35490397121	3.51443822807	3.69568224773	3.59173576932	3.74793493909	1.22483515374
NM_001002415	5.71538679177	5.87926110824	5.70001833767	5.23026658089	4.94676667484	5.15150638098	2.53574345153	5.69548052013	5.90132570528	5.5319913731	5.04236264027	5.00812324528	4.73952634404	2.61038289546
NM_001115071	2.13344128779	2.51269016495	3.69401001419	3.81924478785	4.07712017154	3.94732096645	3.6356279044	2.15788087984	3.07953192193	3.38001868014	3.7553588765	3.96227734544	3.88959954173	3.50341222578
NM_001115070	3.62946305009	3.91492291523	4.39391526251	4.52376367324	4.64098491342	4.72363378277	4.82419819295	3.49259486722	4.09038396718	4.20775418173	4.58076095856	4.656570266	4.49290162162	4.32517982037
NM_001277109	2.21622633119	2.21824867085	3.65248289866	3.97490103355	4.98224647305	4.58838903677	4.43488802922	2.24368000418	3.13578224147	3.64263864736	4.08520835644	4.1224336752	4.47424689312	4.2685764548
NM_001326548	5.25104369951	5.19289419323	4.95339236632	4.94315626292	4.94293326033	4.69866474364	6.40944336496	5.31849314511	5.14870786931	4.99875559527	4.90823913327	4.44995588616	4.39574787384	5.96046528558
NM_001105142	3.07965229107	3.16998039629	4.05541770991	4.44566543258	4.32488673417	4.0776903686	2.93017279514	3.30915350513	3.76661316202	4.13672743316	4.4345833955	4.22399020347	4.15810560937	3.11066286729
NM_001105143	4.19354246326	4.31573381388	4.66669450888	4.33768339567	4.02659230021	4.05412106908	2.86154837059	4.16909114054	4.50667452682	4.59261723255	4.10506924033	4.03696742354	3.63673710459	2.54623552038
NM_001105141	1.28364077785	1.19706689957	3.08447281414	3.65349679755	3.83953317994	4.38166508883	4.62666108514	1.28451247279	2.0333813711	2.60855990612	3.29211231012	3.86839807685	3.67504927369	4.15704213218
NM_001167826	2.54751269256	3.06316336526	3.30154303216	4.01079468669	3.86869738896	3.81732823385	4.26624737716	2.59325488178	2.81511935898	3.94686094896	4.62352837715	4.51796291131	4.26468138858	4.39966674184
NM_001077258	3.26520936783	3.95001325814	4.41756591969	4.37517558928	4.69490858106	4.67644609925	5.84369747066	3.10475367872	3.9911554331	4.19864354741	4.22446277634	4.32230769668	4.40984481638	5.67765429814
NM_001077259	3.09761611977	3.59030547298	4.05888055032	4.73993086609	5.12969104411	5.12879528549	5.16391384372	2.8490724014	3.60429060237	3.98179391094	5.02091694775	5.57073239234	5.71078327602	5.25343159696
NM_001077254	4.3543598013	4.55480156745	4.95889608486	5.08556028753	5.05806238267	5.35374069673	4.26122213733	4.17437420267	4.74416882456	4.8950975429	4.97991148681	5.31194874299	5.06585238851	4.00508395191
NM_001077255	5.89098304964	5.63715948265	5.43407778443	4.87957586274	4.14239684654	4.06269381727	1.79875286098	5.98967347471	5.7233414477	5.18105971724	4.71110466361	4.57446899329	4.04407323504	1.64644794649
NM_001077250	8.24407383091	8.36324203221	7.67250153592	7.20415302213	7.29820910886	7.396149324	6.89004417762	8.27974314409	8.13544200165	7.45717026094	7.06631440242	7.16144789096	7.52580757082	6.91008353892
NM_001077253	1.81968471711	2.09323227803	3.6271209892	3.94740480396	4.2863240878	4.47438597089	3.12787878177	1.63019960515	3.03939248949	3.49650912777	4.14957856973	4.56982352403	4.48385143204	3.10605033713
NM_001204222	2.46243012574	2.48780665186	2.47550183416	2.33440982378	2.06767050355	2.18704820286	1.5917799678	2.30068690656	2.8543762319	2.46887177196	2.30976716005	2.43523723391	2.01511134789	1.64036936384
NM_206888	7.06753720568	6.08436314956	4.33506448206	3.45791363703	3.19192753018	3.00433349143	4.65796161527	7.04725245731	5.23502674669	4.2913173843	3.4784452809	3.21110484624	3.0023580247	4.02171102922
NM_001113660	5.07153266203	4.22442904145	4.28859605129	4.16065571052	3.53228983769	3.50156600053	2.20774437386	4.658985762	4.0821416732	4.27973186741	4.36915480723	4.37591072505	3.56691050282	2.70187170905
NM_001017589	6.01430398163	5.6847104902	5.71860979494	5.78259441195	5.12032714726	5.21132586233	4.34400993026	6.30289675057	5.95355086714	5.96108936863	5.34978367044	4.94528967867	4.90885228307	4.10261951318
