	DMSO_egg	DMSO_1cell	DMSO_4cell	DMSO_64cell	DMSO_1K	DMSO_sphere	DMSO_shield	NAI_egg	NAI_1cell	NAI_4cell	NAI_64cell	NAI_1K	NAI_sphere	NAI_shield
NM_001080177	2.98674295349	3.46412990453	3.87747471197	3.91006442033	4.39436912534	4.23779559017	5.23627388972	2.8230569184	3.65136381354	3.76919223833	4.02604818487	4.04557185485	3.80238914598	4.65588352002
NM_001080176	8.70989974493	8.46610761371	8.52309081323	8.59427196708	7.26224713357	7.14629359563	1.766332288	8.67481109927	8.49326870245	8.6236161896	8.62277833629	8.46314800457	7.56727724236	2.577802392
NM_001012389	0.488829254572	0.592967855689	0.698805961967	1.03694857202	1.08914229049	1.22285506219	2.77229293591	0.428065817373	0.731318865445	0.710087316488	1.38276169775	1.61488203276	1.62906730211	2.82604744918
NM_001080174	3.4256786533	3.94963578371	4.61451849261	4.63763710218	4.24840063731	4.53659712296	1.38129867612	3.45092553175	4.41087191476	4.59595148217	4.65595505229	4.36686332005	4.34038621672	1.5298932237
NM_213395	2.38721440427	2.73430358553	3.33381771676	3.37550858901	2.46842116995	2.24287164258	1.79207108795	2.32445947751	2.87871699431	3.26603835158	3.56204958901	2.85093351172	2.07089137027	1.61555449297
NM_001012386	0.393686918922	0.895769703239	0.517566225941	1.04512522923	6.50243842097	6.07322073222	6.79593733514	0.431327098026	0.52528632086	0.537668939999	1.98124483657	4.08570968973	7.25060752025	6.97085813141
NM_213397	0.306067208264	0.341697544974	0.535337664161	0.586041453423	1.0908304895	0.700501931775	2.57965553209	0.408218878751	0.486852551115	0.548496220768	0.582351359656	0.650095037297	0.721050703732	1.4923721874
NM_001012384	3.3358953426	3.90205529659	4.57214810084	4.46054391092	4.35774394617	4.63846190772	2.18319703298	3.14585684049	4.09769943632	4.32170362621	4.33399566421	4.46753885296	4.51855607172	2.10248874309
NM_001012383	4.54232935417	4.54128761575	5.07685210205	5.10312113289	4.80287706587	5.11867617822	1.14352962901	4.6886708383	4.86890196177	5.34347750935	5.2848877772	5.15110921228	5.13542055553	2.24649538196
NM_001012382	2.86005895118	2.57477012039	2.63969155756	2.7852063436	2.55258971937	2.94746606842	0.537685869192	2.50986370016	2.78848776478	2.86217253556	3.09069997095	3.22345971989	2.95579092548	1.34511675903
NM_213393	5.01711766436	4.96646132599	5.49776148169	5.8699622603	6.0419141641	6.12766598808	5.42612180781	5.17529284869	4.99742670047	5.45701420208	5.89814957373	6.07478597437	6.2544935188	5.49285306222
