"GeneNames"	"value1"	"value2"	"log2(Fold_change)"	"log2(Fold_change) normalized"	"z-score"	"p-value"	"q-value(Benjamini et al. 1995)"	"q-value(Storey et al. 2003)"	"Signature(p-value < 0.001)"
NM_131263	2688913	1080162	1.31577537703371	1.56319203634644	1008.22696146876	0	0	0	TRUE
NM_200080	697710	68410	3.35034837622993	3.59776503554267	826.380196188478	0	0	0	TRUE
NM_131509	597156	73388	3.02449178193387	3.27190844124661	735.637020106239	0	0	0	TRUE
NM_131156	410254	13900	4.88336061210543	5.13077727141817	692.509220324772	0	0	0	TRUE
NM_178437	480738	69772	2.78453075210354	3.03194741141627	637.54730782075	0	0	0	TRUE
NM_183071	31411	477724	-3.9268355786048	-3.67941891929207	-632.619669649481	0	0	0	TRUE
NM_131098	425920	62480	2.76911611776991	3.01653277708265	598.600995116181	0	0	0	TRUE
NM_001008615	362802	34756	3.38384844908872	3.63126510840145	597.744591095872	0	0	0	TRUE
NM_001281721	1122314	534082	1.07134320088221	1.31875986019495	571.365177037565	0	0	0	TRUE
NM_214706	727245	255622	1.50842946588243	1.75584612519516	567.004924189803	0	0	0	TRUE
NM_212996	509660	158422	1.68576243383359	1.93317909314632	506.520569908221	0	0	0	TRUE
NM_212708	9241	268246	-4.85936386888216	-4.61194720956943	-505.397131133925	0	0	0	TRUE
NM_130925	795198	367900	1.1120004520761	1.35941711138883	491.876628587022	0	0	0	TRUE
NM_212818	13333	267620	-4.32711260012711	-4.07969594081438	-489.711496227276	0	0	0	TRUE
NM_212587	582917	220676	1.40136074118747	1.64877740050021	485.478306598419	0	0	0	TRUE
NM_001353934	2741	225682	-6.36344521790636	-6.11602855859363	-473.6609150071	0	0	0	TRUE
NM_001076652	641035	270674	1.24384681503721	1.49126347434994	473.308437009253	0	0	0	TRUE
NM_194367	255680	36578	2.80529121423349	3.05270787354622	466.308097026183	0	0	0	TRUE
NM_131069	404051	117404	1.78305584140928	2.03047250072202	465.665757093435	0	0	0	TRUE
NM_001271897	189548	11136	4.08926021269989	4.33667687201262	456.50818346192	0	0	0	TRUE
NM_001098392	12067	232170	-4.26604261084964	-4.0186259515369	-454.066251246923	0	0	0	TRUE
NM_213223	487055	181280	1.42586492954155	1.67328158885429	448.355269751315	0	0	0	TRUE
NM_131059	379712	117892	1.68743977082014	1.93485643013288	437.341931808861	0	0	0	TRUE
NM_213277	463450	178532	1.37623101444357	1.62364767375631	428.033716158284	0	0	0	TRUE
NM_213439	5952	180138	-4.91958421230629	-4.67216755299355	-415.187527247254	0	0	0	TRUE
NM_001005999	144406	4754	4.92484497325141	5.17226163256414	411.140459315303	0	0	0	TRUE
NM_213519	146887	7132	4.36425620492896	4.61167286424169	407.441631610677	0	0	0	TRUE
NM_001033595	502659	231234	1.12022647536005	1.36764313467279	392.594064579091	0	0	0	TRUE
NM_213364	100749	406454	-2.01232656693061	-1.76490990761788	-390.129602293489	0	0	0	TRUE
NM_213058	46655	279560	-2.58305434421096	-2.33563768489822	-387.734634813987	0	0	0	TRUE
NM_212584	514263	243568	1.07818175474107	1.32559841405381	387.724544698651	0	0	0	TRUE
NM_214722	257825	69786	1.88538261464393	2.13279927395666	383.74277864692	0	0	0	TRUE
NM_212634	139526	10392	3.74698874538701	3.99440540469975	382.787589385813	0	0	0	TRUE
NM_001002867	74568	341386	-2.19477534326259	-1.94735868394985	-382.165994668648	0	0	0	TRUE
NM_213278	236518	63754	1.89136221652825	2.13877887584099	368.178147726771	0	0	0	TRUE
NM_180964	3618	135910	-5.23131539259079	-4.98389873327806	-364.453022444621	0	0	0	TRUE
NM_001347672	58734	282842	-2.26772856678074	-2.020311907468	-356.31615099636	0	0	0	TRUE
NM_001128336	30315	210948	-2.79878368186522	-2.55136702255249	-354.375441924683	0	0	0	TRUE
NM_199428	344938	143954	1.26072919453035	1.50814585384308	349.856393904937	0	0	0	TRUE
NM_213180	3725	125088	-5.06955915905241	-4.82214249973967	-347.910036127431	0	0	0	TRUE
NM_001037424	434215	211522	1.03760184174628	1.28501850105902	347.740269232816	0	0	0	TRUE
NM_001077804	290421	108568	1.41954683969392	1.66696349900666	345.138334570029	0	0	0	TRUE
NM_199782	43124	236326	-2.45421545206649	-2.20679879275375	-344.417748557729	0	0	0	TRUE
NM_001005967	125658	13780	3.18885472997716	3.4362713892899	344.246823552078	0	0	0	TRUE
NM_198817	280524	104068	1.43059768398378	1.67801434329652	340.793779397845	0	0	0	TRUE
NM_181601	681478	420068	0.698044195403092	0.945460854715827	340.235371786233	0	0	0	TRUE
NM_214773	50325	243570	-2.27498927824065	-2.02757261892791	-331.404716628966	0	0	0	TRUE
NM_212703	16007	154428	-3.27015950624492	-3.02274284693218	-331.013327568952	0	0	0	TRUE
NM_131162	98812	6378	3.95351025458507	4.2009269138978	326.862874195361	0	0	0	TRUE
NM_201514	97118	6824	3.8310491599834	4.07846581929614	321.350831939337	0	0	0	TRUE
NM_200086	26302	176338	-2.74509899096967	-2.49768233165694	-320.136218057337	0	0	0	TRUE
NM_201318	41870	213362	-2.3493144303228	-2.10189777101007	-317.410811271891	0	0	0	TRUE
NM_201475	236494	87058	1.44175479964624	1.68917145895898	314.349244677437	0	0	0	TRUE
NM_001327928	10596	124400	-3.55339483153571	-3.30597817222297	-309.353433204408	0	0	0	TRUE
NM_001077536	89861	6316	3.83061204038045	4.07802869969318	309.099670719652	0	0	0	TRUE
NM_200171	2383	96426	-5.33857134597168	-5.09115468665895	-307.806127203932	0	0	0	TRUE
NM_212657	22084	156996	-2.82965439073198	-2.58223773141925	-307.742422075877	0	0	0	TRUE
NM_001003528	97992	10010	3.29122199922295	3.53863865853568	307.538149193061	0	0	0	TRUE
NM_212603	310953	145324	1.09742355484585	1.34484021415859	304.696860755297	0	0	0	TRUE
NM_001128697	85736	6006	3.83542473000024	4.08284138931298	302.024938294358	0	0	0	TRUE
NM_001256191	79213	736	6.7498876403688	6.99730429968153	300.240328671363	0	0	0	TRUE
NM_199430	28255	168240	-2.57394266088101	-2.32652600156828	-300.040102695037	0	0	0	TRUE
NM_001256780	2504	91792	-5.19606195571935	-4.94864529640662	-299.210988025069	0	0	0	TRUE
NM_212909	7364	108054	-3.8751190427193	-3.62770238340657	-299.207215851879	0	0	0	TRUE
NM_001122654	167429	49400	1.76096648856799	2.00838314788073	297.49900956373	0	0	0	TRUE
NM_200185	121267	23402	2.3734832709691	2.62089993028183	297.091454521016	0	0	0	TRUE
NM_001004601	311453	150448	1.04974954077716	1.2971662000899	296.57579006678	0	0	0	TRUE
NM_212937	25384	158482	-2.64232766039553	-2.39491100108279	-296.231355963779	0	0	0	TRUE
NM_001077535	22116	149126	-2.75336943037395	-2.50595277106122	-294.941012901335	0	0	0	TRUE
NM_200976	163670	48506	1.75455478720019	2.00197144651292	293.525399383959	0	0	0	TRUE
NM_194371	72584	1528	5.56993511537353	5.81735177468627	293.150472505285	0	0	0	TRUE
NM_001045488	71338	990	6.17109843420654	6.41851509351928	288.931233702916	0	0	0	TRUE
NM_001118897	76661	4838	3.98601014298308	4.23342680229582	288.496101870115	0	0	0	TRUE
NM_001017588	75198	484	7.27954343411856	7.5269600934313	287.077877202117	0	0	0	TRUE
NM_001002383	72799	3616	4.33145205018255	4.57886870949529	286.404429814669	0	0	0	TRUE
NM_001089544	4338	89818	-4.37190263949893	-4.1244859801862	-284.558538109224	0	0	0	TRUE
NM_130939	8456	103618	-3.61515545560606	-3.36773879629333	-284.539373043679	0	0	0	TRUE
NM_181758	72704	3952	4.20137988792	4.44879654723274	284.426834278719	0	0	0	TRUE
NM_001044959	2956	84182	-4.83179361110752	-4.58437695179478	-282.744143069487	0	0	0	TRUE
NM_131189	13362	116428	-3.12323018748475	-2.87581352817201	-280.486660901743	0	0	0	TRUE
NM_001037410	142751	41180	1.79348511691504	2.04090177622777	277.56568456915	0	0	0	TRUE
NM_001199720	15823	121738	-2.94368450736768	-2.69626784805495	-277.407357180097	0	0	0	TRUE
NM_001076560	139183	39112	1.83129979365093	2.07871645296367	277.326963980286	0	0	0	TRUE
NM_130926	32524	164078	-2.33480520668189	-2.08738854736916	-277.101274680639	0	0	0	TRUE
NM_001128529	6727	93864	-3.80253677862274	-3.55512011931001	-276.746002194407	0	0	0	TRUE
NM_180965	2599	78910	-4.92417960081194	-4.6767629414992	-274.827414159896	0	0	0	TRUE
NM_001079988	5762	89508	-3.95737506698473	-3.70995840767199	-274.549719707034	0	0	0	TRUE
NM_201477	9694	101254	-3.38474300950151	-3.13732635018877	-272.706266945455	0	0	0	TRUE
NM_131320	84386	11168	2.91763282281817	3.16504948213091	272.331321041948	0	0	0	TRUE
NM_001017797	389352	228982	0.765840842781145	1.01325750209388	272.163132788893	0	0	0	TRUE
NM_001277446	239731	110520	1.11710901099604	1.36452567030877	270.479617487498	0	0	0	TRUE
NM_001137666	103945	21266	2.28919976070357	2.53661642001631	270.120920057682	0	0	0	TRUE
NM_212932	16493	118836	-2.84904620295193	-2.6016295436392	-268.833983193578	0	0	0	TRUE
NM_212630	227565	103048	1.14296218031845	1.39037883963118	267.310450605263	0	0	0	TRUE
NM_213144	199082	82436	1.27201637714366	1.5194330364564	267.162985072006	0	0	0	TRUE
NM_213336	139156	365020	-1.39127239880589	-1.14385573949315	-266.861024565794	0	0	0	TRUE
NM_212567	74926	8210	3.19001230668371	3.43742896599644	265.842312339835	0	0	0	TRUE
NM_001030247	18161	121278	-2.7394023181666	-2.49198565885386	-265.12880866284	0	0	0	TRUE
NM_001309644	414781	256246	0.694820325367555	0.94223698468029	264.481618744437	0	0	0	TRUE
NM_199595	168352	62532	1.42881429458208	1.67623095389482	263.743479046435	0	0	0	TRUE
NM_213302	577505	404596	0.513351380441836	0.760768039754571	260.170982490057	0	0	0	TRUE
NM_199986	174781	68784	1.34540344109051	1.59282010040324	259.084150209149	0	0	0	TRUE
NM_212645	107856	26354	2.03301258017042	2.28042923948315	258.600999284484	0	0	0	TRUE
NM_201336	59388	209220	-1.81677741679706	-1.56936075748433	-257.382971847675	0	0	0	TRUE
NM_001003774	61587	4340	3.82685890614376	4.0742755654565	255.816391516892	0	0	0	TRUE
NM_001077140	75448	10374	2.86251038301783	3.10992704233056	255.446578080031	0	0	0	TRUE
NM_001076639	54662	1330	5.36104009601973	5.60845675533247	254.301399613118	0	0	0	TRUE
NM_001080041	10263	92838	-3.17726293323868	-2.92984627392594	-252.784685664282	0	0	0	TRUE
NM_201468	268334	142258	0.915520080837485	1.16293674015022	252.584458286428	0	0	0	TRUE
NM_130948	20785	121140	-2.54306066342826	-2.29564400411552	-252.551491503038	0	0	0	TRUE
NM_213130	71714	9278	2.95036903790496	3.1977856972177	252.20978304044	0	0	0	TRUE
NM_131002	121429	36596	1.73035513763237	1.97777179694511	250.799623143745	0	0	0	TRUE
NM_131031	471615	318250	0.567449090708148	0.814865750020883	249.394771430384	0	0	0	TRUE
NM_131702	8773	86368	-3.2993547082481	-3.05193804893536	-248.657552535622	0	0	0	TRUE
NM_131112	270049	147250	0.874953571898629	1.12237023121136	246.280106828509	0	0	0	TRUE
NM_200298	2268	63908	-4.81650399357153	-4.56908733425879	-246.181598532923	0	0	0	TRUE
NM_131047	11285	92182	-3.03007865049848	-2.78266199118574	-245.417449186438	0	0	0	TRUE
NM_001109866	2893	65660	-4.50437652153074	-4.25695986221801	-245.40938013765	0	0	0	TRUE
NM_001003501	63089	6734	3.22785285707764	3.47526951639038	245.010725904222	0	0	0	TRUE
NM_205613	9001	84530	-3.23130625281709	-2.98388959350436	-243.365459501736	0	0	0	TRUE
NM_212723	1424	59870	-5.39381221882377	-5.14639555951103	-242.831578089147	0	0	0	TRUE
NM_213257	3633	66450	-4.19303592863541	-3.94561926932268	-241.511203264712	0	0	0	TRUE
NM_212599	177590	78722	1.1737115674105	1.42112822672323	240.051280548963	0	0	0	TRUE
NM_131081	54762	4112	3.73526296755386	3.98267962686659	239.573984582436	0	0	0	TRUE
NM_001256207	62394	7362	3.08323764690621	3.33065430621895	239.444802990738	0	0	0	TRUE
NM_001110403	952496	788030	0.27346248045713	0.520879139769865	238.808811665335	0	0	0	TRUE
NM_131765	117520	38136	1.62368086537397	1.8710975246867	237.777243375406	0	0	0	TRUE
NM_001043323	144772	56674	1.35302366599248	1.60044032530522	236.595006648103	0	0	0	TRUE
NM_212970	50312	338	7.21773548396862	7.46515214328135	235.396477007786	0	0	0	TRUE
NM_213479	12237	89902	-2.87710329797001	-2.62968663865727	-235.193092943758	0	0	0	TRUE
NM_001020707	58554	6400	3.19362391870872	3.44104057802145	235.105015304657	0	0	0	TRUE
NM_200259	6412	72178	-3.49271283715128	-3.24529617783855	-233.746571357612	0	0	0	TRUE
NM_001045013	65488	203998	-1.63925253105213	-1.3918358717394	-232.446439928305	0	0	0	TRUE
NM_001145554	3301	60964	-4.20698252108141	-3.95956586176867	-231.583290259929	0	0	0	TRUE
NM_001044779	1452	54812	-5.23837841877701	-4.99096175946428	-231.481617778915	0	0	0	TRUE
NM_214683	131762	49854	1.40215319085868	1.64956985017141	230.66270220266	0	0	0	TRUE
NM_001003622	3358	60726	-4.17664020712135	-3.92922354780862	-230.568848362568	0	0	0	TRUE
NM_001305588	84525	20782	2.02404360936755	2.27146026868029	228.373857184806	0	0	0	TRUE
NM_001045073	54032	5588	3.27341015859801	3.52082681791075	227.906335910685	0	0	0	TRUE
NM_213192	46256	370	6.96597143296074	7.21338809227347	227.82217506003	0	0	0	TRUE
NM_213236	185284	89910	1.0431848146843	1.29060147399703	227.778449152999	0	0	0	TRUE
NM_001098730	207544	107478	0.94937584452391	1.19679250383664	227.230661221969	0	0	0	TRUE
NM_001013533	73796	215646	-1.54705043146243	-1.29963377214969	-226.761326496226	0	0	0	TRUE
NM_130922	33328	135580	-2.02433772629744	-1.77692106698471	-226.272574599624	0	0	0	TRUE
NM_001115095	41560	152636	-1.8768277101321	-1.62941105081937	-225.863325733309	0	0	0	TRUE
NM_213271	65438	11472	2.51201172630669	2.75942838561942	224.303944385744	0	0	0	TRUE
NM_213188	1070	50616	-5.56391079922634	-5.3164941399136	-223.955898776554	0	0	0	TRUE
NM_131404	186723	92940	1.00652809555799	1.25394475487072	223.584491982931	0	0	0	TRUE
NM_001020578	103819	33790	1.61940224104243	1.86681890035516	223.135438785069	0	0	0	TRUE
NM_212589	118884	43856	1.43870842468531	1.68612508399805	222.534950871049	0	0	0	TRUE
NM_173261	82496	21182	1.96148535408731	2.20890201340004	221.793776881028	0	0	0	TRUE
NM_001017603	41320	1328	4.9595132024055	5.20692986171823	220.059775975014	0	0	0	TRUE
NM_001113337	41952	466	6.49226582556748	6.73968248488021	220.058816256964	0	0	0	TRUE
NM_182882	41688	498	6.38734260736347	6.6347592666762	219.912628537108	0	0	0	TRUE
NM_200949	44385	154780	-1.80207496236653	-1.5546583030538	-219.841510101513	0	0	0	TRUE
NM_214723	22808	108654	-2.25212943752555	-2.00471277821281	-219.670008791703	0	0	0	TRUE
NM_001001889	102945	34328	1.58441604920372	1.83183270851645	219.356088109441	0	0	0	TRUE
NM_198121	829	48148	-5.85995995985019	-5.61254330053746	-219.058719101075	0	0	0	TRUE
NM_199516	7206	67588	-3.22949656718528	-2.98207990787255	-217.546664060026	0	0	0	TRUE
NM_001123257	79738	20712	1.94480054955359	2.19221720886632	217.03339065632	0	0	0	TRUE
NM_001080806	31139	125616	-2.01222571586721	-1.76480905655448	-216.765617986915	0	0	0	TRUE
NM_201078	107426	38052	1.49729901844976	1.7447156777625	216.672516706444	0	0	0	TRUE
NM_199431	8553	71154	-3.05644241660282	-2.80902575729008	-216.661332557047	0	0	0	TRUE
NM_201099	115565	43550	1.40795990563181	1.65537656494455	216.555284986272	0	0	0	TRUE
NM_001013273	10806	77342	-2.83941948472281	-2.59200282541007	-216.425489908686	0	0	0	TRUE
NM_001083105	42634	276	7.27119234071546	7.51860900002819	216.23049150287	0	0	0	TRUE
NM_001115138	86559	25154	1.78289599580846	2.0303126551212	215.388870486259	0	0	0	TRUE
NM_001288658	521	46364	-6.47557785581599	-6.22816119650326	-214.402555343645	0	0	0	TRUE
NM_001305662	112518	42306	1.41122162264394	1.65863828195668	213.979911356651	0	0	0	TRUE
NM_001080609	117714	46060	1.35369959741625	1.60111625672899	213.394606521932	0	0	0	TRUE
NM_001114586	38239	726	5.71893143699828	5.96634809631101	212.659791658172	0	0	0	TRUE
NM_001326696	9020	70420	-2.96478588860775	-2.71736922929502	-211.846534926078	0	0	0	TRUE
NM_001193674	47792	156706	-1.7132193712762	-1.46580271196346	-211.801196561241	0	0	0	TRUE
NM_001007063	46863	4944	3.24469866492819	3.49211532424092	211.566661143211	0	0	0	TRUE
NM_200405	63479	13198	2.26596007836462	2.51337673767736	209.988274313222	0	0	0	TRUE
NM_001328342	141735	64718	1.13095713142085	1.37837379073359	209.53165019991	0	0	0	TRUE
NM_001256631	167607	84914	0.981008064017882	1.22842472333062	208.429972097499	0	0	0	TRUE
NM_001013265	17189	89496	-2.38033758698369	-2.13292092767096	-207.447036191075	0	0	0	TRUE
NM_213235	189095	102632	0.881630592275727	1.12904725158846	207.027383959734	0	0	0	TRUE
NM_201484	55205	9522	2.53546240597712	2.78287906528985	206.925735397888	0	0	0	TRUE
NM_001122749	9386	69230	-2.88281498267581	-2.63539832336308	-206.627207619284	0	0	0	TRUE
NM_199540	135009	60906	1.14839932005434	1.39581597936707	206.458610360824	0	0	0	TRUE
NM_001014345	71155	18236	1.96417582292493	2.21159248223767	206.135499264587	0	0	0	TRUE
NM_200096	7988	65076	-3.02621933829239	-2.77880267897966	-206.046747019816	0	0	0	TRUE
NM_001145604	114770	46558	1.30164459125349	1.54906125056623	205.705540860753	0	0	0	TRUE
NM_130995	54385	165424	-1.60488785859285	-1.35747119928012	-205.355185275799	0	0	0	TRUE
NM_213356	85650	27410	1.64375091814559	1.89116757745832	204.443082986263	0	0	0	TRUE
NM_001199737	16453	85942	-2.38501268574206	-2.13759602642933	-203.565731068609	0	0	0	TRUE
NM_001082849	41161	3728	3.46480426760119	3.71222092691393	202.885668987852	0	0	0	TRUE
NM_200565	3360	49082	-3.86866089921531	-3.62124423990258	-201.512044454972	0	0	0	TRUE
NM_213024	65162	15814	2.04282855503689	2.29024521434963	201.51103857676	0	0	0	TRUE
NM_001039640	3534	49592	-3.81073346409389	-3.56331680478116	-201.327177851166	0	0	0	TRUE
NM_001008585	38011	2740	3.7941691820728	4.04158584138553	200.488964738184	0	0	0	TRUE
NM_200085	48012	7108	2.75587944803808	3.00329610735081	200.451376315576	0	0	0	TRUE
NM_212735	7287	60798	-3.06062697000702	-2.81321031069428	-200.425194553324	0	0	0	TRUE
NM_001114406	5773	56288	-3.28543425746418	-3.03801759815144	-200.299800866955	0	0	0	TRUE
NM_213002	124141	55314	1.1662630939028	1.41367975321554	199.882864979208	0	0	0	TRUE
NM_001012483	38478	3110	3.62904732754098	3.87646398685372	199.092004075034	0	0	0	TRUE
NM_214815	151915	76758	0.984875301359533	1.23229196067227	198.916499661468	0	0	0	TRUE
NM_001326547	56282	164946	-1.55124829119525	-1.30383163188252	-198.795851277032	0	0	0	TRUE
NM_199707	5607	55192	-3.29915819069613	-3.05174153138339	-198.762582519342	0	0	0	TRUE
NM_198816	59752	13386	2.15826208391673	2.40567874322947	198.673671242631	0	0	0	TRUE
NM_001320131	48281	149230	-1.62801012983504	-1.38059347052231	-197.566819725994	0	0	0	TRUE
NM_213510	48210	149020	-1.62810163318619	-1.38068497387346	-197.43762837013	0	0	0	TRUE
NM_001013520	34575	268	7.01135244046745	7.25876909978018	196.652635060267	0	0	0	TRUE
NM_214689	76241	23522	1.69655630908777	1.9439729684005	196.462524816981	0	0	0	TRUE
NM_200416	99172	38716	1.35700294465213	1.60441960396486	196.151762855043	0	0	0	TRUE
NM_001320425	10281	67268	-2.70993976716821	-2.46252310785548	-196.105629834648	0	0	0	TRUE
NM_130941	135229	297242	-1.13623340940495	-0.888816750092213	-195.5589243579	0	0	0	TRUE
NM_200508	65895	17532	1.91017841617663	2.15759507548936	195.344724990453	0	0	0	TRUE
NM_001003547	12883	73598	-2.5141979763019	-2.26678131698916	-195.33774138782	0	0	0	TRUE
NM_131801	114696	50186	1.192458210587	1.43987486989974	194.797558570359	0	0	0	TRUE
NM_001142543	58758	13592	2.11202753275929	2.35944419207203	194.782142509944	0	0	0	TRUE
NM_212940	4365	49836	-3.51313471862915	-3.26571805931641	-194.756214983684	0	0	0	TRUE
NM_173222	45905	143004	-1.63933229503014	-1.39191563571741	-194.602777699302	0	0	0	TRUE
NM_198140	241810	153826	0.652574536844835	0.89999119615757	194.210529511181	0	0	0	TRUE
NM_001123279	2687	43806	-4.02706025928536	-3.77964359997263	-193.319592529268	0	0	0	TRUE
NM_001002687	33484	1792	4.22382934008324	4.47124599939597	193.237881944319	0	0	0	TRUE
NM_001020477	54260	11494	2.23900809333382	2.48642475264655	192.956663188446	0	0	0	TRUE
NM_194374	7065	57226	-3.01790930281135	-2.77049264349861	-192.917898143773	0	0	0	TRUE
NM_001202527	31478	816	5.26963091763099	5.51704757694373	192.862036416199	0	0	0	TRUE
NM_001277119	63330	16594	1.93222738813466	2.17964404744739	192.72321621223	0	0	0	TRUE
NM_213132	31723	436	6.18505726592998	6.43247392524271	192.622410758684	0	0	0	TRUE
NM_212663	1529	39586	-4.69432998461171	-4.44691332529897	-192.604248688787	0	0	0	TRUE
NM_201169	3885	47228	-3.60365593813337	-3.35623927882064	-191.813630836825	0	0	0	TRUE
NM_001001820	107116	45726	1.22808736636069	1.47550402567342	191.717457204831	0	0	0	TRUE
NM_001044809	46960	143328	-1.60981616285828	-1.36239950354555	-191.670344808233	0	0	0	TRUE
NR_125779	38993	4370	3.15750997063117	3.4049266299439	191.030591062606	0	0	0	TRUE
NM_201143	1270	38040	-4.9046168440884	-4.65720018477566	-190.657806864733	0	0	0	TRUE
NM_199623	2054	40632	-4.3061082922986	-4.05869163298587	-190.491345880832	0	0	0	TRUE
NM_203321	7486	57320	-2.93677165624955	-2.68935499693681	-190.075968484844	0	0	0	TRUE
NM_131386	87117	32530	1.4211834512391	1.66860011055183	189.077465476487	0	0	0	TRUE
NM_200923	6342	53518	-3.07701442004689	-2.82959776073416	-188.600455820798	0	0	0	TRUE
NM_201481	92603	36794	1.33158840722161	1.57900506653434	187.362557628533	0	0	0	TRUE
NM_131851	29777	856	5.12044380445112	5.36786046376385	187.286106215773	0	0	0	TRUE
NM_001002102	29949	1004	4.89867665769032	5.14609331700305	187.121207199794	0	0	0	TRUE
NM_001025460	5114	49306	-3.26923915177394	-3.0218224924612	-186.989239736977	0	0	0	TRUE
NM_131109	31902	204	7.2889339098325	7.53635056914524	186.911010952475	0	0	0	TRUE
NM_199211	66854	19988	1.74187975886026	1.989296418173	186.78347412556	0	0	0	TRUE
NM_001126423	30401	108380	-1.83390786716189	-1.58649120784916	-186.678446530297	0	0	0	TRUE
NM_198807	9061	60148	-2.73077458223384	-2.48335792292111	-186.330017917097	0	0	0	TRUE
NM_200177	2518	40754	-4.01659147846135	-3.76917481914862	-186.284343987072	0	0	0	TRUE
NM_200446	2431	40348	-4.05287536420362	-3.80545870489089	-185.965331115154	0	0	0	TRUE
NM_194400	30811	1636	4.23520085377005	4.48261751308279	185.469635738594	0	0	0	TRUE
NM_001114739	1434	36762	-4.68009832799658	-4.43268166868385	-185.469596455156	0	0	0	TRUE
NM_200068	14816	73854	-2.31752005707461	-2.07010339776188	-184.896049598715	0	0	0	TRUE
NM_199432	11942	66862	-2.48514203618312	-2.23772537687038	-184.723745645409	0	0	0	TRUE
NM_001017824	33232	2764	3.58774360045639	3.83516025976912	184.365594891944	0	0	0	TRUE
NM_001034986	36089	3972	3.18362163977745	3.43103829909019	184.352080467342	0	0	0	TRUE
NM_131456	106013	47452	1.15970038809567	1.4071170474084	184.05684541144	0	0	0	TRUE
NM_001077806	6769	52986	-2.96859659809335	-2.72117993878061	-183.893332243157	0	0	0	TRUE
NM_001290093	84482	32206	1.39131450054414	1.63873115985688	183.81123096158	0	0	0	TRUE
NM_001256646	33655	3006	3.48490394230636	3.7323206016191	183.807004211619	0	0	0	TRUE
NM_131335	124639	61618	1.01633180238476	1.2637484616975	183.757644969692	0	0	0	TRUE
NM_001003521	33303	2884	3.5295090742771	3.77692573358984	183.60359001835	0	0	0	TRUE
NM_213383	100695	43792	1.2012528033193	1.44866946263203	183.350149029808	0	0	0	TRUE
NM_001099989	58558	15790	1.89085510921077	2.13827176852351	183.109204799483	0	0	0	TRUE
NM_212671	6282	51106	-3.02419682979414	-2.7767801704814	-182.523872444131	0	0	0	TRUE
NM_001301359	46195	9056	2.35079084408245	2.59820750339518	182.472049283907	0	0	0	TRUE
NM_200958	6357	51262	-3.01147177329853	-2.76405511398579	-182.366291294705	0	0	0	TRUE
NM_001044996	35426	3936	3.17000645211507	3.41742311142781	182.355662368496	0	0	0	TRUE
NM_173275	28118	504	5.8019264369217	6.04934309623443	182.253393204311	0	0	0	TRUE
NM_001080605	3484	42386	-3.60477129550704	-3.3573546361943	-181.739403280296	0	0	0	TRUE
NM_001005937	9453	59184	-2.6463630453853	-2.39894638607257	-181.179347683158	0	0	0	TRUE
NM_213137	39041	5744	2.76486235243263	3.01227901174536	181.013168529466	0	0	0	TRUE
NM_001305664	4939	46638	-3.23921504824396	-2.99179838893123	-180.991637187433	0	0	0	TRUE
NM_001328053	27729	784	5.14439812436646	5.39181478367919	180.78508482497	0	0	0	TRUE
NM_001256729	2556	38940	-3.92929314266066	-3.68187648334793	-180.585035498033	0	0	0	TRUE
NM_001018165	4216	44268	-3.39231742277876	-3.14490076346603	-180.502681649655	0	0	0	TRUE
NM_199925	16082	74892	-2.21936478248563	-1.97194812317289	-180.406107869443	0	0	0	TRUE
NM_199888	29240	102902	-1.81525580627633	-1.5678391469636	-180.341253158196	0	0	0	TRUE
NM_199851	60636	17652	1.78034293336312	2.02775959267586	180.117686936735	0	0	0	TRUE
NM_001012376	31725	2684	3.56316358741565	3.81058024672838	179.746037533974	0	0	0	TRUE
NM_201085	4535	44972	-3.30985258926838	-3.06243592995565	-179.71194187353	0	0	0	TRUE
NM_001045280	27210	576	5.56192433469473	5.80934099400746	179.485179499217	0	0	0	TRUE
NM_001327898	1010	33154	-5.03675574259596	-4.78933908328323	-178.898512218197	0	0	0	TRUE
NM_199823	17690	77828	-2.13735523563788	-1.88993857632515	-178.784241431735	0	0	0	TRUE
NM_001122784	97225	42744	1.18560540738616	1.43302206669889	178.699946652166	0	0	0	TRUE
NM_181559	70930	24486	1.53443883116291	1.78185549047565	178.641424798561	0	0	0	TRUE
NM_212977	217054	141282	0.61947633851948	0.866892997832214	178.241969708476	0	0	0	TRUE
NM_001012499	629	31960	-5.66706358093605	-5.41964692162332	-178.196895610793	0	0	0	TRUE
NM_001305580	22960	88932	-1.95357998890215	-1.70616332958942	-178.117383381037	0	0	0	TRUE
NM_001099239	63053	19592	1.68630033518937	1.93371699450211	178.033453127943	0	0	0	TRUE
NM_201214	29297	101820	-1.79719612473278	-1.54977946542005	-177.879900737347	0	0	0	TRUE
NM_200104	360259	273450	0.397757410198224	0.645174069510959	177.683657264228	0	0	0	TRUE
NM_130973	67973	22844	1.57314650810576	1.8205631674185	177.481097356507	0	0	0	TRUE
NM_001089551	27537	1216	4.50115626069587	4.7485729200086	177.375028158299	0	0	0	TRUE
NM_001089408	1469	34076	-4.53584969421505	-4.28843303490232	-177.127118642964	0	0	0	TRUE
NM_131058	87865	36540	1.26581196505505	1.51322862436778	176.90771166162	0	0	0	TRUE
NM_201579	191267	119520	0.678335928425494	0.925752587738228	176.85143932612	0	0	0	TRUE
NM_214686	52898	13770	1.94168461759937	2.1891012769121	176.607445084362	0	0	0	TRUE
